id,name.value
NM_1641_1,UV008 - Country of birth
NM_1642_1,UV009 - Ethnic group
NM_1643_1,UV013 - Knowledge of Welsh
NM_1644_1,UV015 - Religion
NM_1645_1,UV020 - General health
NM_1646_1,UV021 - Provision of unpaid care
NM_1647_1,UV022 - Limiting long-term illness
NM_1648_1,UV023 - Migration
NM_1649_1,UV024 - Qualifications
NM_1650_1,UV027 - Time since last worked
NM_1651_1,UV028 - Economic activity
NM_1652_1,UV029 - Economic activity - full time students
NM_1653_1,UV030 - Occupation
NM_1654_1,UV031 - NS-SeC
NM_1655_1,UV032 - NS-SeC of Household Reference Person (HRP)
NM_1656_1,UV033 - NS-SeC of Household Reference Person (All people)
NM_1657_1,UV034 - Industry
NM_1658_1,UV035 - Distance travelled to work
NM_1659_1,UV037 - Method of travel to work
NM_1660_1,UV039 - Method of travel to work - resident population
NM_1661_1,UV041 - Hours Worked
NM_1662_1,UV042 - Accommodation type (people)
NM_1663_1,UV043 - Tenure
NM_1664_1,UV045 - Tenure of pensioners
NM_1665_1,UV046 - Household composition (People)
NM_1666_1,UV047 - Household composition (People) (alternative classification)
NM_1667_1,UV048 - People aged 18-64 in single adult households
NM_1668_1,UV050 - Approximated social grade
NM_1669_1,UV051 - Number of people living in households
NM_1670_1,UV052 - Migration (households)
NM_1671_1,UV053 - Housing stock
NM_1672_1,UV055 - Dwellings
NM_1673_1,UV056 - Accommodation type (households)
NM_1674_1,UV057 - Number of rooms
NM_1675_1,UV058 - Persons per room
NM_1676_1,UV059 - Occupancy
NM_1677_1,UV060 - Amenities
NM_1678_1,UV061 - Lowest floor level
NM_1679_1,UV062 - Cars or vans
NM_1680_1,UV063 - Tenure households
NM_1681_1,UV065 - Household composition (households)
NM_1682_1,UV066 - Household Composition (Households) (Alternative Classification)
NM_1683_1,UV067 - Households By Selected Household Characteristics
NM_1684_1,UV068 - Household type
NM_1685_1,UV069 - Multiple Ethnic Groups
NM_1686_1,UV070 - Communal Establishments
NM_1687_1,UV071 - Communal establishment residents
NM_1688_1,UV073 - All People In Communal Establishments
NM_1689_1,UV075 - Age (workplace population)
NM_1690_1,UV076 - NS-SeC (workplace population)
NM_1691_1,UV078 - Approximated Social Grade (Workplace Population)
NM_1692_1,UV080 - Distance Travelled To Work (Workplace Population)
NM_1693_1,UV082 - Living Arrangements
NM_1694_1,UV083 - Persons per room
NM_1695_1,UV085 - Residents In Households By NS-Sec Of Household Reference Person Under Pensionable Age
NM_1696_1,UV093 - Same-Sex Couples
NM_1697_1,UV002 - Population density
NM_1698_1,UV081 - Armed forces
NM_1701_1,CS001 - Age by sex and resident type
NM_1702_1,CS002 - Age by sex and marital status
NM_1703_1,CS003 - Age of Household Reference Person (HRP) by sex and marital status
NM_1704_1,CS004 - Age by sex and living arrangements
NM_1705_1,CS005 - Age of Household Reference Person (HRP) by sex and living arrangements
NM_1707_1,CS007 - Age of Family Reference Person (FRP) and number and age of dependent children by family type
NM_1708_1,CS008 - Resident type and age by migration (OA/Ward Only)
NM_1709_1,CS009 - Age (of HRP) and number of dependent children by migration of households (OA/Ward Only)
NM_1710_1,CS010 - Household composition by migration of households (OA/Ward Only)
NM_1711_1,CS011 - Family composition by age of Family Reference Person (FRP)
NM_1712_1,CS012 - Schoolchildren and students in full-time education living away from home in term-time by age
NM_1713_1,CS013 - Age of Household Reference Person (HRP) and tenure by economic activity of HRP
NM_1714_1,CS014 - Age and dependent children by household type (adults)
NM_1715_1,CS015 - Country of birth by sex
NM_1716_1,CS016 - Sex and age by general health and limiting long-term illness
NM_1717_1,CS017 - Tenure and age by general health and limiting long-term illness
NM_1718_1,CS018 - Sex and amenities and central heating by general health and limiting long-term illness
NM_1719_1,CS019 - General health and limiting long-term illness and occupancy rating by age
NM_1720_1,CS020 - Limiting long-term illness and age by accommodation type and lowest floor level of accommodation
NM_1721_1,CS021 - Economic activity by sex and limiting long-term illness
NM_1722_1,CS022 - Sex and number of cars or vans in household by general health and limiting long-term illness
NM_1723_1,CS023 - Age and general health by NS-Sec
NM_1724_1,CS024 - Age and limiting long-term illness by NS-SeC
NM_1725_1,CS025 - Sex and age by general health and provision of unpaid care
NM_1726_1,CS026 - Sex and economic activity by general health and provision of unpaid care
NM_1727_1,CS027 - Households with a person with limiting long-term illness (LLTI) and their age by number of carers in household and economic activity
NM_1728_1,CS028 - Sex and age by economic activity
NM_1729_1,CS029 - sex and age by hours worked
NM_1730_1,CS030 - Sex and economic activity by living arrangements
NM_1731_1,CS031 - Family composition and number of dependent children by economic activity
NM_1732_1,CS032 - Sex and age and level of qualifications by economic activity
NM_1733_1,CS033 - Sex and occupation by age
NM_1734_1,CS034 - Former occupation by age
NM_1735_1,CS035 - Sex and occupation by employment status and hours worked
NM_1736_1,CS036 - Sex and industry by age
NM_1737_1,CS037 - Former industry by age
NM_1738_1,CS038 - Sex and industry by employment status and hours worked
NM_1739_1,CS039 - Occupation by industry
NM_1740_1,CS040 - Sex and occupation by hours worked
NM_1741_1,CS041 - Economic activity and time since last worked by age
NM_1742_1,CS042 - NS-SeC by age
NM_1743_1,CS043 - NS-SeC by economic activity
NM_1744_1,CS044 - NS-SeC of Household Reference Person (HRP) by household composition
NM_1745_1,CS045 - NS-SeC of Household Reference Person (HRP) by age (HRP)
NM_1746_1,CS046 - NS-SeC of Household Reference Person (HRP) by tenure
NM_1747_1,CS047 - NS-SeC by tenure
NM_1748_1,CS048 - Dwelling type and accommodation type by household space type
NM_1749_1,CS049 - Dwelling type and accommodation type by tenure (households and dwellings)
NM_1750_1,CS050 - Dwelling type and accommodation type by tenure (people)
NM_1751_1,CS051 - Tenure and household size by number of rooms
NM_1752_1,CS052 - Tenure and persons per room by accommodation type
NM_1753_1,CS053 - Household composition by tenure and occupancy rating
NM_1754_1,CS054 - Shared/unshared dwelling and central heating and occupancy rating by age
NM_1755_1,CS055 - Dwelling type and accommodation type and central heating by tenure
NM_1756_1,CS056 - Tenure and amenities by household composition
NM_1757_1,CS057 - Tenure and lowest floor level by household composition
NM_1759_1,CS059 - Accommodation type and car or van availability by number of people aged 17 or over in the household
NM_1760_1,CS060 - Tenure and car or van availability by number of people aged 17 or over in the household
NM_1761_1,CS061 - Tenure and car or van availability by economic activity
NM_1762_1,CS062 - Household composition by number of cars or vans available
NM_1763_1,CS063 - Economic activity and age of full time students by household type
NM_1764_1,CS064 - Households with full time students away from home and age of student by number of students
NM_1765_1,CS065 - Sex and age by general health and limiting long-term illness
NM_1766_1,CS066 - Sex and approximated social grade by age
NM_1767_1,CS067 - Age of Household Reference Person (HRP) and dependent children by approximated social grade
NM_1768_1,CS068 - Age and dependent children by household type (HRPs)
NM_1769_1,CS103 - Sex and age by religion
NM_1770_1,CS105 - Age by highest level of qualification
NM_1771_1,CS113 - Occupation by highest level of qualification
NM_1772_1,CS114 - NS-Sec by highest level of qualification
NM_1773_1,CS118 - Number of employed people and method of travel to work by number of cars or vans in household
NM_1774_1,CS119 - Sex and age by method of travel to work
NM_1775_1,CS120 - Sex and age by distance travelled to work
NM_1776_1,CS121 - Sex and distance travelled to work by method of travel to work
NM_1777_1,CS122 - NS-Sec by method of travel to work
NM_1778_1,CS126 - Type of Communal Establishment by resident type and sex
NM_1779_1,CS133 - Sex and age by knowledge of Welsh
NM_1780_1,CS145 - Type of communal establishment by knowledge of Welsh
NM_1781_1,CS146 - Sex and age by ability to speak Welsh
NM_1782_1,CS147 - Type of communal establishment by ability to speak Welsh
NM_1783_1,CT001 - Theme table on all dependent children in households
NM_1784_1,CT002 - Theme table on people aged 50 and over
NM_1785_1,CT003 - Theme table on ethnic group - people
NM_1786_1,CT004 - Theme table on ethnic group of Household Reference Person(HRP) - households
NM_1787_1,CT005 - Theme table on all persons
NM_1788_1,CT006 - Theme table on Welsh language
NM_1789_1,CT009 - Theme table on ability to speak Welsh
NM_1790_1,CT010 - Theme table on religion - people
NM_1791_1,CT011 - Theme table on religion of Household Reference Person (HRP) - households
NM_1801_1,ST001 - Age by sex and resident type
NM_1802_1,ST002 - Age by sex and marital status
NM_1803_1,ST003 - Age of Household Reference Person (HRP) by sex and marital status (Headship)
NM_1804_1,ST004 - Age by sex and living arrangements
NM_1805_1,ST005 - Age of household reference person (HRP) by sex and living arrangements
NM_1806_1,ST006 - Age of Family Reference Person (FRP) and number of dependent children by family type
NM_1807_1,ST007 - Age of Family Reference (FRP) and number and age of dependent children by family type
NM_1808_1,ST008 - Resident type and sex and age by migration
NM_1809_1,ST009 - Age of Household Reference Person (HRP) and number of dependent children by migration of households
NM_1810_1,ST010 - Household composition by migration of households
NM_1811_1,ST011 - Family composition by age of Family Reference Person (FRP)
NM_1812_1,ST012 - Schoolchildren and students in full-time education living away from home in term-time by age
NM_1813_1,ST013 - Age of Household Reference Person (HRP) and tenure by economic activity
NM_1814_1,ST014 - Age and dependent children by household type (Adults)
NM_1815_1,ST015 - Country of birth by sex and age
NM_1816_1,ST016 - Sex and age by general health and limiting long-term illness
NM_1817_1,ST017 - Tenure and age by general health and limiting long-term illness
NM_1818_1,ST018 - Sex and amenities and central heating by general health and limiting long-term illness
NM_1819_1,ST019 - General health and limiting long-term illness and occupancy rating by age
NM_1820_1,ST020 - Limiting long-term illness and age by accommodation type and lowest floor level of accommodation
NM_1821_1,ST021 - Economic activity and hours worked by sex and limiting long-term illness
NM_1822_1,ST022 - Sex and number of cars in household by general health and limiting long-term illness
NM_1823_1,ST023 - Sex and age and general health by NS-SeC
NM_1824_1,ST024 - Sex and age and limiting long-term illness by NS-SeC
NM_1825_1,ST025 - Sex and age by general health and provision of unpaid care
NM_1826_1,ST026 - Sex and economic activity by general health and provision of unpaid care
NM_1827_1,ST027 - Households with a person with a LLTI and their age by number of carers in household and economic activity
NM_1828_1,ST028 - Sex and age by economic activity
NM_1829_1,ST029 - Sex and age by hours worked
NM_1830_1,ST030 - Sex and economic activity by living arrangements
NM_1831_1,ST031 - Family composition and number of dependent children by sex and economic activity
NM_1832_1,ST032 - Sex and age and level of qualifications by economic activity
NM_1833_1,ST033 - Sex and occupation by age
NM_1834_1,ST034 - Sex and former occupation by age
NM_1835_1,ST035 - Sex and occupation by employment status and hours worked
NM_1836_1,ST036 - Sex and industry by age
NM_1837_1,ST037 - Sex and former industry by age
NM_1838_1,ST038 - Sex and industry by employment status and hours worked
NM_1839_1,ST039 - Occupation by industry
NM_1840_1,ST040 - Sex and occupation by hours worked
NM_1841_1,ST041 - Sex and economic activity and time since last worked by age
NM_1842_1,ST042 - NS-SeC by age
NM_1843_1,ST043 - Sex and NS-SeC by economic activity
NM_1844_1,ST044 - NS-SeC of Household Reference Person (HRP) by household composition
NM_1845_1,ST045 - NS-SeC of Household Reference Person (HRP) by age (of HRP)
NM_1846_1,ST046 - NS-SeC of Household Reference Person (HRP) by tenure
NM_1847_1,ST047 - NS-SeC by tenure
NM_1848_1,ST048 - Dwelling type and accommodation type by household space type
NM_1849_1,ST049 - Dwelling type and accommodation type by tenure (households and dwellings)
NM_1850_1,ST050 - Dwelling type and accommodation type by tenure (people)
NM_1851_1,ST051 - Tenure and household size by number of rooms
NM_1852_1,ST052 - Tenure and persons per room by accommodation type
NM_1853_1,ST053 - Household composition by tenure and occupancy rating
NM_1854_1,ST054 - Shared/unshared dwelling and central heating and occupancy rating by age
NM_1855_1,ST055 - Dwelling type and accommodation type and central heating by tenure
NM_1856_1,ST056 - Tenure and amenities by household composition
NM_1857_1,ST057 - Tenure and lowest floor level by household composition
NM_1858_1,ST058 - Households in a shared dwelling and amenities and household size by central heating and number of rooms
NM_1859_1,ST059 - Accommodation type and car or van availability by number of people aged 17 or over in the household
NM_1860_1,ST060 - Tenure and car or van availability by number of people aged 17 or over in the household
NM_1861_1,ST061 - Tenure and car or van availability by economic activity
NM_1862_1,ST062 - Household composition by number of cars or vans available
NM_1863_1,ST063 - Economic activity and age of full-time students by household type and tenure
NM_1864_1,ST064 - NS-SeC of Household Reference Person (HRP) by households with full-time students away from home and age of student
NM_1865_1,ST065 - Sex and age by general health and limiting long-term illness
NM_1866_1,ST066 - Sex and approximated social grade by age
NM_1867_1,ST067 - Age of household reference person (HRP) and dependent children by approximated social grade
NM_1868_1,ST068 - Age and dependent children by household type (HRPs)
NM_1869_1,ST101 - Sex and age by ethnic group
NM_1870_1,ST102 - Sex and country of birth by ethnic group
NM_1871_1,ST103 - Sex and age by religion
NM_1872_1,ST104 - Ethnic group by religion
NM_1873_1,ST105 - Sex and age by highest level of qualification
NM_1874_1,ST106 - Household composition by ethnic group of Household Reference Person (HRP)
NM_1875_1,ST107 - Sex and age and limiting long-term illness and general health by ethnic group
NM_1876_1,ST108 - Sex and age and economic activity by ethnic group
NM_1877_1,ST109 - Sex and occupation by ethnic group
NM_1878_1,ST110 - Sex and industry by ethnic group
NM_1879_1,ST111 - Tenure and number of cars or vans by ethnic group of Household Reference Person (HRP)
NM_1880_1,ST112 - Sex and NS-SeC by ethnic group
NM_1881_1,ST113 - Sex and occupation by highest level of qualification
NM_1882_1,ST114 - Sex and NS-SeC by highest level of qualification
NM_1883_1,ST115 - Count of qualifications by sex
NM_1884_1,ST116 -  Employment activity and sex and professional qualifications by occupation
NM_1885_1,ST117 - Age and highest level of qualification by ethnic group
NM_1886_1,ST118 - Number of employed people and method of travel to work by number of cars or vans in household
NM_1887_1,ST119 - Sex and age by method of travel to work
NM_1888_1,ST120 - Sex and age by distance travelled to work
NM_1889_1,ST121 - Sex and distance travelled to work by method of travel to work
NM_1890_1,ST122 - Sex and NS-SeC by method of travel to work
NM_1891_1,ST123 - Shared /unshared dwelling and central heating and occupancy rating by ethnic group
NM_1892_1,ST124 - Shared/unshared dwelling and central heating and occupancy rating by ethnic group of Household Reference Person (HRP)
NM_1893_1,ST125 - Sex and type of communal establishment by resident type and ethnic group
NM_1894_1,ST126 - Type of communal establishment and sex by resident type and age
NM_1895_1,ST127 - Type of communal establishment by type of resident and whether or not resident one year ago
NM_1896_1,ST128 - Residents (non-staff) in communal establishments and sex and limiting long-term illness and type of
NM_1897_1,ST129 - Sex and distance travelled to work by method of travel to work (workplace population)
NM_1898_1,ST130 - Sex and industry by distance travelled to work (workplace population; no ward data)
NM_1899_1,ST131 - Sex and industry by highest level of qualification (workplace population; no ward data)
NM_1900_1,ST132 - Sex and industry by occupation (workplace population; no ward data)
NM_1901_1,ST133 - Sex and age by country of birth and knowledge of Welsh
NM_1902_1,ST134 - Sex and knowledge of Welsh and age by migration within Wales
NM_1903_1,ST135 - Migration of Welsh speaking households within Wales by age of Household Reference Person (HRP) and presence of dependent children
NM_1904_1,ST136 - Age of household reference person (HRP) and tenure by knowledge of Welsh of household reference person (HRP)
NM_1905_1,ST137 - Sex and age and limiting long-term illness and general health by knowledge of Welsh
NM_1906_1,ST138 - Sex and occupation by knowledge of Welsh
NM_1907_1,ST139 - Welsh speakers and economic activity and year last worked by age
NM_1908_1,ST140 - Sex and industry by knowledge of Welsh
NM_1909_1,ST141 - Sex and NS-SeC by knowledge of Welsh
NM_1910_1,ST142 - Age and highest level of qualification by knowledge of Welsh
NM_1911_1,ST143 - Children speaking Welsh in Welsh speaking households
NM_1912_1,ST144 - Welsh speaking adults in households by age of youngest dependent child
NM_1913_1,ST145 - Type of Communal Establishment by knowledge of Welsh
NM_1914_1,ST146 - Sex and ability to speak Welsh and age by migration within Wales
NM_1915_1,ST147 - Age of Household Reference Person (HRP) and tenure by ability to speak Welsh
NM_1916_1,ST148 - Type of communal establishment by ability to speak Welsh
NM_1917_1,ST149 - Sex and age by religion
NM_1918_1,ST150 - Sex and country of birth by religion
NM_1919_1,ST151 - Household composition by religion of Household Reference Person (HRP)
NM_1920_1,ST152 - Sex and age and limiting long-term illness and general health by religion
NM_1921_1,ST153 - Sex and age and economic activity by religion
NM_1922_1,ST154 - Sex and occupation by religion
NM_1923_1,ST155 - Sex and industry by religion
NM_1924_1,ST156 - Tenure and number of cars or vans by religion of Household Reference Person (HRP)
NM_1925_1,ST157 - Sex and NS-SeC by religion
NM_1926_1,ST158 - Age and highest level of qualification by religion
NM_1927_1,ST159 - Shared/unshared dwelling and central heating and occupancy rating by religion
NM_1928_1,ST160 - Shared/unshared dwelling and central heating and occupancy rating by religion of Household Reference Person
NM_1929_1,ST161 - Sex and type of communal establishment by resident type and religion
NM_1930_1,TT001 - Theme table on dependent children
NM_1931_1,TT002 - Theme table on students and schoolchildren
NM_1932_1,TT003 - Theme table on people aged 16 to 29 years
NM_1933_1,TT004 - Theme table on people aged 30 to 49 years
NM_1934_1,TT005 - Theme table on people aged 50 and over
NM_1935_1,TT006 - Theme table on pensioner households
NM_1936_1,TT007 - Theme table on all people
NM_1937_1,TT008 - Theme table on households
NM_1938_1,TT009 - Theme table on Communal establishment residents
NM_1939_1,"TT010 - Theme table on resident, workplace and daytime population"
NM_1940_1,TT011 - Theme table on travel to work
NM_1941_1,TT012 - Theme table on ethnicity of dependent children in households
NM_1942_1,TT013 - Theme table on ethnicity
NM_1943_1,TT015 - Theme table on Welsh language
NM_1944_1,TT033 - Theme table on migration - people
NM_1945_1,TT034 - Theme table on migration - households
NM_1946_1,TT039 - Theme table on ability to speak Welsh
NM_1947_1,TT052 - Theme table on religion of all dependent children in households
NM_1948_1,TT053 - Theme table on religion
NM_2002_1,Population estimates - local authority based by single year of age
NM_2006_1,Population projections - local authority based by single year of age
NM_2009_1,National Population projections by single year of age
NM_2010_1,Population estimates - small area based by single year of age - England and Wales
NM_2020_1,TS007A - Age by five-year age bands
NM_2021_1,TS001 - Number of usual residents in households and communal establishments
NM_2022_1,TS002 - Legal partnership status
NM_2023_1,TS003 - Household composition
NM_2024_1,TS004 - Country of birth
NM_2025_1,TS005 - Passports held
NM_2026_1,TS006 - Population density
NM_2027_1,TS007 - Age by single year
NM_2028_1,TS008 - Sex
NM_2029_1,TS009 - Sex by single year of age
NM_2030_1,TS010 - Living arrangements
NM_2031_1,TS011 - Households by deprivation dimensions
NM_2032_1,TS012 - Country of birth (detailed)
NM_2033_1,TS013 - Passports held (detailed)
NM_2035_1,TS015 - Year of arrival in UK
NM_2036_1,TS016 - Length of residence
NM_2037_1,TS017 - Household size
NM_2038_1,TS018 - Age of arrival in the UK
NM_2039_1,TS019 - Migrant Indicator
NM_2040_1,TS020 - Number of non-UK short-term residents by sex
NM_2041_1,TS021 - Ethnic group
NM_2042_1,TS023 - Multiple ethnic group
NM_2043_1,TS024 - Main language (detailed)
NM_2044_1,TS025 - Household language
NM_2045_1,TS026 - Multiple main languages in household
NM_2046_1,TS027 - National identity - UK
NM_2047_1,TS028 - National identity (detailed)
NM_2048_1,TS029 - Proficiency in English
NM_2049_1,TS030 - Religion
NM_2050_1,TS032 - Welsh language skills (detailed)
NM_2051_1,TS033 - Welsh language skills (speaking)
NM_2052_1,TS034 - Welsh language skills (writing)
NM_2053_1,TS035 - Welsh language skills (reading)
NM_2054_1,TS036 - Welsh language skills (understanding)
NM_2055_1,TS037 - General health
NM_2056_1,TS038 - Disability
NM_2057_1,TS039 - Provision of unpaid care
NM_2058_1,TS040 - Number of disabled people in the household
NM_2059_1,TS041 - Number of Households
NM_2060_1,TS077 - Sexual orientation
NM_2061_1,TS078 - Gender identity
NM_2062_1,TS044 - Accommodation type
NM_2063_1,TS045 - Car or van availability
NM_2064_1,TS046 - Central heating
NM_2065_1,TS047 - Communal establishment residents by age and sex
NM_2066_1,TS048 - Communal establishment management and type
NM_2068_1,TS050 - Number of bedrooms
NM_2069_1,TS051 -  Number of rooms
NM_2070_1,TS052 - Occupancy rating for bedrooms
NM_2071_1,TS053 - Occupancy rating for rooms
NM_2072_1,TS054 - Tenure
NM_2073_1,TS055 - Purpose of second address
NM_2074_1,TS056 - Second address indicator
NM_2075_1,TS058 - Distance travelled to work
NM_2076_1,TS059 - Hours worked
NM_2077_1,TS060 - Industry
NM_2078_1,TS061 - Method used to travel to work
NM_2079_1,TS062 - NS-SeC
NM_2080_1,TS063 - Occupation
NM_2081_1,TS064 - Occupation - minor groups
NM_2082_1,TS065 - Employment history
NM_2083_1,TS066 - Economic activity status
NM_2084_1,TS067 - Highest level of qualification
NM_2085_1,TS068 - Schoolchildren and full-time students
NM_2086_1,TS079 - Sexual orientation (detailed)
NM_2087_1,TS070 - Gender identity (detailed)
NM_2088_1,TS071 - Previously served in the UK armed forces
NM_2089_1,TS072 - Number of people in household who have previously served in UK armed forces
NM_2090_1,TS073 - Population who have previously served in UK armed forces in communal establishments and in households
NM_2091_1,TS074 - Household Reference Person indicator of previous service in UK armed forces
NM_2092_1,TS037ASP - General health - Age-standardised proportions
NM_2093_1,TS038ASP - Disability - Age-standardised proportions
NM_2094_1,TS039ASP - Provision of unpaid care - Age-standardised proportions
NM_2095_1,TS022 - Ethnic group (detailed)
NM_2096_1,TS031 - Religion (detailed)
NM_2097_1,TS075 - Multi religion households
NM_2098_1,TS076 - Welsh language skills (speaking) by single year of age
NM_2101_1,RM001 - Accommodation type by car or van availability by number of usual residents aged 17 years or over in household
NM_2102_1,RM002 - Accommodation type by household size
NM_2103_1,RM003 - Accommodation type by type of central heating in household by tenure
NM_2106_1,RM006 - Age of youngest dependent child by household type
NM_2108_1,RM008 - Car or van availability by household composition
NM_2109_1,RM009 - Concealed family status by family type by dependent children by age of Family Reference Person
NM_2110_1,RM010 - Country of birth by ethnic group
NM_2111_1,RM011 - Country of birth by age
NM_2112_1,RM012 - Dependent children by ethnic group of Household Reference Person by age
NM_2114_1,RM014 - Distance travelled to work by age
NM_2115_1,RM015 - Distance travelled to work by car or van availability
NM_2116_1,RM016 - Distance travelled to work by occupation
NM_2117_1,RM017 - Economic activity status by country of birth
NM_2118_1,RM018 - Economic activity status by ethnic group
NM_2119_1,RM019 - Economic activity status by hours worked by disability
NM_2120_1,RM020 - Economic activity status by living arrangements
NM_2121_1,RM021 - Economic activity status by passports held
NM_2122_1,RM022 - Economic activity status by provision of unpaid care by general health
NM_2123_1,RM023 - Economic activity status by religion
NM_2124_1,RM024 - Economic activity status by sex by age
NM_2125_1,RM025 - Economic activity status by sex by employment history
NM_2126_1,RM026 - Ethnic group by accommodation type
NM_2127_1,RM027 - Ethnic group by age of arrival in the UK
NM_2128_1,RM028 - Ethnic group by occupancy rating (bedrooms)
NM_2129_1,RM029 - Ethnic group by occupancy rating (rooms)
NM_2130_1,RM030 - Ethnic group by provision of unpaid care by general health
NM_2131_1,RM031 - Ethnic group by religion
NM_2132_1,RM032 - Ethnic group by sex by age
NM_2133_1,RM033 - Ethnic group of dependent child by sex
NM_2134_1,RM034 - Family status by number of parents working by economic activity status
NM_2135_1,RM035 - Gender identity by age
NM_2136_1,RM036 - Gender identity by disability
NM_2137_1,RM037 - Gender identity by economic activity status
NM_2138_1,RM038 - Gender identity by ethnic group
NM_2139_1,RM039 - Gender identity by general health
NM_2140_1,RM040 - Gender identity by legal partnership status
NM_2141_1,RM041 - Gender identity by occupation
NM_2142_1,RM042 - General health by car or van availability by sex
NM_2143_1,RM043 - General health by ethnic group by age
NM_2144_1,RM044 - General health by NS-SEC
NM_2145_1,RM045 - General health by religion by age
NM_2146_1,RM046 - General health by tenure by age
NM_2147_1,RM047 - Highest level of qualification by country of birth
NM_2148_1,RM048 - Highest level of qualification by economic activity status
NM_2149_1,RM049 - Highest level of qualification by ethnic group
NM_2151_1,RM051 - Highest level of qualification by household composition
NM_2152_1,RM052 - Highest level of qualification by disability
NM_2153_1,RM053 - Highest level of qualification by main language
NM_2154_1,RM054 - Highest level of qualification by religion
NM_2155_1,RM055 - Highest level of qualification by sex
NM_2156_1,RM056 - Hours worked by sex by age
NM_2157_1,RM057 - Household composition by age
NM_2158_1,RM058 - Household composition by ethnic group of Household Reference Person
NM_2159_1,RM059 - Household composition by number of bedrooms
NM_2160_1,RM060 - Household composition by number of people in household with a disability
NM_2161_1,RM061 - Household composition by religion of Household Reference Person
NM_2162_1,RM062 - Industry by age
NM_2163_1,RM063 - Industry by economic activity status
NM_2164_1,RM064 - Industry by ethnic group
NM_2165_1,RM065 - Industry by sex
NM_2166_1,RM066 - Living arrangements by age - Household Reference Person
NM_2167_1,RM067 - Living arrangements by sex by age
NM_2168_1,RM068 - Disability by car or van availability
NM_2169_1,RM069 - Disability by general health by age
NM_2170_1,RM070 - Disability by NS-SEC by age
NM_2171_1,RM071 - Disability by provision of unpaid care by sex
NM_2172_1,RM072 - Disability by religion by sex
NM_2173_1,RM073 - Disability by sex by age
NM_2174_1,RM074 - Legal partnership status by sex by age
NM_2175_1,RM075 - Method used to travel to work by age
NM_2176_1,RM076 - Method used to travel to work by car or van availability
NM_2177_1,RM077 - Method used to travel to work by distance travelled to work
NM_2178_1,RM078 - Method used to travel to work by industry
NM_2179_1,RM079 - Method used to travel to work by occupation
NM_2180_1,RM080 - Multi-language households by ethnic group of Household Reference Person
NM_2181_1,RM081 - Multi-language households by occupation of Household Reference Person
NM_2182_1,RM082 - Multi-language households by tenure
NM_2183_1,RM083 - Multi-religion households by ethnic group of Household Reference Person
NM_2184_1,RM084 - Multi-religion households by occupation of Household Reference Person
NM_2185_1,RM085 - Multi-religion households by tenure
NM_2186_1,RM086 - National identity by age
NM_2187_1,RM087 - National identity by ethnic group
NM_2188_1,RM088 - National identity by religion
NM_2189_1,RM089 - National Identity by sex by age
NM_2190_1,RM090 - NS-SEC by age
NM_2191_1,RM091 - NS-SEC by economic activity status
NM_2192_1,RM092 - NS-SEC by religion
NM_2193_1,RM093 - NS-SEC by sex
NM_2194_1,RM094 - NS-SEC of Household Reference Person by household composition
NM_2195_1,RM095 - Number of bedrooms by accommodation type by age of dependent children
NM_2196_1,RM096 - Number of bedrooms by tenure by age of dependent children
NM_2197_1,RM097 - Occupancy rating (bedrooms) by ethnic group of Household Reference Person
NM_2198_1,RM098 - Occupancy rating (bedrooms) by household composition
NM_2199_1,RM099 - Occupancy rating (bedrooms) by tenure
NM_2200_1,RM100 - Occupancy rating (rooms) by household composition
NM_2201_1,RM101 - Occupancy rating (rooms) by tenure
NM_2202_1,RM102 - Occupation by age
NM_2203_1,RM103 - Occupation by economic activity status
NM_2204_1,RM104 - Occupation by ethnic group
NM_2205_1,RM105 - Occupation by hours worked
NM_2206_1,RM106 - Occupation by religion
NM_2207_1,RM107 - Occupation by sex
NM_2208_1,RM108 - Passports held by country of birth
NM_2209_1,RM109 - Passports held by age
NM_2210_1,RM110 - Passports held by year of arrival in the UK
NM_2211_1,RM111 - Proficiency in English by age
NM_2212_1,RM112 - Proficiency in English by economic activity status
NM_2213_1,RM113 - Provision of unpaid care by age
NM_2214_1,RM114 - Provision of unpaid care by general health by households with people who have a disability
NM_2215_1,RM115 - Provision of unpaid care by general health by age
NM_2216_1,RM116 - Provision of unpaid care by households with people with a disability by economic activity status
NM_2217_1,RM117 - Religion by accommodation type
NM_2218_1,RM118 - Religion by age
NM_2219_1,RM119 - Residence type by age
NM_2220_1,RM120 - Residence type by sex by age
NM_2221_1,RM121 - Sex by age
NM_2222_1,RM122 - Sexual orientation by age and sex
NM_2223_1,RM123 - Sexual orientation by disability
NM_2224_1,RM124 - Sexual orientation by economic activity status
NM_2225_1,RM125 - Sexual orientation by ethnic group
NM_2226_1,RM126 - Sexual orientation by general health
NM_2227_1,RM127 - Sexual orientation by legal partnership status
NM_2228_1,RM128 - Sexual orientation by occupation
NM_2229_1,RM129 - Student accommodation by age
NM_2230_1,RM130 - Tenure by car or van availability by ethnic group of Household Reference Person
NM_2231_1,RM131 - Tenure by car or van availability by number of usual residents aged 17 or over in household
NM_2232_1,RM132 - Tenure by dependent children in household
NM_2233_1,RM133 - Tenure by economic activity status - Household Reference Persons
NM_2234_1,RM134 - Tenure by ethnic group - Household Reference Persons
NM_2235_1,RM135 - Tenure by household composition
NM_2236_1,RM136 - Tenure by household size by number of bedrooms
