date,geography_code,fam_comp_name,c_sex_name,c_ecopuk11_name,obs_value
2001,E09000002,One parent working - Couple family - 2 or more dependent children,All persons,Employed Full-time,2954
2001,E09000002,One parent working - Couple family - 2 or more dependent children,All persons,Unemployed,338
2001,E09000002,One parent working - Couple family - 2 or more dependent children,All persons,Economically inactive,3028
2001,E09000002,One parent working - Couple family - 2 or more dependent children,Males,Employed Part-time,235
2001,E09000002,One parent working - Couple family - 2 or more dependent children,Males,Employed Full-time,2754
2001,E09000002,One parent working - Couple family - 2 or more dependent children,Males,Unemployed,140
2001,E09000002,One parent working - Couple family - 2 or more dependent children,Males,Economically inactive,236
2001,E09000002,One parent working - Couple family - 2 or more dependent children,Females,Employed Part-time,187
2001,E09000002,One parent working - Couple family - 2 or more dependent children,Females,Employed Full-time,200
2001,E09000002,One parent working - Couple family - 2 or more dependent children,Females,Unemployed,198
2001,E09000002,One parent working - Couple family - 2 or more dependent children,Females,Economically inactive,2792
2001,E09000002,No working parents,All persons,Employed Part-time,0
2001,E09000002,No working parents,All persons,Employed Full-time,0
2001,E09000002,No working parents,All persons,Unemployed,1107
2001,E09000002,No working parents,All persons,Economically inactive,7974
2001,E09000002,No working parents,Males,Employed Part-time,0
2001,E09000002,No working parents,Males,Employed Full-time,0
2001,E09000002,No working parents,Males,Unemployed,561
2001,E09000002,No working parents,Males,Economically inactive,1644
2001,E09000002,No working parents,Females,Employed Part-time,0
2001,E09000002,No working parents,Females,Employed Full-time,0
2001,E09000002,No working parents,Females,Unemployed,546
2001,E09000002,No working parents,Females,Economically inactive,6330
2001,E09000002,No working parents - Lone Parent family,All persons,Employed Part-time,0
2001,E09000002,No working parents - Lone Parent family,All persons,Employed Full-time,0
2001,E09000002,No working parents - Lone Parent family,All persons,Unemployed,484
2001,E09000002,No working parents - Lone Parent family,All persons,Economically inactive,4734
2001,E09000002,No working parents - Lone Parent family,Males,Employed Part-time,0
2001,E09000002,No working parents - Lone Parent family,Males,Employed Full-time,0
2001,E09000002,No working parents - Lone Parent family,Males,Unemployed,56
2001,E09000002,No working parents - Lone Parent family,Males,Economically inactive,235
2001,E09000002,No working parents - Lone Parent family,Females,Employed Part-time,0
2001,E09000002,No working parents - Lone Parent family,Females,Employed Full-time,0
2001,E09000002,No working parents - Lone Parent family,Females,Unemployed,428
2001,E09000002,No working parents - Lone Parent family,Females,Economically inactive,4499
2001,E09000002,No working parents - Lone Parent family - 1 dependent child,All persons,Employed Part-time,0
2001,E09000002,No working parents - Lone Parent family - 1 dependent child,All persons,Employed Full-time,0
2001,E09000002,No working parents - Lone Parent family - 1 dependent child,All persons,Unemployed,253
2001,E09000002,No working parents - Lone Parent family - 1 dependent child,All persons,Economically inactive,2260
2001,E09000002,No working parents - Lone Parent family - 1 dependent child,Males,Employed Part-time,0
2001,E09000002,No working parents - Lone Parent family - 1 dependent child,Males,Employed Full-time,0
2001,E09000002,No working parents - Lone Parent family - 1 dependent child,Males,Unemployed,42
2001,E09000002,No working parents - Lone Parent family - 1 dependent child,Males,Economically inactive,164
2001,E09000002,No working parents - Lone Parent family - 1 dependent child,Females,Employed Part-time,0
2001,E09000002,No working parents - Lone Parent family - 1 dependent child,Females,Employed Full-time,0
2001,E09000002,No working parents - Lone Parent family - 1 dependent child,Females,Unemployed,211
2001,E09000002,No working parents - Lone Parent family - 1 dependent child,Females,Economically inactive,2096
2001,E09000002,No working parents - Lone Parent family - 2 or more dependent children,All persons,Employed Part-time,0
2001,E09000002,No working parents - Lone Parent family - 2 or more dependent children,All persons,Employed Full-time,0
2001,E09000002,No working parents - Lone Parent family - 2 or more dependent children,All persons,Unemployed,231
2001,E09000002,No working parents - Lone Parent family - 2 or more dependent children,All persons,Economically inactive,2474
2001,E09000002,No working parents - Lone Parent family - 2 or more dependent children,Males,Employed Part-time,0
2001,E09000002,No working parents - Lone Parent family - 2 or more dependent children,Males,Employed Full-time,0
2001,E09000002,No working parents - Lone Parent family - 2 or more dependent children,Males,Unemployed,14
2001,E09000002,No working parents - Lone Parent family - 2 or more dependent children,Males,Economically inactive,71
2001,E09000002,No working parents - Lone Parent family - 2 or more dependent children,Females,Employed Part-time,0
2001,E09000002,No working parents - Lone Parent family - 2 or more dependent children,Females,Employed Full-time,0
2001,E09000002,No working parents - Lone Parent family - 2 or more dependent children,Females,Unemployed,217
2001,E09000002,No working parents - Lone Parent family - 2 or more dependent children,Females,Economically inactive,2403
2001,E09000002,No working parents - Couple family,All persons,Employed Part-time,0
2001,E09000002,No working parents - Couple family,All persons,Employed Full-time,0
2001,E09000002,No working parents - Couple family,All persons,Unemployed,623
2001,E09000002,No working parents - Couple family,All persons,Economically inactive,3240
2001,E09000002,No working parents - Couple family,Males,Employed Part-time,0
2001,E09000002,No working parents - Couple family,Males,Employed Full-time,0
2001,E09000002,No working parents - Couple family,Males,Unemployed,505
2001,E09000002,No working parents - Couple family,Males,Economically inactive,1409
2001,E09000002,No working parents - Couple family,Females,Employed Part-time,0
2001,E09000002,No working parents - Couple family,Females,Employed Full-time,0
2001,E09000002,No working parents - Couple family,Females,Unemployed,118
2001,E09000002,No working parents - Couple family,Females,Economically inactive,1831
2001,E09000002,No working parents - Couple family - 1 dependent child,All persons,Employed Part-time,0
2001,E09000002,No working parents - Couple family - 1 dependent child,All persons,Employed Full-time,0
2001,E09000002,No working parents - Couple family - 1 dependent child,All persons,Unemployed,211
2001,E09000002,No working parents - Couple family - 1 dependent child,All persons,Economically inactive,1109
2001,E09000002,No working parents - Couple family - 1 dependent child,Males,Employed Part-time,0
2001,E09000002,No working parents - Couple family - 1 dependent child,Males,Employed Full-time,0
2001,E09000002,No working parents - Couple family - 1 dependent child,Males,Unemployed,159
2001,E09000002,No working parents - Couple family - 1 dependent child,Males,Economically inactive,494
2001,E09000002,No working parents - Couple family - 1 dependent child,Females,Employed Part-time,0
2001,E09000002,No working parents - Couple family - 1 dependent child,Females,Employed Full-time,0
2001,E09000002,No working parents - Couple family - 1 dependent child,Females,Unemployed,52
2001,E09000002,No working parents - Couple family - 1 dependent child,Females,Economically inactive,615
2001,E09000002,No working parents - Couple family - 2 or more dependent children,All persons,Employed Part-time,0
2001,E09000002,No working parents - Couple family - 2 or more dependent children,All persons,Employed Full-time,0
2001,E09000002,No working parents - Couple family - 2 or more dependent children,All persons,Unemployed,412
2001,E09000002,No working parents - Couple family - 2 or more dependent children,All persons,Economically inactive,2131
2001,E09000002,No working parents - Couple family - 2 or more dependent children,Males,Employed Part-time,0
2001,E09000002,No working parents - Couple family - 2 or more dependent children,Males,Employed Full-time,0
2001,E09000002,No working parents - Couple family - 2 or more dependent children,Males,Unemployed,346
2001,E09000002,No working parents - Couple family - 2 or more dependent children,Males,Economically inactive,915
2001,E09000002,No working parents - Couple family - 2 or more dependent children,Females,Employed Part-time,0
2001,E09000002,No working parents - Couple family - 2 or more dependent children,Females,Employed Full-time,0
2001,E09000002,No working parents - Couple family - 2 or more dependent children,Females,Unemployed,66
2001,E09000002,No working parents - Couple family - 2 or more dependent children,Females,Economically inactive,1216
2001,E09000003,All parents,All persons,Employed Part-time,13198
2001,E09000003,All parents,All persons,Employed Full-time,35229
2001,E09000003,All parents,All persons,Unemployed,2307
2001,E09000003,All parents,All persons,Economically inactive,17955
2001,E09000003,All parents,Males,Employed Part-time,2044
2001,E09000003,All parents,Males,Employed Full-time,24808
2001,E09000003,All parents,Males,Unemployed,1018
2001,E09000003,All parents,Males,Economically inactive,2611
2001,E09000003,All parents,Females,Employed Part-time,11154
2001,E09000003,All parents,Females,Employed Full-time,10421
2001,E09000003,All parents,Females,Unemployed,1289
2001,E09000003,All parents,Females,Economically inactive,15344
2001,E09000003,Both parents working - Couple family,All persons,Employed Part-time,10222
2001,E09000003,Both parents working - Couple family,All persons,Employed Full-time,23154
2001,E09000003,Both parents working - Couple family,All persons,Unemployed,0
2001,E09000003,Both parents working - Couple family,All persons,Economically inactive,0
2001,E09000003,Both parents working - Couple family,Males,Employed Part-time,1083
2001,E09000003,Both parents working - Couple family,Males,Employed Full-time,15600
2001,E09000003,Both parents working - Couple family,Males,Unemployed,0
2001,E09000003,Both parents working - Couple family,Males,Economically inactive,0
2001,E09000003,Both parents working - Couple family,Females,Employed Part-time,9139
2001,E09000003,Both parents working - Couple family,Females,Employed Full-time,7554
2001,E09000003,Both parents working - Couple family,Females,Unemployed,0
2001,E09000003,Both parents working - Couple family,Females,Economically inactive,0
2001,E09000003,Both parents working - Couple family - 1 dependent child,All persons,Employed Part-time,3386
2001,E09000003,Both parents working - Couple family - 1 dependent child,All persons,Employed Full-time,9556
2001,E09000003,Both parents working - Couple family - 1 dependent child,All persons,Unemployed,0
2001,E09000003,Both parents working - Couple family - 1 dependent child,All persons,Economically inactive,0
2001,E09000003,Both parents working - Couple family - 1 dependent child,Males,Employed Part-time,449
2001,E09000003,Both parents working - Couple family - 1 dependent child,Males,Employed Full-time,6018
2001,E09000003,Both parents working - Couple family - 1 dependent child,Males,Unemployed,0
2001,E09000003,Both parents working - Couple family - 1 dependent child,Males,Economically inactive,0
2001,E09000003,Both parents working - Couple family - 1 dependent child,Females,Employed Part-time,2937
2001,E09000003,Both parents working - Couple family - 1 dependent child,Females,Employed Full-time,3538
2001,E09000003,Both parents working - Couple family - 1 dependent child,Females,Unemployed,0
2001,E09000003,Both parents working - Couple family - 1 dependent child,Females,Economically inactive,0
2001,E09000003,Both parents working - Couple family - 2 or more dependent children,All persons,Employed Part-time,6836
2001,E09000003,Both parents working - Couple family - 2 or more dependent children,All persons,Employed Full-time,13598
2001,E09000003,Both parents working - Couple family - 2 or more dependent children,All persons,Unemployed,0
2001,E09000003,Both parents working - Couple family - 2 or more dependent children,All persons,Economically inactive,0
2001,E09000003,Both parents working - Couple family - 2 or more dependent children,Males,Employed Part-time,634
2001,E09000003,Both parents working - Couple family - 2 or more dependent children,Males,Employed Full-time,9582
2001,E09000003,Both parents working - Couple family - 2 or more dependent children,Males,Unemployed,0
2001,E09000003,Both parents working - Couple family - 2 or more dependent children,Males,Economically inactive,0
2001,E09000003,Both parents working - Couple family - 2 or more dependent children,Females,Employed Part-time,6202
2001,E09000003,Both parents working - Couple family - 2 or more dependent children,Females,Employed Full-time,4016
2001,E09000003,Both parents working - Couple family - 2 or more dependent children,Females,Unemployed,0
2001,E09000003,Both parents working - Couple family - 2 or more dependent children,Females,Economically inactive,0
2001,E09000003,One parent working,All persons,Employed Part-time,2976
2001,E09000003,One parent working,All persons,Employed Full-time,12075
2001,E09000003,One parent working,All persons,Unemployed,952
2001,E09000003,One parent working,All persons,Economically inactive,9964
2001,E09000003,One parent working,Males,Employed Part-time,961
2001,E09000003,One parent working,Males,Employed Full-time,9208
2001,E09000003,One parent working,Males,Unemployed,386
2001,E09000003,One parent working,Males,Economically inactive,817
2001,E09000003,One parent working,Females,Employed Part-time,2015
2001,E09000003,One parent working,Females,Employed Full-time,2867
2001,E09000003,One parent working,Females,Unemployed,566
2001,E09000003,One parent working,Females,Economically inactive,9147
2001,E09000003,One parent working - Lone Parent family,All persons,Employed Part-time,1540
2001,E09000003,One parent working - Lone Parent family,All persons,Employed Full-time,2546
2001,E09000003,One parent working - Lone Parent family,All persons,Unemployed,0
2001,E09000003,One parent working - Lone Parent family,All persons,Economically inactive,0
2001,E09000003,One parent working - Lone Parent family,Males,Employed Part-time,66
2001,E09000003,One parent working - Lone Parent family,Males,Employed Full-time,372
2001,E09000003,One parent working - Lone Parent family,Males,Unemployed,0
2001,E09000003,One parent working - Lone Parent family,Males,Economically inactive,0
2001,E09000003,One parent working - Lone Parent family,Females,Employed Part-time,1474
2001,E09000003,One parent working - Lone Parent family,Females,Employed Full-time,2174
2001,E09000003,One parent working - Lone Parent family,Females,Unemployed,0
2001,E09000003,One parent working - Lone Parent family,Females,Economically inactive,0
2001,E09000003,One parent working - Lone Parent family - 1 dependent child,All persons,Employed Part-time,896
2001,E09000003,One parent working - Lone Parent family - 1 dependent child,All persons,Employed Full-time,1690
2001,E09000003,One parent working - Lone Parent family - 1 dependent child,All persons,Unemployed,0
2001,E09000003,One parent working - Lone Parent family - 1 dependent child,All persons,Economically inactive,0
2001,E09000003,One parent working - Lone Parent family - 1 dependent child,Males,Employed Part-time,42
2001,E09000003,One parent working - Lone Parent family - 1 dependent child,Males,Employed Full-time,252
2001,E09000003,One parent working - Lone Parent family - 1 dependent child,Males,Unemployed,0
2001,E09000003,One parent working - Lone Parent family - 1 dependent child,Males,Economically inactive,0
2001,E09000003,One parent working - Lone Parent family - 1 dependent child,Females,Employed Part-time,854
2001,E09000003,One parent working - Lone Parent family - 1 dependent child,Females,Employed Full-time,1438
2001,E09000003,One parent working - Lone Parent family - 1 dependent child,Females,Unemployed,0
2001,E09000003,One parent working - Lone Parent family - 1 dependent child,Females,Economically inactive,0
2001,E09000003,One parent working - Lone Parent family - 2 or more dependent children,All persons,Employed Part-time,644
2001,E09000003,One parent working - Lone Parent family - 2 or more dependent children,All persons,Employed Full-time,856
2001,E09000003,One parent working - Lone Parent family - 2 or more dependent children,All persons,Unemployed,0
2001,E09000003,One parent working - Lone Parent family - 2 or more dependent children,All persons,Economically inactive,0
2001,E09000003,One parent working - Lone Parent family - 2 or more dependent children,Males,Employed Part-time,24
2001,E09000003,One parent working - Lone Parent family - 2 or more dependent children,Males,Employed Full-time,120
2001,E09000003,One parent working - Lone Parent family - 2 or more dependent children,Males,Unemployed,0
2001,E09000003,One parent working - Lone Parent family - 2 or more dependent children,Males,Economically inactive,0
2001,E09000003,One parent working - Lone Parent family - 2 or more dependent children,Females,Employed Part-time,620
2001,E09000003,One parent working - Lone Parent family - 2 or more dependent children,Females,Employed Full-time,736
2001,E09000003,One parent working - Lone Parent family - 2 or more dependent children,Females,Unemployed,0
2001,E09000003,One parent working - Lone Parent family - 2 or more dependent children,Females,Economically inactive,0
2001,E09000003,One parent working - Couple family,All persons,Employed Part-time,1436
2001,E09000003,One parent working - Couple family,All persons,Employed Full-time,9529
2001,E09000003,One parent working - Couple family,All persons,Unemployed,952
2001,E09000003,One parent working - Couple family,All persons,Economically inactive,9964
2001,E09000003,One parent working - Couple family,Males,Employed Part-time,895
2001,E09000003,One parent working - Couple family,Males,Employed Full-time,8836
2001,E09000003,One parent working - Couple family,Males,Unemployed,386
2001,E09000003,One parent working - Couple family,Males,Economically inactive,817
2001,E09000003,One parent working - Couple family,Females,Employed Part-time,541
2001,E09000003,One parent working - Couple family,Females,Employed Full-time,693
2001,E09000003,One parent working - Couple family,Females,Unemployed,566
2001,E09000003,One parent working - Couple family,Females,Economically inactive,9147
2001,E09000003,One parent working - Couple family - 1 dependent child,All persons,Employed Part-time,556
2001,E09000003,One parent working - Couple family - 1 dependent child,All persons,Employed Full-time,3320
2001,E09000003,One parent working - Couple family - 1 dependent child,All persons,Unemployed,411
2001,E09000003,One parent working - Couple family - 1 dependent child,All persons,Economically inactive,3447
2001,E09000003,One parent working - Couple family - 1 dependent child,Males,Employed Part-time,309
2001,E09000003,One parent working - Couple family - 1 dependent child,Males,Employed Full-time,2969
2001,E09000003,One parent working - Couple family - 1 dependent child,Males,Unemployed,182
2001,E09000003,One parent working - Couple family - 1 dependent child,Males,Economically inactive,400
2001,E09000003,One parent working - Couple family - 1 dependent child,Females,Employed Part-time,247
2001,E09000003,One parent working - Couple family - 1 dependent child,Females,Employed Full-time,351
2001,E09000003,One parent working - Couple family - 1 dependent child,Females,Unemployed,229
2001,E09000003,One parent working - Couple family - 1 dependent child,Females,Economically inactive,3047
2001,E09000003,One parent working - Couple family - 2 or more dependent children,All persons,Employed Part-time,880
2001,E09000003,One parent working - Couple family - 2 or more dependent children,All persons,Employed Full-time,6209
2001,E09000003,One parent working - Couple family - 2 or more dependent children,All persons,Unemployed,541
2001,E09000003,One parent working - Couple family - 2 or more dependent children,All persons,Economically inactive,6517
2001,E09000003,One parent working - Couple family - 2 or more dependent children,Males,Employed Part-time,586
2001,E09000003,One parent working - Couple family - 2 or more dependent children,Males,Employed Full-time,5867
2001,E09000003,One parent working - Couple family - 2 or more dependent children,Males,Unemployed,204
2001,E09000003,One parent working - Couple family - 2 or more dependent children,Males,Economically inactive,417
2001,E09000003,One parent working - Couple family - 2 or more dependent children,Females,Employed Part-time,294
2001,E09000003,One parent working - Couple family - 2 or more dependent children,Females,Employed Full-time,342
2001,E09000003,One parent working - Couple family - 2 or more dependent children,Females,Unemployed,337
2001,E09000003,One parent working - Couple family - 2 or more dependent children,Females,Economically inactive,6100
2001,E09000003,No working parents,All persons,Employed Part-time,0
2001,E09000003,No working parents,All persons,Employed Full-time,0
2001,E09000003,No working parents,All persons,Unemployed,1355
2001,E09000003,No working parents,All persons,Economically inactive,7991
2001,E09000003,No working parents,Males,Employed Part-time,0
2001,E09000003,No working parents,Males,Employed Full-time,0
2001,E09000003,No working parents,Males,Unemployed,632
2001,E09000003,No working parents,Males,Economically inactive,1794
2001,E09000003,No working parents,Females,Employed Part-time,0
2001,E09000003,No working parents,Females,Employed Full-time,0
2001,E09000003,No working parents,Females,Unemployed,723
2001,E09000003,No working parents,Females,Economically inactive,6197
2001,E09000003,No working parents - Lone Parent family,All persons,Employed Part-time,0
2001,E09000003,No working parents - Lone Parent family,All persons,Employed Full-time,0
2001,E09000003,No working parents - Lone Parent family,All persons,Unemployed,605
2001,E09000003,No working parents - Lone Parent family,All persons,Economically inactive,4439
2001,E09000003,No working parents - Lone Parent family,Males,Employed Part-time,0
2001,E09000003,No working parents - Lone Parent family,Males,Employed Full-time,0
2001,E09000003,No working parents - Lone Parent family,Males,Unemployed,65
2001,E09000003,No working parents - Lone Parent family,Males,Economically inactive,231
2001,E09000003,No working parents - Lone Parent family,Females,Employed Part-time,0
2001,E09000003,No working parents - Lone Parent family,Females,Employed Full-time,0
2001,E09000003,No working parents - Lone Parent family,Females,Unemployed,540
2001,E09000003,No working parents - Lone Parent family,Females,Economically inactive,4208
2001,E09000003,No working parents - Lone Parent family - 1 dependent child,All persons,Employed Part-time,0
2001,E09000003,No working parents - Lone Parent family - 1 dependent child,All persons,Employed Full-time,0
2001,E09000003,No working parents - Lone Parent family - 1 dependent child,All persons,Unemployed,378
2001,E09000003,No working parents - Lone Parent family - 1 dependent child,All persons,Economically inactive,2236
2001,E09000003,No working parents - Lone Parent family - 1 dependent child,Males,Employed Part-time,0
2001,E09000003,No working parents - Lone Parent family - 1 dependent child,Males,Employed Full-time,0
2001,E09000003,No working parents - Lone Parent family - 1 dependent child,Males,Unemployed,43
2001,E09000003,No working parents - Lone Parent family - 1 dependent child,Males,Economically inactive,159
2001,E09000003,No working parents - Lone Parent family - 1 dependent child,Females,Employed Part-time,0
2001,E09000003,No working parents - Lone Parent family - 1 dependent child,Females,Employed Full-time,0
2001,E09000003,No working parents - Lone Parent family - 1 dependent child,Females,Unemployed,335
2001,E09000003,No working parents - Lone Parent family - 1 dependent child,Females,Economically inactive,2077
2001,E09000003,No working parents - Lone Parent family - 2 or more dependent children,All persons,Employed Part-time,0
2001,E09000003,No working parents - Lone Parent family - 2 or more dependent children,All persons,Employed Full-time,0
2001,E09000003,No working parents - Lone Parent family - 2 or more dependent children,All persons,Unemployed,227
2001,E09000003,No working parents - Lone Parent family - 2 or more dependent children,All persons,Economically inactive,2203
2001,E09000003,No working parents - Lone Parent family - 2 or more dependent children,Males,Employed Part-time,0
2001,E09000003,No working parents - Lone Parent family - 2 or more dependent children,Males,Employed Full-time,0
2001,E09000003,No working parents - Lone Parent family - 2 or more dependent children,Males,Unemployed,22
2001,E09000003,No working parents - Lone Parent family - 2 or more dependent children,Males,Economically inactive,72
2001,E09000003,No working parents - Lone Parent family - 2 or more dependent children,Females,Employed Part-time,0
2001,E09000003,No working parents - Lone Parent family - 2 or more dependent children,Females,Employed Full-time,0
2001,E09000003,No working parents - Lone Parent family - 2 or more dependent children,Females,Unemployed,205
2001,E09000003,No working parents - Lone Parent family - 2 or more dependent children,Females,Economically inactive,2131
2001,E09000003,No working parents - Couple family,All persons,Employed Part-time,0
2001,E09000003,No working parents - Couple family,All persons,Employed Full-time,0
2001,E09000003,No working parents - Couple family,All persons,Unemployed,750
2001,E09000003,No working parents - Couple family,All persons,Economically inactive,3552
2001,E09000003,No working parents - Couple family,Males,Employed Part-time,0
2001,E09000003,No working parents - Couple family,Males,Employed Full-time,0
2001,E09000003,No working parents - Couple family,Males,Unemployed,567
2001,E09000003,No working parents - Couple family,Males,Economically inactive,1563
2001,E09000003,No working parents - Couple family,Females,Employed Part-time,0
2001,E09000003,No working parents - Couple family,Females,Employed Full-time,0
2001,E09000003,No working parents - Couple family,Females,Unemployed,183
2001,E09000003,No working parents - Couple family,Females,Economically inactive,1989
2001,E09000003,No working parents - Couple family - 1 dependent child,All persons,Employed Part-time,0
2001,E09000003,No working parents - Couple family - 1 dependent child,All persons,Employed Full-time,0
2001,E09000003,No working parents - Couple family - 1 dependent child,All persons,Unemployed,299
2001,E09000003,No working parents - Couple family - 1 dependent child,All persons,Economically inactive,1543
2001,E09000003,No working parents - Couple family - 1 dependent child,Males,Employed Part-time,0
2001,E09000003,No working parents - Couple family - 1 dependent child,Males,Employed Full-time,0
2001,E09000003,No working parents - Couple family - 1 dependent child,Males,Unemployed,217
2001,E09000003,No working parents - Couple family - 1 dependent child,Males,Economically inactive,693
2001,E09000003,No working parents - Couple family - 1 dependent child,Females,Employed Part-time,0
2001,E09000003,No working parents - Couple family - 1 dependent child,Females,Employed Full-time,0
2001,E09000003,No working parents - Couple family - 1 dependent child,Females,Unemployed,82
2001,E09000003,No working parents - Couple family - 1 dependent child,Females,Economically inactive,850
2001,E09000003,No working parents - Couple family - 2 or more dependent children,All persons,Employed Part-time,0
2001,E09000003,No working parents - Couple family - 2 or more dependent children,All persons,Employed Full-time,0
2001,E09000003,No working parents - Couple family - 2 or more dependent children,All persons,Unemployed,451
2001,E09000003,No working parents - Couple family - 2 or more dependent children,All persons,Economically inactive,2009
2001,E09000003,No working parents - Couple family - 2 or more dependent children,Males,Employed Part-time,0
2001,E09000003,No working parents - Couple family - 2 or more dependent children,Males,Employed Full-time,0
2001,E09000003,No working parents - Couple family - 2 or more dependent children,Males,Unemployed,350
2001,E09000003,No working parents - Couple family - 2 or more dependent children,Males,Economically inactive,870
2001,E09000003,No working parents - Couple family - 2 or more dependent children,Females,Employed Part-time,0
2001,E09000003,No working parents - Couple family - 2 or more dependent children,Females,Employed Full-time,0
2001,E09000003,No working parents - Couple family - 2 or more dependent children,Females,Unemployed,101
2001,E09000003,No working parents - Couple family - 2 or more dependent children,Females,Economically inactive,1139
2001,E09000004,All parents,All persons,Employed Part-time,10633
2001,E09000004,All parents,All persons,Employed Full-time,26586
2001,E09000004,All parents,All persons,Unemployed,1413
2001,E09000004,All parents,All persons,Economically inactive,10638
2001,E09000004,All parents,Males,Employed Part-time,766
2001,E09000004,All parents,Males,Employed Full-time,19298
2001,E09000004,All parents,Males,Unemployed,602
2001,E09000004,All parents,Males,Economically inactive,1333
2001,E09000004,All parents,Females,Employed Part-time,9867
2001,E09000004,All parents,Females,Employed Full-time,7288
2001,E09000004,All parents,Females,Unemployed,811
2001,E09000004,All parents,Females,Economically inactive,9305
2001,E09000004,Both parents working - Couple family,All persons,Employed Part-time,8829
2001,E09000004,Both parents working - Couple family,All persons,Employed Full-time,18799
2001,E09000004,Both parents working - Couple family,All persons,Unemployed,0
2001,E09000004,Both parents working - Couple family,All persons,Economically inactive,0
2001,E09000004,Both parents working - Couple family,Males,Employed Part-time,481
2001,E09000004,Both parents working - Couple family,Males,Employed Full-time,13330
2001,E09000004,Both parents working - Couple family,Males,Unemployed,0
2001,E09000004,Both parents working - Couple family,Males,Economically inactive,0
2001,E09000004,Both parents working - Couple family,Females,Employed Part-time,8348
2001,E09000004,Both parents working - Couple family,Females,Employed Full-time,5469
2001,E09000004,Both parents working - Couple family,Females,Unemployed,0
2001,E09000004,Both parents working - Couple family,Females,Economically inactive,0
2001,E09000004,Both parents working - Couple family - 1 dependent child,All persons,Employed Part-time,2953
2001,E09000004,Both parents working - Couple family - 1 dependent child,All persons,Employed Full-time,7787
2001,E09000004,Both parents working - Couple family - 1 dependent child,All persons,Unemployed,0
2001,E09000004,Both parents working - Couple family - 1 dependent child,All persons,Economically inactive,0
2001,E09000004,Both parents working - Couple family - 1 dependent child,Males,Employed Part-time,200
2001,E09000004,Both parents working - Couple family - 1 dependent child,Males,Employed Full-time,5165
2001,E09000004,Both parents working - Couple family - 1 dependent child,Males,Unemployed,0
2001,E09000004,Both parents working - Couple family - 1 dependent child,Males,Economically inactive,0
2001,E09000004,Both parents working - Couple family - 1 dependent child,Females,Employed Part-time,2753
2001,E09000004,Both parents working - Couple family - 1 dependent child,Females,Employed Full-time,2622
2001,E09000004,Both parents working - Couple family - 1 dependent child,Females,Unemployed,0
2001,E09000004,Both parents working - Couple family - 1 dependent child,Females,Economically inactive,0
2001,E09000004,Both parents working - Couple family - 2 or more dependent children,All persons,Employed Part-time,5876
2001,E09000004,Both parents working - Couple family - 2 or more dependent children,All persons,Employed Full-time,11012
2001,E09000004,Both parents working - Couple family - 2 or more dependent children,All persons,Unemployed,0
2001,E09000004,Both parents working - Couple family - 2 or more dependent children,All persons,Economically inactive,0
2001,E09000004,Both parents working - Couple family - 2 or more dependent children,Males,Employed Part-time,281
2001,E09000004,Both parents working - Couple family - 2 or more dependent children,Males,Employed Full-time,8165
2001,E09000004,Both parents working - Couple family - 2 or more dependent children,Males,Unemployed,0
2001,E09000004,Both parents working - Couple family - 2 or more dependent children,Males,Economically inactive,0
2001,E09000004,Both parents working - Couple family - 2 or more dependent children,Females,Employed Part-time,5595
2001,E09000004,Both parents working - Couple family - 2 or more dependent children,Females,Employed Full-time,2847
2001,E09000004,Both parents working - Couple family - 2 or more dependent children,Females,Unemployed,0
2001,E09000004,Both parents working - Couple family - 2 or more dependent children,Females,Economically inactive,0
2001,E09000004,One parent working,All persons,Employed Part-time,1804
2001,E09000004,One parent working,All persons,Employed Full-time,7787
2001,E09000004,One parent working,All persons,Unemployed,659
2001,E09000004,One parent working,All persons,Economically inactive,5979
2001,E09000004,One parent working,Males,Employed Part-time,285
2001,E09000004,One parent working,Males,Employed Full-time,5968
2001,E09000004,One parent working,Males,Unemployed,254
2001,E09000004,One parent working,Males,Economically inactive,529
2001,E09000004,One parent working,Females,Employed Part-time,1519
2001,E09000004,One parent working,Females,Employed Full-time,1819
2001,E09000004,One parent working,Females,Unemployed,405
2001,E09000004,One parent working,Females,Economically inactive,5450
2001,E09000004,One parent working - Lone Parent family,All persons,Employed Part-time,1188
2001,E09000004,One parent working - Lone Parent family,All persons,Employed Full-time,1742
2001,E09000004,One parent working - Lone Parent family,All persons,Unemployed,0
2001,E09000004,One parent working - Lone Parent family,All persons,Economically inactive,0
2001,E09000004,One parent working - Lone Parent family,Males,Employed Part-time,30
2001,E09000004,One parent working - Lone Parent family,Males,Employed Full-time,367
2001,E09000004,One parent working - Lone Parent family,Males,Unemployed,0
2001,E09000004,One parent working - Lone Parent family,Males,Economically inactive,0
2001,E09000004,One parent working - Lone Parent family,Females,Employed Part-time,1158
2001,E09000004,One parent working - Lone Parent family,Females,Employed Full-time,1375
2001,E09000004,One parent working - Lone Parent family,Females,Unemployed,0
2001,E09000004,One parent working - Lone Parent family,Females,Economically inactive,0
2001,E09000004,One parent working - Lone Parent family - 1 dependent child,All persons,Employed Part-time,612
2001,E09000004,One parent working - Lone Parent family - 1 dependent child,All persons,Employed Full-time,1128
2001,E09000004,One parent working - Lone Parent family - 1 dependent child,All persons,Unemployed,0
2001,E09000004,One parent working - Lone Parent family - 1 dependent child,All persons,Economically inactive,0
2001,E09000004,One parent working - Lone Parent family - 1 dependent child,Males,Employed Part-time,17
