date,geography_code,c_age_name,hhtype_name,c_age_code,hhtype_code,obs_value
2001,E09000002,"dependent children in household, youngest aged 5 to 9",All adults,16,0,5440
2001,E09000002,"dependent children in household, youngest aged 5 to 9",In a couple household,16,1,4458
2001,E09000002,"dependent children in household, youngest aged 5 to 9",Not in a couple household,16,2,982
2001,E09000002,"dependent children in household, youngest aged 10 to 15",All adults,17,0,4907
2001,E09000002,"dependent children in household, youngest aged 10 to 15",In a couple household,17,1,3762
2001,E09000002,"dependent children in household, youngest aged 10 to 15",Not in a couple household,17,2,1145
2001,E09000002,"dependent children in household, youngest aged 16 to 18",All adults,18,0,939
2001,E09000002,"dependent children in household, youngest aged 16 to 18",In a couple household,18,1,701
2001,E09000002,"dependent children in household, youngest aged 16 to 18",Not in a couple household,18,2,238
2001,E09000002,Aged 45 to 54,All adults,19,0,18356
2001,E09000002,Aged 45 to 54,In a couple household,19,1,13051
2001,E09000002,Aged 45 to 54,Not in a couple household,19,2,5305
2001,E09000002,no dependent children in household,All adults,20,0,13005
2001,E09000002,no dependent children in household,In a couple household,20,1,8621
2001,E09000002,no dependent children in household,Not in a couple household,20,2,4384
2001,E09000002,"dependent children in household, youngest aged 0 to 4",All adults,21,0,710
2001,E09000002,"dependent children in household, youngest aged 0 to 4",In a couple household,21,1,601
2001,E09000002,"dependent children in household, youngest aged 0 to 4",Not in a couple household,21,2,109
2001,E09000002,"dependent children in household, youngest aged 5 to 9",All adults,22,0,955
2001,E09000002,"dependent children in household, youngest aged 5 to 9",In a couple household,22,1,804
2001,E09000002,"dependent children in household, youngest aged 5 to 9",Not in a couple household,22,2,151
2001,E09000002,"dependent children in household, youngest aged 10 to 15",All adults,23,0,2412
2001,E09000002,"dependent children in household, youngest aged 10 to 15",In a couple household,23,1,1975
2001,E09000002,"dependent children in household, youngest aged 10 to 15",Not in a couple household,23,2,437
2001,E09000002,"dependent children in household, youngest aged 16 to 18",All adults,24,0,1274
2001,E09000002,"dependent children in household, youngest aged 16 to 18",In a couple household,24,1,1050
2001,E09000002,"dependent children in household, youngest aged 16 to 18",Not in a couple household,24,2,224
2001,E09000002,55 to pensionable age,All adults,25,0,10126
2001,E09000002,55 to pensionable age,In a couple household,25,1,7264
2001,E09000002,55 to pensionable age,Not in a couple household,25,2,2862
2001,E09000002,no dependent children in household,All adults,26,0,9237
2001,E09000002,no dependent children in household,In a couple household,26,1,6536
2001,E09000002,no dependent children in household,Not in a couple household,26,2,2701
2001,E09000002,"dependent children in household, youngest aged 0 to 4",All adults,27,0,203
2001,E09000002,"dependent children in household, youngest aged 0 to 4",In a couple household,27,1,164
2001,E09000002,"dependent children in household, youngest aged 0 to 4",Not in a couple household,27,2,39
2001,E09000002,"dependent children in household, youngest aged 5 to 9",All adults,28,0,172
2001,E09000002,"dependent children in household, youngest aged 5 to 9",In a couple household,28,1,140
2001,E09000002,"dependent children in household, youngest aged 5 to 9",Not in a couple household,28,2,32
2001,E09000002,"dependent children in household, youngest aged 10 to 15",All adults,29,0,259
2001,E09000002,"dependent children in household, youngest aged 10 to 15",In a couple household,29,1,217
2001,E09000002,"dependent children in household, youngest aged 10 to 15",Not in a couple household,29,2,42
2001,E09000002,"dependent children in household, youngest aged 16 to 18",All adults,30,0,255
2001,E09000002,"dependent children in household, youngest aged 16 to 18",In a couple household,30,1,207
2001,E09000002,"dependent children in household, youngest aged 16 to 18",Not in a couple household,30,2,48
2001,E09000002,Pensionable age to 74,All adults,31,0,15229
2001,E09000002,Pensionable age to 74,In a couple household,31,1,9240
2001,E09000002,Pensionable age to 74,Not in a couple household,31,2,5989
2001,E09000002,75 and over dependent children or not,All adults,32,0,11503
2001,E09000002,75 and over dependent children or not,In a couple household,32,1,4432
2001,E09000002,75 and over dependent children or not,Not in a couple household,32,2,7071
2001,E09000003,All Adults,All adults,0,0,237798
2001,E09000003,All Adults,In a couple household,0,1,156987
2001,E09000003,All Adults,Not in a couple household,0,2,80811
2001,E09000003,Aged 16 to 24,All adults,1,0,26798
2001,E09000003,Aged 16 to 24,In a couple household,1,1,15486
2001,E09000003,Aged 16 to 24,Not in a couple household,1,2,11312
2001,E09000003,no dependent children in household,All adults,2,0,18707
2001,E09000003,no dependent children in household,In a couple household,2,1,9492
2001,E09000003,no dependent children in household,Not in a couple household,2,2,9215
2001,E09000003,"dependent children in household, youngest aged 0 to 4",All adults,3,0,2277
2001,E09000003,"dependent children in household, youngest aged 0 to 4",In a couple household,3,1,1540
2001,E09000003,"dependent children in household, youngest aged 0 to 4",Not in a couple household,3,2,737
2001,E09000003,"dependent children in household, youngest aged 5 to 9",All adults,4,0,1138
2001,E09000003,"dependent children in household, youngest aged 5 to 9",In a couple household,4,1,815
2001,E09000003,"dependent children in household, youngest aged 5 to 9",Not in a couple household,4,2,323
2001,E09000003,"dependent children in household, youngest aged 10 to 15",All adults,5,0,2827
2001,E09000003,"dependent children in household, youngest aged 10 to 15",In a couple household,5,1,2166
2001,E09000003,"dependent children in household, youngest aged 10 to 15",Not in a couple household,5,2,661
2001,E09000003,"dependent children in household, youngest aged 16 to 18",All adults,6,0,1849
2001,E09000003,"dependent children in household, youngest aged 16 to 18",In a couple household,6,1,1473
2001,E09000003,"dependent children in household, youngest aged 16 to 18",Not in a couple household,6,2,376
2001,E09000003,Aged 25 to 34,All adults,7,0,53436
2001,E09000003,Aged 25 to 34,In a couple household,7,1,33727
2001,E09000003,Aged 25 to 34,Not in a couple household,7,2,19709
2001,E09000003,no dependent children in household,All adults,8,0,35579
2001,E09000003,no dependent children in household,In a couple household,8,1,18901
2001,E09000003,no dependent children in household,Not in a couple household,8,2,16678
2001,E09000003,"dependent children in household, youngest aged 0 to 4",All adults,9,0,13246
2001,E09000003,"dependent children in household, youngest aged 0 to 4",In a couple household,9,1,11727
2001,E09000003,"dependent children in household, youngest aged 0 to 4",Not in a couple household,9,2,1519
2001,E09000003,"dependent children in household, youngest aged 5 to 9",All adults,10,0,3125
2001,E09000003,"dependent children in household, youngest aged 5 to 9",In a couple household,10,1,2111
2001,E09000003,"dependent children in household, youngest aged 5 to 9",Not in a couple household,10,2,1014
2001,E09000003,"dependent children in household, youngest aged 10 to 15",All adults,11,0,1095
2001,E09000003,"dependent children in household, youngest aged 10 to 15",In a couple household,11,1,671
2001,E09000003,"dependent children in household, youngest aged 10 to 15",Not in a couple household,11,2,424
2001,E09000003,"dependent children in household, youngest aged 16 to 18",All adults,12,0,391
2001,E09000003,"dependent children in household, youngest aged 16 to 18",In a couple household,12,1,317
2001,E09000003,"dependent children in household, youngest aged 16 to 18",Not in a couple household,12,2,74
2001,E09000003,Aged 35 to 44,All adults,13,0,47997
2001,E09000003,Aged 35 to 44,In a couple household,13,1,35323
2001,E09000003,Aged 35 to 44,Not in a couple household,13,2,12674
2001,E09000003,no dependent children in household,All adults,14,0,16270
2001,E09000003,no dependent children in household,In a couple household,14,1,7588
2001,E09000003,no dependent children in household,Not in a couple household,14,2,8682
2001,E09000003,"dependent children in household, youngest aged 0 to 4",All adults,15,0,13299
2001,E09000003,"dependent children in household, youngest aged 0 to 4",In a couple household,15,1,12439
2001,E09000003,"dependent children in household, youngest aged 0 to 4",Not in a couple household,15,2,860
2001,E09000003,"dependent children in household, youngest aged 5 to 9",All adults,16,0,10333
2001,E09000003,"dependent children in household, youngest aged 5 to 9",In a couple household,16,1,9000
2001,E09000003,"dependent children in household, youngest aged 5 to 9",Not in a couple household,16,2,1333
2001,E09000003,"dependent children in household, youngest aged 10 to 15",All adults,17,0,6809
2001,E09000003,"dependent children in household, youngest aged 10 to 15",In a couple household,17,1,5343
2001,E09000003,"dependent children in household, youngest aged 10 to 15",Not in a couple household,17,2,1466
2001,E09000003,"dependent children in household, youngest aged 16 to 18",All adults,18,0,1286
2001,E09000003,"dependent children in household, youngest aged 16 to 18",In a couple household,18,1,953
2001,E09000003,"dependent children in household, youngest aged 16 to 18",Not in a couple household,18,2,333
2001,E09000003,Aged 45 to 54,All adults,19,0,38749
2001,E09000003,Aged 45 to 54,In a couple household,19,1,28888
2001,E09000003,Aged 45 to 54,Not in a couple household,19,2,9861
2001,E09000003,no dependent children in household,All adults,20,0,21327
2001,E09000003,no dependent children in household,In a couple household,20,1,13347
2001,E09000003,no dependent children in household,Not in a couple household,20,2,7980
2001,E09000003,"dependent children in household, youngest aged 0 to 4",All adults,21,0,1835
2001,E09000003,"dependent children in household, youngest aged 0 to 4",In a couple household,21,1,1714
2001,E09000003,"dependent children in household, youngest aged 0 to 4",Not in a couple household,21,2,121
2001,E09000003,"dependent children in household, youngest aged 5 to 9",All adults,22,0,3622
2001,E09000003,"dependent children in household, youngest aged 5 to 9",In a couple household,22,1,3313
2001,E09000003,"dependent children in household, youngest aged 5 to 9",Not in a couple household,22,2,309
2001,E09000003,"dependent children in household, youngest aged 10 to 15",All adults,23,0,7950
2001,E09000003,"dependent children in household, youngest aged 10 to 15",In a couple household,23,1,7018
2001,E09000003,"dependent children in household, youngest aged 10 to 15",Not in a couple household,23,2,932
2001,E09000003,"dependent children in household, youngest aged 16 to 18",All adults,24,0,4015
2001,E09000003,"dependent children in household, youngest aged 16 to 18",In a couple household,24,1,3496
2001,E09000003,"dependent children in household, youngest aged 16 to 18",Not in a couple household,24,2,519
2001,E09000003,55 to pensionable age,All adults,25,0,21072
2001,E09000003,55 to pensionable age,In a couple household,25,1,15812
2001,E09000003,55 to pensionable age,Not in a couple household,25,2,5260
2001,E09000003,no dependent children in household,All adults,26,0,18014
2001,E09000003,no dependent children in household,In a couple household,26,1,13036
2001,E09000003,no dependent children in household,Not in a couple household,26,2,4978
2001,E09000003,"dependent children in household, youngest aged 0 to 4",All adults,27,0,490
2001,E09000003,"dependent children in household, youngest aged 0 to 4",In a couple household,27,1,439
2001,E09000003,"dependent children in household, youngest aged 0 to 4",Not in a couple household,27,2,51
2001,E09000003,"dependent children in household, youngest aged 5 to 9",All adults,28,0,375
2001,E09000003,"dependent children in household, youngest aged 5 to 9",In a couple household,28,1,345
2001,E09000003,"dependent children in household, youngest aged 5 to 9",Not in a couple household,28,2,30
2001,E09000003,"dependent children in household, youngest aged 10 to 15",All adults,29,0,1113
2001,E09000003,"dependent children in household, youngest aged 10 to 15",In a couple household,29,1,1017
2001,E09000003,"dependent children in household, youngest aged 10 to 15",Not in a couple household,29,2,96
2001,E09000003,"dependent children in household, youngest aged 16 to 18",All adults,30,0,1080
2001,E09000003,"dependent children in household, youngest aged 16 to 18",In a couple household,30,1,975
2001,E09000003,"dependent children in household, youngest aged 16 to 18",Not in a couple household,30,2,105
2001,E09000003,Pensionable age to 74,All adults,31,0,29284
2001,E09000003,Pensionable age to 74,In a couple household,31,1,18946
2001,E09000003,Pensionable age to 74,Not in a couple household,31,2,10338
2001,E09000003,75 and over dependent children or not,All adults,32,0,20462
2001,E09000003,75 and over dependent children or not,In a couple household,32,1,8805
2001,E09000003,75 and over dependent children or not,Not in a couple household,32,2,11657
2001,E09000004,All Adults,All adults,0,0,166193
2001,E09000004,All Adults,In a couple household,0,1,121643
2001,E09000004,All Adults,Not in a couple household,0,2,44550
2001,E09000004,Aged 16 to 24,All adults,1,0,16621
2001,E09000004,Aged 16 to 24,In a couple household,1,1,12319
2001,E09000004,Aged 16 to 24,Not in a couple household,1,2,4302
2001,E09000004,no dependent children in household,All adults,2,0,10663
2001,E09000004,no dependent children in household,In a couple household,2,1,7785
2001,E09000004,no dependent children in household,Not in a couple household,2,2,2878
2001,E09000004,"dependent children in household, youngest aged 0 to 4",All adults,3,0,1835
2001,E09000004,"dependent children in household, youngest aged 0 to 4",In a couple household,3,1,1251
2001,E09000004,"dependent children in household, youngest aged 0 to 4",Not in a couple household,3,2,584
2001,E09000004,"dependent children in household, youngest aged 5 to 9",All adults,4,0,766
2001,E09000004,"dependent children in household, youngest aged 5 to 9",In a couple household,4,1,566
2001,E09000004,"dependent children in household, youngest aged 5 to 9",Not in a couple household,4,2,200
2001,E09000004,"dependent children in household, youngest aged 10 to 15",All adults,5,0,2122
2001,E09000004,"dependent children in household, youngest aged 10 to 15",In a couple household,5,1,1712
2001,E09000004,"dependent children in household, youngest aged 10 to 15",Not in a couple household,5,2,410
2001,E09000004,"dependent children in household, youngest aged 16 to 18",All adults,6,0,1235
2001,E09000004,"dependent children in household, youngest aged 16 to 18",In a couple household,6,1,1005
2001,E09000004,"dependent children in household, youngest aged 16 to 18",Not in a couple household,6,2,230
2001,E09000004,Aged 25 to 34,All adults,7,0,30646
2001,E09000004,Aged 25 to 34,In a couple household,7,1,22858
2001,E09000004,Aged 25 to 34,Not in a couple household,7,2,7788
2001,E09000004,no dependent children in household,All adults,8,0,16354
2001,E09000004,no dependent children in household,In a couple household,8,1,10760
2001,E09000004,no dependent children in household,Not in a couple household,8,2,5594
2001,E09000004,"dependent children in household, youngest aged 0 to 4",All adults,9,0,10441
2001,E09000004,"dependent children in household, youngest aged 0 to 4",In a couple household,9,1,9311
2001,E09000004,"dependent children in household, youngest aged 0 to 4",Not in a couple household,9,2,1130
2001,E09000004,"dependent children in household, youngest aged 5 to 9",All adults,10,0,2925
2001,E09000004,"dependent children in household, youngest aged 5 to 9",In a couple household,10,1,2156
2001,E09000004,"dependent children in household, youngest aged 5 to 9",Not in a couple household,10,2,769
2001,E09000004,"dependent children in household, youngest aged 10 to 15",All adults,11,0,779
2001,E09000004,"dependent children in household, youngest aged 10 to 15",In a couple household,11,1,517
2001,E09000004,"dependent children in household, youngest aged 10 to 15",Not in a couple household,11,2,262
2001,E09000004,"dependent children in household, youngest aged 16 to 18",All adults,12,0,147
2001,E09000004,"dependent children in household, youngest aged 16 to 18",In a couple household,12,1,114
2001,E09000004,"dependent children in household, youngest aged 16 to 18",Not in a couple household,12,2,33
2001,E09000004,Aged 35 to 44,All adults,13,0,34114
2001,E09000004,Aged 35 to 44,In a couple household,13,1,26724
2001,E09000004,Aged 35 to 44,Not in a couple household,13,2,7390
2001,E09000004,no dependent children in household,All adults,14,0,10068
2001,E09000004,no dependent children in household,In a couple household,14,1,5428
2001,E09000004,no dependent children in household,Not in a couple household,14,2,4640
2001,E09000004,"dependent children in household, youngest aged 0 to 4",All adults,15,0,7348
2001,E09000004,"dependent children in household, youngest aged 0 to 4",In a couple household,15,1,6852
2001,E09000004,"dependent children in household, youngest aged 0 to 4",Not in a couple household,15,2,496
2001,E09000004,"dependent children in household, youngest aged 5 to 9",All adults,16,0,8557
2001,E09000004,"dependent children in household, youngest aged 5 to 9",In a couple household,16,1,7612
2001,E09000004,"dependent children in household, youngest aged 5 to 9",Not in a couple household,16,2,945
2001,E09000004,"dependent children in household, youngest aged 10 to 15",All adults,17,0,7132
2001,E09000004,"dependent children in household, youngest aged 10 to 15",In a couple household,17,1,6004
2001,E09000004,"dependent children in household, youngest aged 10 to 15",Not in a couple household,17,2,1128
2001,E09000004,"dependent children in household, youngest aged 16 to 18",All adults,18,0,1009
2001,E09000004,"dependent children in household, youngest aged 16 to 18",In a couple household,18,1,828
2001,E09000004,"dependent children in household, youngest aged 16 to 18",Not in a couple household,18,2,181
2001,E09000004,Aged 45 to 54,All adults,19,0,28627
2001,E09000004,Aged 45 to 54,In a couple household,19,1,22800
2001,E09000004,Aged 45 to 54,Not in a couple household,19,2,5827
2001,E09000004,no dependent children in household,All adults,20,0,18932
2001,E09000004,no dependent children in household,In a couple household,20,1,14127
2001,E09000004,no dependent children in household,Not in a couple household,20,2,4805
2001,E09000004,"dependent children in household, youngest aged 0 to 4",All adults,21,0,925
2001,E09000004,"dependent children in household, youngest aged 0 to 4",In a couple household,21,1,838
2001,E09000004,"dependent children in household, youngest aged 0 to 4",Not in a couple household,21,2,87
2001,E09000004,"dependent children in household, youngest aged 5 to 9",All adults,22,0,1616
2001,E09000004,"dependent children in household, youngest aged 5 to 9",In a couple household,22,1,1460
2001,E09000004,"dependent children in household, youngest aged 5 to 9",Not in a couple household,22,2,156
2001,E09000004,"dependent children in household, youngest aged 10 to 15",All adults,23,0,4791
2001,E09000004,"dependent children in household, youngest aged 10 to 15",In a couple household,23,1,4271
2001,E09000004,"dependent children in household, youngest aged 10 to 15",Not in a couple household,23,2,520
2001,E09000004,"dependent children in household, youngest aged 16 to 18",All adults,24,0,2363
2001,E09000004,"dependent children in household, youngest aged 16 to 18",In a couple household,24,1,2104
2001,E09000004,"dependent children in household, youngest aged 16 to 18",Not in a couple household,24,2,259
2001,E09000004,55 to pensionable age,All adults,25,0,17167
2001,E09000004,55 to pensionable age,In a couple household,25,1,13882
2001,E09000004,55 to pensionable age,Not in a couple household,25,2,3285
2001,E09000004,no dependent children in household,All adults,26,0,15912
2001,E09000004,no dependent children in household,In a couple household,26,1,12735
2001,E09000004,no dependent children in household,Not in a couple household,26,2,3177
2001,E09000004,"dependent children in household, youngest aged 0 to 4",All adults,27,0,243
2001,E09000004,"dependent children in household, youngest aged 0 to 4",In a couple household,27,1,221
2001,E09000004,"dependent children in household, youngest aged 0 to 4",Not in a couple household,27,2,22
2001,E09000004,"dependent children in household, youngest aged 5 to 9",All adults,28,0,178
2001,E09000004,"dependent children in household, youngest aged 5 to 9",In a couple household,28,1,155
2001,E09000004,"dependent children in household, youngest aged 5 to 9",Not in a couple household,28,2,23
2001,E09000004,"dependent children in household, youngest aged 10 to 15",All adults,29,0,463
2001,E09000004,"dependent children in household, youngest aged 10 to 15",In a couple household,29,1,428
2001,E09000004,"dependent children in household, youngest aged 10 to 15",Not in a couple household,29,2,35
2001,E09000004,"dependent children in household, youngest aged 16 to 18",All adults,30,0,371
2001,E09000004,"dependent children in household, youngest aged 16 to 18",In a couple household,30,1,343
2001,E09000004,"dependent children in household, youngest aged 16 to 18",Not in a couple household,30,2,28
2001,E09000004,Pensionable age to 74,All adults,31,0,23637
2001,E09000004,Pensionable age to 74,In a couple household,31,1,16443
2001,E09000004,Pensionable age to 74,Not in a couple household,31,2,7194
2001,E09000004,75 and over dependent children or not,All adults,32,0,15381
2001,E09000004,75 and over dependent children or not,In a couple household,32,1,6617
2001,E09000004,75 and over dependent children or not,Not in a couple household,32,2,8764
2001,E09000005,All Adults,All adults,0,0,201226
2001,E09000005,All Adults,In a couple household,0,1,124515
2001,E09000005,All Adults,Not in a couple household,0,2,76711
2001,E09000005,Aged 16 to 24,All adults,1,0,27173
2001,E09000005,Aged 16 to 24,In a couple household,1,1,15261
2001,E09000005,Aged 16 to 24,Not in a couple household,1,2,11912
2001,E09000005,no dependent children in household,All adults,2,0,17651
2001,E09000005,no dependent children in household,In a couple household,2,1,8681
2001,E09000005,no dependent children in household,Not in a couple household,2,2,8970
2001,E09000005,"dependent children in household, youngest aged 0 to 4",All adults,3,0,2760
2001,E09000005,"dependent children in household, youngest aged 0 to 4",In a couple household,3,1,1724
2001,E09000005,"dependent children in household, youngest aged 0 to 4",Not in a couple household,3,2,1036
2001,E09000005,"dependent children in household, youngest aged 5 to 9",All adults,4,0,1420
2001,E09000005,"dependent children in household, youngest aged 5 to 9",In a couple household,4,1,872
2001,E09000005,"dependent children in household, youngest aged 5 to 9",Not in a couple household,4,2,548
2001,E09000005,"dependent children in household, youngest aged 10 to 15",All adults,5,0,3271
2001,E09000005,"dependent children in household, youngest aged 10 to 15",In a couple household,5,1,2358
2001,E09000005,"dependent children in household, youngest aged 10 to 15",Not in a couple household,5,2,913
2001,E09000005,"dependent children in household, youngest aged 16 to 18",All adults,6,0,2071
2001,E09000005,"dependent children in household, youngest aged 16 to 18",In a couple household,6,1,1626
2001,E09000005,"dependent children in household, youngest aged 16 to 18",Not in a couple household,6,2,445
2001,E09000005,Aged 25 to 34,All adults,7,0,51555
2001,E09000005,Aged 25 to 34,In a couple household,7,1,31048
2001,E09000005,Aged 25 to 34,Not in a couple household,7,2,20507
2001,E09000005,no dependent children in household,All adults,8,0,34339
2001,E09000005,no dependent children in household,In a couple household,8,1,17860
2001,E09000005,no dependent children in household,Not in a couple household,8,2,16479
2001,E09000005,"dependent children in household, youngest aged 0 to 4",All adults,9,0,11668
2001,E09000005,"dependent children in household, youngest aged 0 to 4",In a couple household,9,1,9655
2001,E09000005,"dependent children in household, youngest aged 0 to 4",Not in a couple household,9,2,2013
2001,E09000005,"dependent children in household, youngest aged 5 to 9",All adults,10,0,3362
2001,E09000005,"dependent children in household, youngest aged 5 to 9",In a couple household,10,1,2191
2001,E09000005,"dependent children in household, youngest aged 5 to 9",Not in a couple household,10,2,1171
2001,E09000005,"dependent children in household, youngest aged 10 to 15",All adults,11,0,1572
2001,E09000005,"dependent children in household, youngest aged 10 to 15",In a couple household,11,1,897
2001,E09000005,"dependent children in household, youngest aged 10 to 15",Not in a couple household,11,2,675
2001,E09000005,"dependent children in household, youngest aged 16 to 18",All adults,12,0,614
2001,E09000005,"dependent children in household, youngest aged 16 to 18",In a couple household,12,1,445
2001,E09000005,"dependent children in household, youngest aged 16 to 18",Not in a couple household,12,2,169
2001,E09000005,Aged 35 to 44,All adults,13,0,41494
2001,E09000005,Aged 35 to 44,In a couple household,13,1,27300
2001,E09000005,Aged 35 to 44,Not in a couple household,13,2,14194
2001,E09000005,no dependent children in household,All adults,14,0,15993
2001,E09000005,no dependent children in household,In a couple household,14,1,6934
2001,E09000005,no dependent children in household,Not in a couple household,14,2,9059
2001,E09000005,"dependent children in household, youngest aged 0 to 4",All adults,15,0,9602
2001,E09000005,"dependent children in household, youngest aged 0 to 4",In a couple household,15,1,8179
2001,E09000005,"dependent children in household, youngest aged 0 to 4",Not in a couple household,15,2,1423
2001,E09000005,"dependent children in household, youngest aged 5 to 9",All adults,16,0,7940
2001,E09000005,"dependent children in household, youngest aged 5 to 9",In a couple household,16,1,6267
2001,E09000005,"dependent children in household, youngest aged 5 to 9",Not in a couple household,16,2,1673
2001,E09000005,"dependent children in household, youngest aged 10 to 15",All adults,17,0,6507
2001,E09000005,"dependent children in household, youngest aged 10 to 15",In a couple household,17,1,4838
2001,E09000005,"dependent children in household, youngest aged 10 to 15",Not in a couple household,17,2,1669
2001,E09000005,"dependent children in household, youngest aged 16 to 18",All adults,18,0,1452
2001,E09000005,"dependent children in household, youngest aged 16 to 18",In a couple household,18,1,1082
2001,E09000005,"dependent children in household, youngest aged 16 to 18",Not in a couple household,18,2,370
2001,E09000005,Aged 45 to 54,All adults,19,0,28827
2001,E09000005,Aged 45 to 54,In a couple household,19,1,19852
2001,E09000005,Aged 45 to 54,Not in a couple household,19,2,8975
2001,E09000005,no dependent children in household,All adults,20,0,16029
2001,E09000005,no dependent children in household,In a couple household,20,1,8949
2001,E09000005,no dependent children in household,Not in a couple household,20,2,7080
2001,E09000005,"dependent children in household, youngest aged 0 to 4",All adults,21,0,1484
2001,E09000005,"dependent children in household, youngest aged 0 to 4",In a couple household,21,1,1310
2001,E09000005,"dependent children in household, youngest aged 0 to 4",Not in a couple household,21,2,174
2001,E09000005,"dependent children in household, youngest aged 5 to 9",All adults,22,0,2560
2001,E09000005,"dependent children in household, youngest aged 5 to 9",In a couple household,22,1,2226
2001,E09000005,"dependent children in household, youngest aged 5 to 9",Not in a couple household,22,2,334
2001,E09000005,"dependent children in household, youngest aged 10 to 15",All adults,23,0,5749
2001,E09000005,"dependent children in household, youngest aged 10 to 15",In a couple household,23,1,4810
2001,E09000005,"dependent children in household, youngest aged 10 to 15",Not in a couple household,23,2,939
2001,E09000005,"dependent children in household, youngest aged 16 to 18",All adults,24,0,3005
2001,E09000005,"dependent children in household, youngest aged 16 to 18",In a couple household,24,1,2557
2001,E09000005,"dependent children in household, youngest aged 16 to 18",Not in a couple household,24,2,448
2001,E09000005,55 to pensionable age,All adults,25,0,17052
2001,E09000005,55 to pensionable age,In a couple household,25,1,11916
2001,E09000005,55 to pensionable age,Not in a couple household,25,2,5136
2001,E09000005,no dependent children in household,All adults,26,0,14135
2001,E09000005,no dependent children in household,In a couple household,26,1,9327
2001,E09000005,no dependent children in household,Not in a couple household,26,2,4808
2001,E09000005,"dependent children in household, youngest aged 0 to 4",All adults,27,0,703
2001,E09000005,"dependent children in household, youngest aged 0 to 4",In a couple household,27,1,625
2001,E09000005,"dependent children in household, youngest aged 0 to 4",Not in a couple household,27,2,78
2001,E09000005,"dependent children in household, youngest aged 5 to 9",All adults,28,0,461
2001,E09000005,"dependent children in household, youngest aged 5 to 9",In a couple household,28,1,409
2001,E09000005,"dependent children in household, youngest aged 5 to 9",Not in a couple household,28,2,52
2001,E09000005,"dependent children in household, youngest aged 10 to 15",All adults,29,0,887
2001,E09000005,"dependent children in household, youngest aged 10 to 15",In a couple household,29,1,795
2001,E09000005,"dependent children in household, youngest aged 10 to 15",Not in a couple household,29,2,92
2001,E09000005,"dependent children in household, youngest aged 16 to 18",All adults,30,0,866
2001,E09000005,"dependent children in household, youngest aged 16 to 18",In a couple household,30,1,760
2001,E09000005,"dependent children in household, youngest aged 16 to 18",Not in a couple household,30,2,106
2001,E09000005,Pensionable age to 74,All adults,31,0,23190
2001,E09000005,Pensionable age to 74,In a couple household,31,1,14008
2001,E09000005,Pensionable age to 74,Not in a couple household,31,2,9182
2001,E09000005,75 and over dependent children or not,All adults,32,0,11935
2001,E09000005,75 and over dependent children or not,In a couple household,32,1,5130
2001,E09000005,75 and over dependent children or not,Not in a couple household,32,2,6805
2001,E09000006,All Adults,All adults,0,0,226900
2001,E09000006,All Adults,In a couple household,0,1,160533
2001,E09000006,All Adults,Not in a couple household,0,2,66367
2001,E09000006,Aged 16 to 24,All adults,1,0,19523
2001,E09000006,Aged 16 to 24,In a couple household,1,1,13510
2001,E09000006,Aged 16 to 24,Not in a couple household,1,2,6013
2001,E09000006,no dependent children in household,All adults,2,0,13348
2001,E09000006,no dependent children in household,In a couple household,2,1,8940
2001,E09000006,no dependent children in household,Not in a couple household,2,2,4408
2001,E09000006,"dependent children in household, youngest aged 0 to 4",All adults,3,0,2054
2001,E09000006,"dependent children in household, youngest aged 0 to 4",In a couple household,3,1,1334
2001,E09000006,"dependent children in household, youngest aged 0 to 4",Not in a couple household,3,2,720
2001,E09000006,"dependent children in household, youngest aged 5 to 9",All adults,4,0,695
2001,E09000006,"dependent children in household, youngest aged 5 to 9",In a couple household,4,1,491
2001,E09000006,"dependent children in household, youngest aged 5 to 9",Not in a couple household,4,2,204
2001,E09000006,"dependent children in household, youngest aged 10 to 15",All adults,5,0,2034
2001,E09000006,"dependent children in household, youngest aged 10 to 15",In a couple household,5,1,1589
2001,E09000006,"dependent children in household, youngest aged 10 to 15",Not in a couple household,5,2,445
2001,E09000006,"dependent children in household, youngest aged 16 to 18",All adults,6,0,1392
2001,E09000006,"dependent children in household, youngest aged 16 to 18",In a couple household,6,1,1156
2001,E09000006,"dependent children in household, youngest aged 16 to 18",Not in a couple household,6,2,236
2001,E09000006,Aged 25 to 34,All adults,7,0,42859
2001,E09000006,Aged 25 to 34,In a couple household,7,1,30154
2001,E09000006,Aged 25 to 34,Not in a couple household,7,2,12705
2001,E09000006,no dependent children in household,All adults,8,0,26178
2001,E09000006,no dependent children in household,In a couple household,8,1,16562
2001,E09000006,no dependent children in household,Not in a couple household,8,2,9616
2001,E09000006,"dependent children in household, youngest aged 0 to 4",All adults,9,0,12456
2001,E09000006,"dependent children in household, youngest aged 0 to 4",In a couple household,9,1,10965
2001,E09000006,"dependent children in household, youngest aged 0 to 4",Not in a couple household,9,2,1491
2001,E09000006,"dependent children in household, youngest aged 5 to 9",All adults,10,0,2886
2001,E09000006,"dependent children in household, youngest aged 5 to 9",In a couple household,10,1,1905
2001,E09000006,"dependent children in household, youngest aged 5 to 9",Not in a couple household,10,2,981
2001,E09000006,"dependent children in household, youngest aged 10 to 15",All adults,11,0,1160
2001,E09000006,"dependent children in household, youngest aged 10 to 15",In a couple household,11,1,590
2001,E09000006,"dependent children in household, youngest aged 10 to 15",Not in a couple household,11,2,570
