date,geography_code,c2021_hh_depchild_6b_name,c2021_hhfamtype_6_name,c2021_hh_depchild_6b_code,c2021_hhfamtype_6_code,obs_value
2021,E09000018,No dependent children in household,Married or civil partnership couple household,_0,_2,21564
2021,E09000018,No dependent children in household,Cohabiting couple household,_0,_3,6600
2021,E09000018,No dependent children in household,Lone parent household,_0,_4,6496
2021,E09000018,No dependent children in household,Multi-person household,_0,_5,4264
2021,E09000018,Youngest dependent child,Total,1001,0,37837
2021,E09000018,Youngest dependent child,One-person household,1001,_1,9
2021,E09000018,Youngest dependent child,Married or civil partnership couple household,1001,_2,25033
2021,E09000018,Youngest dependent child,Cohabiting couple household,1001,_3,3587
2021,E09000018,Youngest dependent child,Lone parent household,1001,_4,8981
2021,E09000018,Youngest dependent child,Multi-person household,1001,_5,227
2021,E09000018,Youngest dependent child: Aged 0 to 4 years,Total,_1,0,14765
2021,E09000018,Youngest dependent child: Aged 0 to 4 years,One-person household,_1,_1,3
2021,E09000018,Youngest dependent child: Aged 0 to 4 years,Married or civil partnership couple household,_1,_2,10134
2021,E09000018,Youngest dependent child: Aged 0 to 4 years,Cohabiting couple household,_1,_3,1749
2021,E09000018,Youngest dependent child: Aged 0 to 4 years,Lone parent household,_1,_4,2793
2021,E09000018,Youngest dependent child: Aged 0 to 4 years,Multi-person household,_1,_5,86
2021,E09000018,Youngest dependent child: Aged 5 to 9 years,Total,_2,0,10072
2021,E09000018,Youngest dependent child: Aged 5 to 9 years,One-person household,_2,_1,3
2021,E09000018,Youngest dependent child: Aged 5 to 9 years,Married or civil partnership couple household,_2,_2,6789
2021,E09000018,Youngest dependent child: Aged 5 to 9 years,Cohabiting couple household,_2,_3,888
2021,E09000018,Youngest dependent child: Aged 5 to 9 years,Lone parent household,_2,_4,2346
2021,E09000018,Youngest dependent child: Aged 5 to 9 years,Multi-person household,_2,_5,46
2021,E09000018,Youngest dependent child: Aged 10 to 15 years,Total,_3,0,9600
2021,E09000018,Youngest dependent child: Aged 10 to 15 years,One-person household,_3,_1,3
2021,E09000018,Youngest dependent child: Aged 10 to 15 years,Married or civil partnership couple household,_3,_2,6099
2021,E09000018,Youngest dependent child: Aged 10 to 15 years,Cohabiting couple household,_3,_3,734
2021,E09000018,Youngest dependent child: Aged 10 to 15 years,Lone parent household,_3,_4,2678
2021,E09000018,Youngest dependent child: Aged 10 to 15 years,Multi-person household,_3,_5,86
2021,E09000018,Youngest dependent child: Aged 16 to 18 years,Total,_4,0,3400
2021,E09000018,Youngest dependent child: Aged 16 to 18 years,One-person household,_4,_1,0
2021,E09000018,Youngest dependent child: Aged 16 to 18 years,Married or civil partnership couple household,_4,_2,2011
2021,E09000018,Youngest dependent child: Aged 16 to 18 years,Cohabiting couple household,_4,_3,216
2021,E09000018,Youngest dependent child: Aged 16 to 18 years,Lone parent household,_4,_4,1164
2021,E09000018,Youngest dependent child: Aged 16 to 18 years,Multi-person household,_4,_5,9
2021,E09000019,Total,Total,0,0,96497
2021,E09000019,Total,One-person household,0,_1,34795
2021,E09000019,Total,Married or civil partnership couple household,0,_2,21675
2021,E09000019,Total,Cohabiting couple household,0,_3,15431
2021,E09000019,Total,Lone parent household,0,_4,14499
2021,E09000019,Total,Multi-person household,0,_5,10097
2021,E09000019,No dependent children in household,Total,_0,0,75214
2021,E09000019,No dependent children in household,One-person household,_0,_1,34783
2021,E09000019,No dependent children in household,Married or civil partnership couple household,_0,_2,11876
2021,E09000019,No dependent children in household,Cohabiting couple household,_0,_3,12810
2021,E09000019,No dependent children in household,Lone parent household,_0,_4,5755
2021,E09000019,No dependent children in household,Multi-person household,_0,_5,9990
2021,E09000019,Youngest dependent child,Total,1001,0,21283
2021,E09000019,Youngest dependent child,One-person household,1001,_1,12
2021,E09000019,Youngest dependent child,Married or civil partnership couple household,1001,_2,9799
2021,E09000019,Youngest dependent child,Cohabiting couple household,1001,_3,2621
2021,E09000019,Youngest dependent child,Lone parent household,1001,_4,8744
2021,E09000019,Youngest dependent child,Multi-person household,1001,_5,107
2021,E09000019,Youngest dependent child: Aged 0 to 4 years,Total,_1,0,9048
2021,E09000019,Youngest dependent child: Aged 0 to 4 years,One-person household,_1,_1,4
2021,E09000019,Youngest dependent child: Aged 0 to 4 years,Married or civil partnership couple household,_1,_2,4625
2021,E09000019,Youngest dependent child: Aged 0 to 4 years,Cohabiting couple household,_1,_3,1446
2021,E09000019,Youngest dependent child: Aged 0 to 4 years,Lone parent household,_1,_4,2945
2021,E09000019,Youngest dependent child: Aged 0 to 4 years,Multi-person household,_1,_5,28
2021,E09000019,Youngest dependent child: Aged 5 to 9 years,Total,_2,0,5243
2021,E09000019,Youngest dependent child: Aged 5 to 9 years,One-person household,_2,_1,5
2021,E09000019,Youngest dependent child: Aged 5 to 9 years,Married or civil partnership couple household,_2,_2,2318
2021,E09000019,Youngest dependent child: Aged 5 to 9 years,Cohabiting couple household,_2,_3,574
2021,E09000019,Youngest dependent child: Aged 5 to 9 years,Lone parent household,_2,_4,2317
2021,E09000019,Youngest dependent child: Aged 5 to 9 years,Multi-person household,_2,_5,29
2021,E09000019,Youngest dependent child: Aged 10 to 15 years,Total,_3,0,5103
2021,E09000019,Youngest dependent child: Aged 10 to 15 years,One-person household,_3,_1,3
2021,E09000019,Youngest dependent child: Aged 10 to 15 years,Married or civil partnership couple household,_3,_2,2105
2021,E09000019,Youngest dependent child: Aged 10 to 15 years,Cohabiting couple household,_3,_3,458
2021,E09000019,Youngest dependent child: Aged 10 to 15 years,Lone parent household,_3,_4,2494
2021,E09000019,Youngest dependent child: Aged 10 to 15 years,Multi-person household,_3,_5,43
2021,E09000019,Youngest dependent child: Aged 16 to 18 years,Total,_4,0,1889
2021,E09000019,Youngest dependent child: Aged 16 to 18 years,One-person household,_4,_1,0
2021,E09000019,Youngest dependent child: Aged 16 to 18 years,Married or civil partnership couple household,_4,_2,751
2021,E09000019,Youngest dependent child: Aged 16 to 18 years,Cohabiting couple household,_4,_3,143
2021,E09000019,Youngest dependent child: Aged 16 to 18 years,Lone parent household,_4,_4,988
2021,E09000019,Youngest dependent child: Aged 16 to 18 years,Multi-person household,_4,_5,7
2021,E09000020,Total,Total,0,0,66885
2021,E09000020,Total,One-person household,0,_1,29232
2021,E09000020,Total,Married or civil partnership couple household,0,_2,19437
2021,E09000020,Total,Cohabiting couple household,0,_3,6041
2021,E09000020,Total,Lone parent household,0,_4,7503
2021,E09000020,Total,Multi-person household,0,_5,4672
2021,E09000020,No dependent children in household,Total,_0,0,53192
2021,E09000020,No dependent children in household,One-person household,_0,_1,29213
2021,E09000020,No dependent children in household,Married or civil partnership couple household,_0,_2,10878
2021,E09000020,No dependent children in household,Cohabiting couple household,_0,_3,5003
2021,E09000020,No dependent children in household,Lone parent household,_0,_4,3562
2021,E09000020,No dependent children in household,Multi-person household,_0,_5,4536
2021,E09000020,Youngest dependent child,Total,1001,0,13693
2021,E09000020,Youngest dependent child,One-person household,1001,_1,19
2021,E09000020,Youngest dependent child,Married or civil partnership couple household,1001,_2,8559
2021,E09000020,Youngest dependent child,Cohabiting couple household,1001,_3,1038
2021,E09000020,Youngest dependent child,Lone parent household,1001,_4,3941
2021,E09000020,Youngest dependent child,Multi-person household,1001,_5,136
2021,E09000020,Youngest dependent child: Aged 0 to 4 years,Total,_1,0,4810
2021,E09000020,Youngest dependent child: Aged 0 to 4 years,One-person household,_1,_1,5
2021,E09000020,Youngest dependent child: Aged 0 to 4 years,Married or civil partnership couple household,_1,_2,3288
2021,E09000020,Youngest dependent child: Aged 0 to 4 years,Cohabiting couple household,_1,_3,510
2021,E09000020,Youngest dependent child: Aged 0 to 4 years,Lone parent household,_1,_4,946
2021,E09000020,Youngest dependent child: Aged 0 to 4 years,Multi-person household,_1,_5,61
2021,E09000020,Youngest dependent child: Aged 5 to 9 years,Total,_2,0,3483
2021,E09000020,Youngest dependent child: Aged 5 to 9 years,One-person household,_2,_1,6
2021,E09000020,Youngest dependent child: Aged 5 to 9 years,Married or civil partnership couple household,_2,_2,2204
2021,E09000020,Youngest dependent child: Aged 5 to 9 years,Cohabiting couple household,_2,_3,240
2021,E09000020,Youngest dependent child: Aged 5 to 9 years,Lone parent household,_2,_4,1014
2021,E09000020,Youngest dependent child: Aged 5 to 9 years,Multi-person household,_2,_5,19
2021,E09000020,Youngest dependent child: Aged 10 to 15 years,Total,_3,0,3732
2021,E09000020,Youngest dependent child: Aged 10 to 15 years,One-person household,_3,_1,8
2021,E09000020,Youngest dependent child: Aged 10 to 15 years,Married or civil partnership couple household,_3,_2,2153
2021,E09000020,Youngest dependent child: Aged 10 to 15 years,Cohabiting couple household,_3,_3,212
2021,E09000020,Youngest dependent child: Aged 10 to 15 years,Lone parent household,_3,_4,1322
2021,E09000020,Youngest dependent child: Aged 10 to 15 years,Multi-person household,_3,_5,37
2021,E09000020,Youngest dependent child: Aged 16 to 18 years,Total,_4,0,1668
2021,E09000020,Youngest dependent child: Aged 16 to 18 years,One-person household,_4,_1,0
2021,E09000020,Youngest dependent child: Aged 16 to 18 years,Married or civil partnership couple household,_4,_2,914
2021,E09000020,Youngest dependent child: Aged 16 to 18 years,Cohabiting couple household,_4,_3,76
2021,E09000020,Youngest dependent child: Aged 16 to 18 years,Lone parent household,_4,_4,659
2021,E09000020,Youngest dependent child: Aged 16 to 18 years,Multi-person household,_4,_5,19
2021,E09000021,Total,Total,0,0,65629
2021,E09000021,Total,One-person household,0,_1,17717
2021,E09000021,Total,Married or civil partnership couple household,0,_2,30068
2021,E09000021,Total,Cohabiting couple household,0,_3,7893
2021,E09000021,Total,Lone parent household,0,_4,7115
2021,E09000021,Total,Multi-person household,0,_5,2836
2021,E09000021,No dependent children in household,Total,_0,0,43958
2021,E09000021,No dependent children in household,One-person household,_0,_1,17710
2021,E09000021,No dependent children in household,Married or civil partnership couple household,_0,_2,15073
2021,E09000021,No dependent children in household,Cohabiting couple household,_0,_3,5524
2021,E09000021,No dependent children in household,Lone parent household,_0,_4,2873
2021,E09000021,No dependent children in household,Multi-person household,_0,_5,2778
2021,E09000021,Youngest dependent child,Total,1001,0,21671
2021,E09000021,Youngest dependent child,One-person household,1001,_1,7
2021,E09000021,Youngest dependent child,Married or civil partnership couple household,1001,_2,14995
2021,E09000021,Youngest dependent child,Cohabiting couple household,1001,_3,2369
2021,E09000021,Youngest dependent child,Lone parent household,1001,_4,4242
2021,E09000021,Youngest dependent child,Multi-person household,1001,_5,58
2021,E09000021,Youngest dependent child: Aged 0 to 4 years,Total,_1,0,7779
2021,E09000021,Youngest dependent child: Aged 0 to 4 years,One-person household,_1,_1,0
2021,E09000021,Youngest dependent child: Aged 0 to 4 years,Married or civil partnership couple household,_1,_2,5457
2021,E09000021,Youngest dependent child: Aged 0 to 4 years,Cohabiting couple household,_1,_3,1217
2021,E09000021,Youngest dependent child: Aged 0 to 4 years,Lone parent household,_1,_4,1096
2021,E09000021,Youngest dependent child: Aged 0 to 4 years,Multi-person household,_1,_5,9
2021,E09000021,Youngest dependent child: Aged 5 to 9 years,Total,_2,0,5804
2021,E09000021,Youngest dependent child: Aged 5 to 9 years,One-person household,_2,_1,4
2021,E09000021,Youngest dependent child: Aged 5 to 9 years,Married or civil partnership couple household,_2,_2,4065
2021,E09000021,Youngest dependent child: Aged 5 to 9 years,Cohabiting couple household,_2,_3,593
2021,E09000021,Youngest dependent child: Aged 5 to 9 years,Lone parent household,_2,_4,1127
2021,E09000021,Youngest dependent child: Aged 5 to 9 years,Multi-person household,_2,_5,15
2021,E09000021,Youngest dependent child: Aged 10 to 15 years,Total,_3,0,5901
2021,E09000021,Youngest dependent child: Aged 10 to 15 years,One-person household,_3,_1,3
2021,E09000021,Youngest dependent child: Aged 10 to 15 years,Married or civil partnership couple household,_3,_2,4053
2021,E09000021,Youngest dependent child: Aged 10 to 15 years,Cohabiting couple household,_3,_3,416
2021,E09000021,Youngest dependent child: Aged 10 to 15 years,Lone parent household,_3,_4,1401
2021,E09000021,Youngest dependent child: Aged 10 to 15 years,Multi-person household,_3,_5,28
2021,E09000021,Youngest dependent child: Aged 16 to 18 years,Total,_4,0,2187
2021,E09000021,Youngest dependent child: Aged 16 to 18 years,One-person household,_4,_1,0
2021,E09000021,Youngest dependent child: Aged 16 to 18 years,Married or civil partnership couple household,_4,_2,1420
2021,E09000021,Youngest dependent child: Aged 16 to 18 years,Cohabiting couple household,_4,_3,143
2021,E09000021,Youngest dependent child: Aged 16 to 18 years,Lone parent household,_4,_4,618
2021,E09000021,Youngest dependent child: Aged 16 to 18 years,Multi-person household,_4,_5,6
2021,E09000022,Total,Total,0,0,134686
2021,E09000022,Total,One-person household,0,_1,43152
2021,E09000022,Total,Married or civil partnership couple household,0,_2,30377
2021,E09000022,Total,Cohabiting couple household,0,_3,21213
2021,E09000022,Total,Lone parent household,0,_4,21968
2021,E09000022,Total,Multi-person household,0,_5,17976
2021,E09000022,No dependent children in household,Total,_0,0,102746
2021,E09000022,No dependent children in household,One-person household,_0,_1,43147
2021,E09000022,No dependent children in household,Married or civil partnership couple household,_0,_2,15786
2021,E09000022,No dependent children in household,Cohabiting couple household,_0,_3,17233
2021,E09000022,No dependent children in household,Lone parent household,_0,_4,8818
2021,E09000022,No dependent children in household,Multi-person household,_0,_5,17762
2021,E09000022,Youngest dependent child,Total,1001,0,31940
2021,E09000022,Youngest dependent child,One-person household,1001,_1,5
2021,E09000022,Youngest dependent child,Married or civil partnership couple household,1001,_2,14591
2021,E09000022,Youngest dependent child,Cohabiting couple household,1001,_3,3980
2021,E09000022,Youngest dependent child,Lone parent household,1001,_4,13150
2021,E09000022,Youngest dependent child,Multi-person household,1001,_5,214
2021,E09000022,Youngest dependent child: Aged 0 to 4 years,Total,_1,0,12456
2021,E09000022,Youngest dependent child: Aged 0 to 4 years,One-person household,_1,_1,0
2021,E09000022,Youngest dependent child: Aged 0 to 4 years,Married or civil partnership couple household,_1,_2,6467
2021,E09000022,Youngest dependent child: Aged 0 to 4 years,Cohabiting couple household,_1,_3,2040
2021,E09000022,Youngest dependent child: Aged 0 to 4 years,Lone parent household,_1,_4,3891
2021,E09000022,Youngest dependent child: Aged 0 to 4 years,Multi-person household,_1,_5,58
2021,E09000022,Youngest dependent child: Aged 5 to 9 years,Total,_2,0,8004
2021,E09000022,Youngest dependent child: Aged 5 to 9 years,One-person household,_2,_1,2
2021,E09000022,Youngest dependent child: Aged 5 to 9 years,Married or civil partnership couple household,_2,_2,3509
2021,E09000022,Youngest dependent child: Aged 5 to 9 years,Cohabiting couple household,_2,_3,939
2021,E09000022,Youngest dependent child: Aged 5 to 9 years,Lone parent household,_2,_4,3487
2021,E09000022,Youngest dependent child: Aged 5 to 9 years,Multi-person household,_2,_5,67
2021,E09000022,Youngest dependent child: Aged 10 to 15 years,Total,_3,0,8363
2021,E09000022,Youngest dependent child: Aged 10 to 15 years,One-person household,_3,_1,3
2021,E09000022,Youngest dependent child: Aged 10 to 15 years,Married or civil partnership couple household,_3,_2,3369
2021,E09000022,Youngest dependent child: Aged 10 to 15 years,Cohabiting couple household,_3,_3,741
2021,E09000022,Youngest dependent child: Aged 10 to 15 years,Lone parent household,_3,_4,4167
2021,E09000022,Youngest dependent child: Aged 10 to 15 years,Multi-person household,_3,_5,83
2021,E09000022,Youngest dependent child: Aged 16 to 18 years,Total,_4,0,3117
2021,E09000022,Youngest dependent child: Aged 16 to 18 years,One-person household,_4,_1,0
2021,E09000022,Youngest dependent child: Aged 16 to 18 years,Married or civil partnership couple household,_4,_2,1246
2021,E09000022,Youngest dependent child: Aged 16 to 18 years,Cohabiting couple household,_4,_3,260
2021,E09000022,Youngest dependent child: Aged 16 to 18 years,Lone parent household,_4,_4,1605
2021,E09000022,Youngest dependent child: Aged 16 to 18 years,Multi-person household,_4,_5,6
2021,E09000023,Total,Total,0,0,122394
2021,E09000023,Total,One-person household,0,_1,37147
2021,E09000023,Total,Married or civil partnership couple household,0,_2,35781
2021,E09000023,Total,Cohabiting couple household,0,_3,18613
2021,E09000023,Total,Lone parent household,0,_4,22638
2021,E09000023,Total,Multi-person household,0,_5,8215
2021,E09000023,No dependent children in household,Total,_0,0,84879
2021,E09000023,No dependent children in household,One-person household,_0,_1,37135
2021,E09000023,No dependent children in household,Married or civil partnership couple household,_0,_2,17746
2021,E09000023,No dependent children in household,Cohabiting couple household,_0,_3,13410
2021,E09000023,No dependent children in household,Lone parent household,_0,_4,8617
2021,E09000023,No dependent children in household,Multi-person household,_0,_5,7971
2021,E09000023,Youngest dependent child,Total,1001,0,37515
2021,E09000023,Youngest dependent child,One-person household,1001,_1,12
2021,E09000023,Youngest dependent child,Married or civil partnership couple household,1001,_2,18035
2021,E09000023,Youngest dependent child,Cohabiting couple household,1001,_3,5203
2021,E09000023,Youngest dependent child,Lone parent household,1001,_4,14021
2021,E09000023,Youngest dependent child,Multi-person household,1001,_5,244
2021,E09000023,Youngest dependent child: Aged 0 to 4 years,Total,_1,0,15605
2021,E09000023,Youngest dependent child: Aged 0 to 4 years,One-person household,_1,_1,3
2021,E09000023,Youngest dependent child: Aged 0 to 4 years,Married or civil partnership couple household,_1,_2,8235
2021,E09000023,Youngest dependent child: Aged 0 to 4 years,Cohabiting couple household,_1,_3,2805
2021,E09000023,Youngest dependent child: Aged 0 to 4 years,Lone parent household,_1,_4,4472
2021,E09000023,Youngest dependent child: Aged 0 to 4 years,Multi-person household,_1,_5,90
2021,E09000023,Youngest dependent child: Aged 5 to 9 years,Total,_2,0,9458
2021,E09000023,Youngest dependent child: Aged 5 to 9 years,One-person household,_2,_1,3
2021,E09000023,Youngest dependent child: Aged 5 to 9 years,Married or civil partnership couple household,_2,_2,4533
2021,E09000023,Youngest dependent child: Aged 5 to 9 years,Cohabiting couple household,_2,_3,1182
2021,E09000023,Youngest dependent child: Aged 5 to 9 years,Lone parent household,_2,_4,3698
2021,E09000023,Youngest dependent child: Aged 5 to 9 years,Multi-person household,_2,_5,42
2021,E09000023,Youngest dependent child: Aged 10 to 15 years,Total,_3,0,9039
2021,E09000023,Youngest dependent child: Aged 10 to 15 years,One-person household,_3,_1,6
2021,E09000023,Youngest dependent child: Aged 10 to 15 years,Married or civil partnership couple household,_3,_2,3840
2021,E09000023,Youngest dependent child: Aged 10 to 15 years,Cohabiting couple household,_3,_3,914
2021,E09000023,Youngest dependent child: Aged 10 to 15 years,Lone parent household,_3,_4,4171
2021,E09000023,Youngest dependent child: Aged 10 to 15 years,Multi-person household,_3,_5,108
2021,E09000023,Youngest dependent child: Aged 16 to 18 years,Total,_4,0,3413
2021,E09000023,Youngest dependent child: Aged 16 to 18 years,One-person household,_4,_1,0
2021,E09000023,Youngest dependent child: Aged 16 to 18 years,Married or civil partnership couple household,_4,_2,1427
2021,E09000023,Youngest dependent child: Aged 16 to 18 years,Cohabiting couple household,_4,_3,302
2021,E09000023,Youngest dependent child: Aged 16 to 18 years,Lone parent household,_4,_4,1680
2021,E09000023,Youngest dependent child: Aged 16 to 18 years,Multi-person household,_4,_5,4
2021,E09000024,Total,Total,0,0,81730
2021,E09000024,Total,One-person household,0,_1,20464
2021,E09000024,Total,Married or civil partnership couple household,0,_2,35459
2021,E09000024,Total,Cohabiting couple household,0,_3,10533
2021,E09000024,Total,Lone parent household,0,_4,10683
2021,E09000024,Total,Multi-person household,0,_5,4591
2021,E09000024,No dependent children in household,Total,_0,0,54245
2021,E09000024,No dependent children in household,One-person household,_0,_1,20456
2021,E09000024,No dependent children in household,Married or civil partnership couple household,_0,_2,17181
2021,E09000024,No dependent children in household,Cohabiting couple household,_0,_3,7508
2021,E09000024,No dependent children in household,Lone parent household,_0,_4,4639
2021,E09000024,No dependent children in household,Multi-person household,_0,_5,4461
2021,E09000024,Youngest dependent child,Total,1001,0,27485
2021,E09000024,Youngest dependent child,One-person household,1001,_1,8
2021,E09000024,Youngest dependent child,Married or civil partnership couple household,1001,_2,18278
2021,E09000024,Youngest dependent child,Cohabiting couple household,1001,_3,3025
2021,E09000024,Youngest dependent child,Lone parent household,1001,_4,6044
2021,E09000024,Youngest dependent child,Multi-person household,1001,_5,130
2021,E09000024,Youngest dependent child: Aged 0 to 4 years,Total,_1,0,10845
2021,E09000024,Youngest dependent child: Aged 0 to 4 years,One-person household,_1,_1,4
2021,E09000024,Youngest dependent child: Aged 0 to 4 years,Married or civil partnership couple household,_1,_2,7433
2021,E09000024,Youngest dependent child: Aged 0 to 4 years,Cohabiting couple household,_1,_3,1623
2021,E09000024,Youngest dependent child: Aged 0 to 4 years,Lone parent household,_1,_4,1737
2021,E09000024,Youngest dependent child: Aged 0 to 4 years,Multi-person household,_1,_5,48
2021,E09000024,Youngest dependent child: Aged 5 to 9 years,Total,_2,0,7061
2021,E09000024,Youngest dependent child: Aged 5 to 9 years,One-person household,_2,_1,2
2021,E09000024,Youngest dependent child: Aged 5 to 9 years,Married or civil partnership couple household,_2,_2,4753
2021,E09000024,Youngest dependent child: Aged 5 to 9 years,Cohabiting couple household,_2,_3,673
2021,E09000024,Youngest dependent child: Aged 5 to 9 years,Lone parent household,_2,_4,1600
2021,E09000024,Youngest dependent child: Aged 5 to 9 years,Multi-person household,_2,_5,33
2021,E09000024,Youngest dependent child: Aged 10 to 15 years,Total,_3,0,7047
2021,E09000024,Youngest dependent child: Aged 10 to 15 years,One-person household,_3,_1,2
2021,E09000024,Youngest dependent child: Aged 10 to 15 years,Married or civil partnership couple household,_3,_2,4537
2021,E09000024,Youngest dependent child: Aged 10 to 15 years,Cohabiting couple household,_3,_3,547
2021,E09000024,Youngest dependent child: Aged 10 to 15 years,Lone parent household,_3,_4,1916
2021,E09000024,Youngest dependent child: Aged 10 to 15 years,Multi-person household,_3,_5,45
2021,E09000024,Youngest dependent child: Aged 16 to 18 years,Total,_4,0,2532
2021,E09000024,Youngest dependent child: Aged 16 to 18 years,One-person household,_4,_1,0
2021,E09000024,Youngest dependent child: Aged 16 to 18 years,Married or civil partnership couple household,_4,_2,1555
2021,E09000024,Youngest dependent child: Aged 16 to 18 years,Cohabiting couple household,_4,_3,182
2021,E09000024,Youngest dependent child: Aged 16 to 18 years,Lone parent household,_4,_4,791
2021,E09000024,Youngest dependent child: Aged 16 to 18 years,Multi-person household,_4,_5,4
2021,E09000025,Total,Total,0,0,115505
2021,E09000025,Total,One-person household,0,_1,27036
2021,E09000025,Total,Married or civil partnership couple household,0,_2,45855
2021,E09000025,Total,Cohabiting couple household,0,_3,13352
2021,E09000025,Total,Lone parent household,0,_4,20398
2021,E09000025,Total,Multi-person household,0,_5,8864
2021,E09000025,No dependent children in household,Total,_0,0,70951
2021,E09000025,No dependent children in household,One-person household,_0,_1,27020
2021,E09000025,No dependent children in household,Married or civil partnership couple household,_0,_2,17925
2021,E09000025,No dependent children in household,Cohabiting couple household,_0,_3,9372
2021,E09000025,No dependent children in household,Lone parent household,_0,_4,8101
2021,E09000025,No dependent children in household,Multi-person household,_0,_5,8533
2021,E09000025,Youngest dependent child,Total,1001,0,44554
2021,E09000025,Youngest dependent child,One-person household,1001,_1,16
2021,E09000025,Youngest dependent child,Married or civil partnership couple household,1001,_2,27930
2021,E09000025,Youngest dependent child,Cohabiting couple household,1001,_3,3980
2021,E09000025,Youngest dependent child,Lone parent household,1001,_4,12297
2021,E09000025,Youngest dependent child,Multi-person household,1001,_5,331
2021,E09000025,Youngest dependent child: Aged 0 to 4 years,Total,_1,0,19013
2021,E09000025,Youngest dependent child: Aged 0 to 4 years,One-person household,_1,_1,8
2021,E09000025,Youngest dependent child: Aged 0 to 4 years,Married or civil partnership couple household,_1,_2,12741
2021,E09000025,Youngest dependent child: Aged 0 to 4 years,Cohabiting couple household,_1,_3,2143
2021,E09000025,Youngest dependent child: Aged 0 to 4 years,Lone parent household,_1,_4,4000
2021,E09000025,Youngest dependent child: Aged 0 to 4 years,Multi-person household,_1,_5,121
2021,E09000025,Youngest dependent child: Aged 5 to 9 years,Total,_2,0,11425
2021,E09000025,Youngest dependent child: Aged 5 to 9 years,One-person household,_2,_1,2
2021,E09000025,Youngest dependent child: Aged 5 to 9 years,Married or civil partnership couple household,_2,_2,7165
2021,E09000025,Youngest dependent child: Aged 5 to 9 years,Cohabiting couple household,_2,_3,965
2021,E09000025,Youngest dependent child: Aged 5 to 9 years,Lone parent household,_2,_4,3206
2021,E09000025,Youngest dependent child: Aged 5 to 9 years,Multi-person household,_2,_5,87
2021,E09000025,Youngest dependent child: Aged 10 to 15 years,Total,_3,0,10361
2021,E09000025,Youngest dependent child: Aged 10 to 15 years,One-person household,_3,_1,6
2021,E09000025,Youngest dependent child: Aged 10 to 15 years,Married or civil partnership couple household,_3,_2,5993
2021,E09000025,Youngest dependent child: Aged 10 to 15 years,Cohabiting couple household,_3,_3,684
2021,E09000025,Youngest dependent child: Aged 10 to 15 years,Lone parent household,_3,_4,3574
2021,E09000025,Youngest dependent child: Aged 10 to 15 years,Multi-person household,_3,_5,104
2021,E09000025,Youngest dependent child: Aged 16 to 18 years,Total,_4,0,3755
2021,E09000025,Youngest dependent child: Aged 16 to 18 years,One-person household,_4,_1,0
2021,E09000025,Youngest dependent child: Aged 16 to 18 years,Married or civil partnership couple household,_4,_2,2031
2021,E09000025,Youngest dependent child: Aged 16 to 18 years,Cohabiting couple household,_4,_3,188
2021,E09000025,Youngest dependent child: Aged 16 to 18 years,Lone parent household,_4,_4,1517
2021,E09000025,Youngest dependent child: Aged 16 to 18 years,Multi-person household,_4,_5,19
2021,E09000026,Total,Total,0,0,103711
2021,E09000026,Total,One-person household,0,_1,23887
2021,E09000026,Total,Married or civil partnership couple household,0,_2,53957
2021,E09000026,Total,Cohabiting couple household,0,_3,8132
2021,E09000026,Total,Lone parent household,0,_4,14430
2021,E09000026,Total,Multi-person household,0,_5,3305
2021,E09000026,No dependent children in household,Total,_0,0,61538
2021,E09000026,No dependent children in household,One-person household,_0,_1,23877
2021,E09000026,No dependent children in household,Married or civil partnership couple household,_0,_2,23680
2021,E09000026,No dependent children in household,Cohabiting couple household,_0,_3,4973
2021,E09000026,No dependent children in household,Lone parent household,_0,_4,5904
2021,E09000026,No dependent children in household,Multi-person household,_0,_5,3104
2021,E09000026,Youngest dependent child,Total,1001,0,42173
2021,E09000026,Youngest dependent child,One-person household,1001,_1,10
2021,E09000026,Youngest dependent child,Married or civil partnership couple household,1001,_2,30277
2021,E09000026,Youngest dependent child,Cohabiting couple household,1001,_3,3159
2021,E09000026,Youngest dependent child,Lone parent household,1001,_4,8526
2021,E09000026,Youngest dependent child,Multi-person household,1001,_5,201
2021,E09000026,Youngest dependent child: Aged 0 to 4 years,Total,_1,0,16974
2021,E09000026,Youngest dependent child: Aged 0 to 4 years,One-person household,_1,_1,5
2021,E09000026,Youngest dependent child: Aged 0 to 4 years,Married or civil partnership couple household,_1,_2,12546
2021,E09000026,Youngest dependent child: Aged 0 to 4 years,Cohabiting couple household,_1,_3,1687
2021,E09000026,Youngest dependent child: Aged 0 to 4 years,Lone parent household,_1,_4,2666
2021,E09000026,Youngest dependent child: Aged 0 to 4 years,Multi-person household,_1,_5,70
2021,E09000026,Youngest dependent child: Aged 5 to 9 years,Total,_2,0,10734
2021,E09000026,Youngest dependent child: Aged 5 to 9 years,One-person household,_2,_1,1
2021,E09000026,Youngest dependent child: Aged 5 to 9 years,Married or civil partnership couple household,_2,_2,7928
2021,E09000026,Youngest dependent child: Aged 5 to 9 years,Cohabiting couple household,_2,_3,710
2021,E09000026,Youngest dependent child: Aged 5 to 9 years,Lone parent household,_2,_4,2051
2021,E09000026,Youngest dependent child: Aged 5 to 9 years,Multi-person household,_2,_5,44
2021,E09000026,Youngest dependent child: Aged 10 to 15 years,Total,_3,0,10361
2021,E09000026,Youngest dependent child: Aged 10 to 15 years,One-person household,_3,_1,4
