lower_tier_local_authorities_code,lower_tier_local_authorities,household_composition_15,national_statistics_socio-economic_classification_ns-sec_10,observation
E09000014,Haringey,Single family household: Cohabiting couple family: All children non-dependent,"L4, L5 and L6: Lower managerial, administrative and professional occupations",116
E09000014,Haringey,Single family household: Cohabiting couple family: All children non-dependent,L7: Intermediate occupations,40
E09000014,Haringey,Single family household: Cohabiting couple family: All children non-dependent,L8 and L9: Small employers and own account workers,105
E09000014,Haringey,Single family household: Cohabiting couple family: All children non-dependent,L10 and L11: Lower supervisory and technical occupations,36
E09000014,Haringey,Single family household: Cohabiting couple family: All children non-dependent,L12: Semi-routine occupations,65
E09000014,Haringey,Single family household: Cohabiting couple family: All children non-dependent,L13: Routine occupations,95
E09000014,Haringey,Single family household: Cohabiting couple family: All children non-dependent,L14.1 and L14.2: Never worked and long-term unemployed,40
E09000014,Haringey,Single family household: Cohabiting couple family: All children non-dependent,L15: Full-time students,3
E09000014,Haringey,Single family household: Lone parent family: With dependent children,"L1, L2 and L3: Higher managerial, administrative and professional occupations",655
E09000014,Haringey,Single family household: Lone parent family: With dependent children,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1425
E09000014,Haringey,Single family household: Lone parent family: With dependent children,L7: Intermediate occupations,975
E09000014,Haringey,Single family household: Lone parent family: With dependent children,L8 and L9: Small employers and own account workers,940
E09000014,Haringey,Single family household: Lone parent family: With dependent children,L10 and L11: Lower supervisory and technical occupations,261
E09000014,Haringey,Single family household: Lone parent family: With dependent children,L12: Semi-routine occupations,1504
E09000014,Haringey,Single family household: Lone parent family: With dependent children,L13: Routine occupations,1519
E09000014,Haringey,Single family household: Lone parent family: With dependent children,L14.1 and L14.2: Never worked and long-term unemployed,1422
E09000014,Haringey,Single family household: Lone parent family: With dependent children,L15: Full-time students,379
E09000014,Haringey,Single family household: Lone parent family: All children non-dependent,"L1, L2 and L3: Higher managerial, administrative and professional occupations",396
E09000014,Haringey,Single family household: Lone parent family: All children non-dependent,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1149
E09000014,Haringey,Single family household: Lone parent family: All children non-dependent,L7: Intermediate occupations,737
E09000014,Haringey,Single family household: Lone parent family: All children non-dependent,L8 and L9: Small employers and own account workers,601
E09000014,Haringey,Single family household: Lone parent family: All children non-dependent,L10 and L11: Lower supervisory and technical occupations,280
E09000014,Haringey,Single family household: Lone parent family: All children non-dependent,L12: Semi-routine occupations,1033
E09000014,Haringey,Single family household: Lone parent family: All children non-dependent,L13: Routine occupations,1082
E09000014,Haringey,Single family household: Lone parent family: All children non-dependent,L14.1 and L14.2: Never worked and long-term unemployed,1409
E09000014,Haringey,Single family household: Lone parent family: All children non-dependent,L15: Full-time students,89
E09000014,Haringey,Other household types: Other related household: Other family composition,"L1, L2 and L3: Higher managerial, administrative and professional occupations",269
E09000014,Haringey,Other household types: Other related household: Other family composition,"L4, L5 and L6: Lower managerial, administrative and professional occupations",435
E09000014,Haringey,Other household types: Other related household: Other family composition,L7: Intermediate occupations,225
E09000014,Haringey,Other household types: Other related household: Other family composition,L8 and L9: Small employers and own account workers,370
E09000014,Haringey,Other household types: Other related household: Other family composition,L10 and L11: Lower supervisory and technical occupations,155
E09000014,Haringey,Other household types: Other related household: Other family composition,L12: Semi-routine occupations,210
E09000014,Haringey,Other household types: Other related household: Other family composition,L13: Routine occupations,347
E09000014,Haringey,Other household types: Other related household: Other family composition,L14.1 and L14.2: Never worked and long-term unemployed,110
E09000014,Haringey,Other household types: Other related household: Other family composition,L15: Full-time students,61
E09000014,Haringey,Other household types: With dependent children,"L1, L2 and L3: Higher managerial, administrative and professional occupations",479
E09000014,Haringey,Other household types: With dependent children,"L4, L5 and L6: Lower managerial, administrative and professional occupations",782
E09000014,Haringey,Other household types: With dependent children,L7: Intermediate occupations,343
E09000014,Haringey,Other household types: With dependent children,L8 and L9: Small employers and own account workers,966
E09000014,Haringey,Other household types: With dependent children,L10 and L11: Lower supervisory and technical occupations,266
E09000014,Haringey,Other household types: With dependent children,L12: Semi-routine occupations,492
E09000014,Haringey,Other household types: With dependent children,L13: Routine occupations,765
E09000014,Haringey,Other household types: With dependent children,L14.1 and L14.2: Never worked and long-term unemployed,296
E09000014,Haringey,Other household types: With dependent children,L15: Full-time students,145
E09000014,Haringey,"Other household types: Other, including all full-time students and all aged 66 years and over","L1, L2 and L3: Higher managerial, administrative and professional occupations",1751
E09000014,Haringey,"Other household types: Other, including all full-time students and all aged 66 years and over","L4, L5 and L6: Lower managerial, administrative and professional occupations",2708
E09000014,Haringey,"Other household types: Other, including all full-time students and all aged 66 years and over",L7: Intermediate occupations,764
E09000014,Haringey,"Other household types: Other, including all full-time students and all aged 66 years and over",L8 and L9: Small employers and own account workers,1571
E09000014,Haringey,"Other household types: Other, including all full-time students and all aged 66 years and over",L10 and L11: Lower supervisory and technical occupations,555
E09000014,Haringey,"Other household types: Other, including all full-time students and all aged 66 years and over",L12: Semi-routine occupations,776
E09000014,Haringey,"Other household types: Other, including all full-time students and all aged 66 years and over",L13: Routine occupations,1128
E09000014,Haringey,"Other household types: Other, including all full-time students and all aged 66 years and over",L14.1 and L14.2: Never worked and long-term unemployed,381
E09000014,Haringey,"Other household types: Other, including all full-time students and all aged 66 years and over",L15: Full-time students,235
E09000015,Harrow,One-person household: Aged 66 years and over,"L1, L2 and L3: Higher managerial, administrative and professional occupations",861
E09000015,Harrow,One-person household: Aged 66 years and over,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1739
E09000015,Harrow,One-person household: Aged 66 years and over,L7: Intermediate occupations,1665
E09000015,Harrow,One-person household: Aged 66 years and over,L8 and L9: Small employers and own account workers,903
E09000015,Harrow,One-person household: Aged 66 years and over,L10 and L11: Lower supervisory and technical occupations,315
E09000015,Harrow,One-person household: Aged 66 years and over,L12: Semi-routine occupations,1047
E09000015,Harrow,One-person household: Aged 66 years and over,L13: Routine occupations,811
E09000015,Harrow,One-person household: Aged 66 years and over,L14.1 and L14.2: Never worked and long-term unemployed,1697
E09000015,Harrow,One-person household: Aged 66 years and over,L15: Full-time students,12
E09000015,Harrow,One-person household: Other,"L1, L2 and L3: Higher managerial, administrative and professional occupations",2417
E09000015,Harrow,One-person household: Other,"L4, L5 and L6: Lower managerial, administrative and professional occupations",2578
E09000015,Harrow,One-person household: Other,L7: Intermediate occupations,1076
E09000015,Harrow,One-person household: Other,L8 and L9: Small employers and own account workers,1321
E09000015,Harrow,One-person household: Other,L10 and L11: Lower supervisory and technical occupations,391
E09000015,Harrow,One-person household: Other,L12: Semi-routine occupations,826
E09000015,Harrow,One-person household: Other,L13: Routine occupations,780
E09000015,Harrow,One-person household: Other,L14.1 and L14.2: Never worked and long-term unemployed,1121
E09000015,Harrow,One-person household: Other,L15: Full-time students,288
E09000015,Harrow,Single family household: All aged 66 years and over,"L1, L2 and L3: Higher managerial, administrative and professional occupations",1402
E09000015,Harrow,Single family household: All aged 66 years and over,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1329
E09000015,Harrow,Single family household: All aged 66 years and over,L7: Intermediate occupations,731
E09000015,Harrow,Single family household: All aged 66 years and over,L8 and L9: Small employers and own account workers,1091
E09000015,Harrow,Single family household: All aged 66 years and over,L10 and L11: Lower supervisory and technical occupations,263
E09000015,Harrow,Single family household: All aged 66 years and over,L12: Semi-routine occupations,446
E09000015,Harrow,Single family household: All aged 66 years and over,L13: Routine occupations,469
E09000015,Harrow,Single family household: All aged 66 years and over,L14.1 and L14.2: Never worked and long-term unemployed,758
E09000015,Harrow,Single family household: All aged 66 years and over,L15: Full-time students,2
E09000015,Harrow,Single family household: Married or civil partnership couple: No children,"L1, L2 and L3: Higher managerial, administrative and professional occupations",2293
E09000015,Harrow,Single family household: Married or civil partnership couple: No children,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1791
E09000015,Harrow,Single family household: Married or civil partnership couple: No children,L7: Intermediate occupations,662
E09000015,Harrow,Single family household: Married or civil partnership couple: No children,L8 and L9: Small employers and own account workers,1206
E09000015,Harrow,Single family household: Married or civil partnership couple: No children,L10 and L11: Lower supervisory and technical occupations,279
E09000015,Harrow,Single family household: Married or civil partnership couple: No children,L12: Semi-routine occupations,451
E09000015,Harrow,Single family household: Married or civil partnership couple: No children,L13: Routine occupations,499
E09000015,Harrow,Single family household: Married or civil partnership couple: No children,L14.1 and L14.2: Never worked and long-term unemployed,195
E09000015,Harrow,Single family household: Married or civil partnership couple: No children,L15: Full-time students,33
E09000015,Harrow,Single family household: Married or civil partnership couple: Dependent children,"L1, L2 and L3: Higher managerial, administrative and professional occupations",6269
E09000015,Harrow,Single family household: Married or civil partnership couple: Dependent children,"L4, L5 and L6: Lower managerial, administrative and professional occupations",4247
E09000015,Harrow,Single family household: Married or civil partnership couple: Dependent children,L7: Intermediate occupations,1115
E09000015,Harrow,Single family household: Married or civil partnership couple: Dependent children,L8 and L9: Small employers and own account workers,3931
E09000015,Harrow,Single family household: Married or civil partnership couple: Dependent children,L10 and L11: Lower supervisory and technical occupations,750
E09000015,Harrow,Single family household: Married or civil partnership couple: Dependent children,L12: Semi-routine occupations,1086
E09000015,Harrow,Single family household: Married or civil partnership couple: Dependent children,L13: Routine occupations,1215
E09000015,Harrow,Single family household: Married or civil partnership couple: Dependent children,L14.1 and L14.2: Never worked and long-term unemployed,401
E09000015,Harrow,Single family household: Married or civil partnership couple: Dependent children,L15: Full-time students,148
E09000015,Harrow,Single family household: Married or civil partnership couple: All children non-dependent,"L1, L2 and L3: Higher managerial, administrative and professional occupations",1693
E09000015,Harrow,Single family household: Married or civil partnership couple: All children non-dependent,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1837
E09000015,Harrow,Single family household: Married or civil partnership couple: All children non-dependent,L7: Intermediate occupations,981
E09000015,Harrow,Single family household: Married or civil partnership couple: All children non-dependent,L8 and L9: Small employers and own account workers,1561
E09000015,Harrow,Single family household: Married or civil partnership couple: All children non-dependent,L10 and L11: Lower supervisory and technical occupations,439
E09000015,Harrow,Single family household: Married or civil partnership couple: All children non-dependent,L12: Semi-routine occupations,791
E09000015,Harrow,Single family household: Married or civil partnership couple: All children non-dependent,L13: Routine occupations,867
E09000015,Harrow,Single family household: Married or civil partnership couple: All children non-dependent,L14.1 and L14.2: Never worked and long-term unemployed,450
E09000015,Harrow,Single family household: Married or civil partnership couple: All children non-dependent,L15: Full-time students,15
E09000015,Harrow,Single family household: Cohabiting couple family: No children,"L1, L2 and L3: Higher managerial, administrative and professional occupations",619
E09000015,Harrow,Single family household: Cohabiting couple family: No children,"L4, L5 and L6: Lower managerial, administrative and professional occupations",712
E09000015,Harrow,Single family household: Cohabiting couple family: No children,L7: Intermediate occupations,215
E09000015,Harrow,Single family household: Cohabiting couple family: No children,L8 and L9: Small employers and own account workers,442
E09000015,Harrow,Single family household: Cohabiting couple family: No children,L10 and L11: Lower supervisory and technical occupations,119
E09000015,Harrow,Single family household: Cohabiting couple family: No children,L12: Semi-routine occupations,134
E09000015,Harrow,Single family household: Cohabiting couple family: No children,L13: Routine occupations,160
E09000015,Harrow,Single family household: Cohabiting couple family: No children,L14.1 and L14.2: Never worked and long-term unemployed,47
E09000015,Harrow,Single family household: Cohabiting couple family: No children,L15: Full-time students,45
E09000015,Harrow,Single family household: Cohabiting couple family: With dependent children,"L1, L2 and L3: Higher managerial, administrative and professional occupations",200
E09000015,Harrow,Single family household: Cohabiting couple family: With dependent children,"L4, L5 and L6: Lower managerial, administrative and professional occupations",322
E09000015,Harrow,Single family household: Cohabiting couple family: With dependent children,L7: Intermediate occupations,113
E09000015,Harrow,Single family household: Cohabiting couple family: With dependent children,L8 and L9: Small employers and own account workers,381
E09000015,Harrow,Single family household: Cohabiting couple family: With dependent children,L10 and L11: Lower supervisory and technical occupations,102
E09000015,Harrow,Single family household: Cohabiting couple family: With dependent children,L12: Semi-routine occupations,110
E09000015,Harrow,Single family household: Cohabiting couple family: With dependent children,L13: Routine occupations,151
E09000015,Harrow,Single family household: Cohabiting couple family: With dependent children,L14.1 and L14.2: Never worked and long-term unemployed,46
E09000015,Harrow,Single family household: Cohabiting couple family: With dependent children,L15: Full-time students,19
E09000015,Harrow,Single family household: Cohabiting couple family: All children non-dependent,"L1, L2 and L3: Higher managerial, administrative and professional occupations",47
E09000015,Harrow,Single family household: Cohabiting couple family: All children non-dependent,"L4, L5 and L6: Lower managerial, administrative and professional occupations",69
E09000015,Harrow,Single family household: Cohabiting couple family: All children non-dependent,L7: Intermediate occupations,44
E09000015,Harrow,Single family household: Cohabiting couple family: All children non-dependent,L8 and L9: Small employers and own account workers,80
E09000015,Harrow,Single family household: Cohabiting couple family: All children non-dependent,L10 and L11: Lower supervisory and technical occupations,28
E09000015,Harrow,Single family household: Cohabiting couple family: All children non-dependent,L12: Semi-routine occupations,37
E09000015,Harrow,Single family household: Cohabiting couple family: All children non-dependent,L13: Routine occupations,58
E09000015,Harrow,Single family household: Cohabiting couple family: All children non-dependent,L14.1 and L14.2: Never worked and long-term unemployed,31
E09000015,Harrow,Single family household: Cohabiting couple family: All children non-dependent,L15: Full-time students,2
E09000015,Harrow,Single family household: Lone parent family: With dependent children,"L1, L2 and L3: Higher managerial, administrative and professional occupations",453
E09000015,Harrow,Single family household: Lone parent family: With dependent children,"L4, L5 and L6: Lower managerial, administrative and professional occupations",843
E09000015,Harrow,Single family household: Lone parent family: With dependent children,L7: Intermediate occupations,697
E09000015,Harrow,Single family household: Lone parent family: With dependent children,L8 and L9: Small employers and own account workers,507
E09000015,Harrow,Single family household: Lone parent family: With dependent children,L10 and L11: Lower supervisory and technical occupations,123
E09000015,Harrow,Single family household: Lone parent family: With dependent children,L12: Semi-routine occupations,783
E09000015,Harrow,Single family household: Lone parent family: With dependent children,L13: Routine occupations,559
E09000015,Harrow,Single family household: Lone parent family: With dependent children,L14.1 and L14.2: Never worked and long-term unemployed,715
E09000015,Harrow,Single family household: Lone parent family: With dependent children,L15: Full-time students,203
E09000015,Harrow,Single family household: Lone parent family: All children non-dependent,"L1, L2 and L3: Higher managerial, administrative and professional occupations",382
E09000015,Harrow,Single family household: Lone parent family: All children non-dependent,"L4, L5 and L6: Lower managerial, administrative and professional occupations",872
E09000015,Harrow,Single family household: Lone parent family: All children non-dependent,L7: Intermediate occupations,792
E09000015,Harrow,Single family household: Lone parent family: All children non-dependent,L8 and L9: Small employers and own account workers,452
E09000015,Harrow,Single family household: Lone parent family: All children non-dependent,L10 and L11: Lower supervisory and technical occupations,163
E09000015,Harrow,Single family household: Lone parent family: All children non-dependent,L12: Semi-routine occupations,728
E09000015,Harrow,Single family household: Lone parent family: All children non-dependent,L13: Routine occupations,583
E09000015,Harrow,Single family household: Lone parent family: All children non-dependent,L14.1 and L14.2: Never worked and long-term unemployed,852
E09000015,Harrow,Single family household: Lone parent family: All children non-dependent,L15: Full-time students,31
E09000015,Harrow,Other household types: Other related household: Other family composition,"L1, L2 and L3: Higher managerial, administrative and professional occupations",189
E09000015,Harrow,Other household types: Other related household: Other family composition,"L4, L5 and L6: Lower managerial, administrative and professional occupations",250
E09000015,Harrow,Other household types: Other related household: Other family composition,L7: Intermediate occupations,128
E09000015,Harrow,Other household types: Other related household: Other family composition,L8 and L9: Small employers and own account workers,248
E09000015,Harrow,Other household types: Other related household: Other family composition,L10 and L11: Lower supervisory and technical occupations,45
E09000015,Harrow,Other household types: Other related household: Other family composition,L12: Semi-routine occupations,106
E09000015,Harrow,Other household types: Other related household: Other family composition,L13: Routine occupations,124
E09000015,Harrow,Other household types: Other related household: Other family composition,L14.1 and L14.2: Never worked and long-term unemployed,96
E09000015,Harrow,Other household types: Other related household: Other family composition,L15: Full-time students,67
E09000015,Harrow,Other household types: With dependent children,"L1, L2 and L3: Higher managerial, administrative and professional occupations",1106
E09000015,Harrow,Other household types: With dependent children,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1322
E09000015,Harrow,Other household types: With dependent children,L7: Intermediate occupations,461
E09000015,Harrow,Other household types: With dependent children,L8 and L9: Small employers and own account workers,2043
E09000015,Harrow,Other household types: With dependent children,L10 and L11: Lower supervisory and technical occupations,311
E09000015,Harrow,Other household types: With dependent children,L12: Semi-routine occupations,568
E09000015,Harrow,Other household types: With dependent children,L13: Routine occupations,655
E09000015,Harrow,Other household types: With dependent children,L14.1 and L14.2: Never worked and long-term unemployed,240
E09000015,Harrow,Other household types: With dependent children,L15: Full-time students,128
E09000015,Harrow,"Other household types: Other, including all full-time students and all aged 66 years and over","L1, L2 and L3: Higher managerial, administrative and professional occupations",875
E09000015,Harrow,"Other household types: Other, including all full-time students and all aged 66 years and over","L4, L5 and L6: Lower managerial, administrative and professional occupations",1112
E09000015,Harrow,"Other household types: Other, including all full-time students and all aged 66 years and over",L7: Intermediate occupations,525
E09000015,Harrow,"Other household types: Other, including all full-time students and all aged 66 years and over",L8 and L9: Small employers and own account workers,1541
E09000015,Harrow,"Other household types: Other, including all full-time students and all aged 66 years and over",L10 and L11: Lower supervisory and technical occupations,319
E09000015,Harrow,"Other household types: Other, including all full-time students and all aged 66 years and over",L12: Semi-routine occupations,616
E09000015,Harrow,"Other household types: Other, including all full-time students and all aged 66 years and over",L13: Routine occupations,586
E09000015,Harrow,"Other household types: Other, including all full-time students and all aged 66 years and over",L14.1 and L14.2: Never worked and long-term unemployed,216
E09000015,Harrow,"Other household types: Other, including all full-time students and all aged 66 years and over",L15: Full-time students,142
E09000016,Havering,One-person household: Aged 66 years and over,"L1, L2 and L3: Higher managerial, administrative and professional occupations",720
E09000016,Havering,One-person household: Aged 66 years and over,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1923
E09000016,Havering,One-person household: Aged 66 years and over,L7: Intermediate occupations,2533
E09000016,Havering,One-person household: Aged 66 years and over,L8 and L9: Small employers and own account workers,934
E09000016,Havering,One-person household: Aged 66 years and over,L10 and L11: Lower supervisory and technical occupations,672
E09000016,Havering,One-person household: Aged 66 years and over,L12: Semi-routine occupations,2130
E09000016,Havering,One-person household: Aged 66 years and over,L13: Routine occupations,1846
E09000016,Havering,One-person household: Aged 66 years and over,L14.1 and L14.2: Never worked and long-term unemployed,2053
E09000016,Havering,One-person household: Aged 66 years and over,L15: Full-time students,27
E09000016,Havering,One-person household: Other,"L1, L2 and L3: Higher managerial, administrative and professional occupations",2074
E09000016,Havering,One-person household: Other,"L4, L5 and L6: Lower managerial, administrative and professional occupations",3039
E09000016,Havering,One-person household: Other,L7: Intermediate occupations,1821
E09000016,Havering,One-person household: Other,L8 and L9: Small employers and own account workers,1601
E09000016,Havering,One-person household: Other,L10 and L11: Lower supervisory and technical occupations,721
E09000016,Havering,One-person household: Other,L12: Semi-routine occupations,1300
E09000016,Havering,One-person household: Other,L13: Routine occupations,1277
E09000016,Havering,One-person household: Other,L14.1 and L14.2: Never worked and long-term unemployed,1270
E09000016,Havering,One-person household: Other,L15: Full-time students,187
E09000016,Havering,Single family household: All aged 66 years and over,"L1, L2 and L3: Higher managerial, administrative and professional occupations",1195
E09000016,Havering,Single family household: All aged 66 years and over,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1565
E09000016,Havering,Single family household: All aged 66 years and over,L7: Intermediate occupations,1170
E09000016,Havering,Single family household: All aged 66 years and over,L8 and L9: Small employers and own account workers,1327
E09000016,Havering,Single family household: All aged 66 years and over,L10 and L11: Lower supervisory and technical occupations,758
E09000016,Havering,Single family household: All aged 66 years and over,L12: Semi-routine occupations,907
E09000016,Havering,Single family household: All aged 66 years and over,L13: Routine occupations,1104
E09000016,Havering,Single family household: All aged 66 years and over,L14.1 and L14.2: Never worked and long-term unemployed,1036
E09000016,Havering,Single family household: All aged 66 years and over,L15: Full-time students,0
E09000016,Havering,Single family household: Married or civil partnership couple: No children,"L1, L2 and L3: Higher managerial, administrative and professional occupations",1858
E09000016,Havering,Single family household: Married or civil partnership couple: No children,"L4, L5 and L6: Lower managerial, administrative and professional occupations",2249
E09000016,Havering,Single family household: Married or civil partnership couple: No children,L7: Intermediate occupations,1156
E09000016,Havering,Single family household: Married or civil partnership couple: No children,L8 and L9: Small employers and own account workers,1403
E09000016,Havering,Single family household: Married or civil partnership couple: No children,L10 and L11: Lower supervisory and technical occupations,549
E09000016,Havering,Single family household: Married or civil partnership couple: No children,L12: Semi-routine occupations,621
E09000016,Havering,Single family household: Married or civil partnership couple: No children,L13: Routine occupations,737
E09000016,Havering,Single family household: Married or civil partnership couple: No children,L14.1 and L14.2: Never worked and long-term unemployed,206
E09000016,Havering,Single family household: Married or civil partnership couple: No children,L15: Full-time students,20
E09000016,Havering,Single family household: Married or civil partnership couple: Dependent children,"L1, L2 and L3: Higher managerial, administrative and professional occupations",4402
E09000016,Havering,Single family household: Married or civil partnership couple: Dependent children,"L4, L5 and L6: Lower managerial, administrative and professional occupations",4558
E09000016,Havering,Single family household: Married or civil partnership couple: Dependent children,L7: Intermediate occupations,1561
E09000016,Havering,Single family household: Married or civil partnership couple: Dependent children,L8 and L9: Small employers and own account workers,2994
E09000016,Havering,Single family household: Married or civil partnership couple: Dependent children,L10 and L11: Lower supervisory and technical occupations,1099
E09000016,Havering,Single family household: Married or civil partnership couple: Dependent children,L12: Semi-routine occupations,813
E09000016,Havering,Single family household: Married or civil partnership couple: Dependent children,L13: Routine occupations,1110
E09000016,Havering,Single family household: Married or civil partnership couple: Dependent children,L14.1 and L14.2: Never worked and long-term unemployed,180
E09000016,Havering,Single family household: Married or civil partnership couple: Dependent children,L15: Full-time students,119
E09000016,Havering,Single family household: Married or civil partnership couple: All children non-dependent,"L1, L2 and L3: Higher managerial, administrative and professional occupations",1324
E09000016,Havering,Single family household: Married or civil partnership couple: All children non-dependent,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1698
E09000016,Havering,Single family household: Married or civil partnership couple: All children non-dependent,L7: Intermediate occupations,983
E09000016,Havering,Single family household: Married or civil partnership couple: All children non-dependent,L8 and L9: Small employers and own account workers,1545
E09000016,Havering,Single family household: Married or civil partnership couple: All children non-dependent,L10 and L11: Lower supervisory and technical occupations,648
E09000016,Havering,Single family household: Married or civil partnership couple: All children non-dependent,L12: Semi-routine occupations,725
E09000016,Havering,Single family household: Married or civil partnership couple: All children non-dependent,L13: Routine occupations,934
E09000016,Havering,Single family household: Married or civil partnership couple: All children non-dependent,L14.1 and L14.2: Never worked and long-term unemployed,301
E09000016,Havering,Single family household: Married or civil partnership couple: All children non-dependent,L15: Full-time students,17
E09000016,Havering,Single family household: Cohabiting couple family: No children,"L1, L2 and L3: Higher managerial, administrative and professional occupations",970
E09000016,Havering,Single family household: Cohabiting couple family: No children,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1336
E09000016,Havering,Single family household: Cohabiting couple family: No children,L7: Intermediate occupations,614
E09000016,Havering,Single family household: Cohabiting couple family: No children,L8 and L9: Small employers and own account workers,577
E09000016,Havering,Single family household: Cohabiting couple family: No children,L10 and L11: Lower supervisory and technical occupations,297
E09000016,Havering,Single family household: Cohabiting couple family: No children,L12: Semi-routine occupations,328
E09000016,Havering,Single family household: Cohabiting couple family: No children,L13: Routine occupations,356
E09000016,Havering,Single family household: Cohabiting couple family: No children,L14.1 and L14.2: Never worked and long-term unemployed,69
E09000016,Havering,Single family household: Cohabiting couple family: No children,L15: Full-time students,35
E09000016,Havering,Single family household: Cohabiting couple family: With dependent children,"L1, L2 and L3: Higher managerial, administrative and professional occupations",753
E09000016,Havering,Single family household: Cohabiting couple family: With dependent children,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1123
E09000016,Havering,Single family household: Cohabiting couple family: With dependent children,L7: Intermediate occupations,495
E09000016,Havering,Single family household: Cohabiting couple family: With dependent children,L8 and L9: Small employers and own account workers,1054
E09000016,Havering,Single family household: Cohabiting couple family: With dependent children,L10 and L11: Lower supervisory and technical occupations,414
E09000016,Havering,Single family household: Cohabiting couple family: With dependent children,L12: Semi-routine occupations,350
E09000016,Havering,Single family household: Cohabiting couple family: With dependent children,L13: Routine occupations,447
E09000016,Havering,Single family household: Cohabiting couple family: With dependent children,L14.1 and L14.2: Never worked and long-term unemployed,124
E09000016,Havering,Single family household: Cohabiting couple family: With dependent children,L15: Full-time students,29
E09000016,Havering,Single family household: Cohabiting couple family: All children non-dependent,"L1, L2 and L3: Higher managerial, administrative and professional occupations",118
E09000016,Havering,Single family household: Cohabiting couple family: All children non-dependent,"L4, L5 and L6: Lower managerial, administrative and professional occupations",206
E09000016,Havering,Single family household: Cohabiting couple family: All children non-dependent,L7: Intermediate occupations,117
E09000016,Havering,Single family household: Cohabiting couple family: All children non-dependent,L8 and L9: Small employers and own account workers,239
E09000016,Havering,Single family household: Cohabiting couple family: All children non-dependent,L10 and L11: Lower supervisory and technical occupations,76
E09000016,Havering,Single family household: Cohabiting couple family: All children non-dependent,L12: Semi-routine occupations,99
E09000016,Havering,Single family household: Cohabiting couple family: All children non-dependent,L13: Routine occupations,127
E09000016,Havering,Single family household: Cohabiting couple family: All children non-dependent,L14.1 and L14.2: Never worked and long-term unemployed,38
E09000016,Havering,Single family household: Cohabiting couple family: All children non-dependent,L15: Full-time students,1
E09000016,Havering,Single family household: Lone parent family: With dependent children,"L1, L2 and L3: Higher managerial, administrative and professional occupations",551
E09000016,Havering,Single family household: Lone parent family: With dependent children,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1348
E09000016,Havering,Single family household: Lone parent family: With dependent children,L7: Intermediate occupations,1370
E09000016,Havering,Single family household: Lone parent family: With dependent children,L8 and L9: Small employers and own account workers,716
E09000016,Havering,Single family household: Lone parent family: With dependent children,L10 and L11: Lower supervisory and technical occupations,284
E09000016,Havering,Single family household: Lone parent family: With dependent children,L12: Semi-routine occupations,1432
E09000016,Havering,Single family household: Lone parent family: With dependent children,L13: Routine occupations,952
E09000016,Havering,Single family household: Lone parent family: With dependent children,L14.1 and L14.2: Never worked and long-term unemployed,913
E09000016,Havering,Single family household: Lone parent family: With dependent children,L15: Full-time students,255
E09000016,Havering,Single family household: Lone parent family: All children non-dependent,"L1, L2 and L3: Higher managerial, administrative and professional occupations",381
E09000016,Havering,Single family household: Lone parent family: All children non-dependent,"L4, L5 and L6: Lower managerial, administrative and professional occupations",960
E09000016,Havering,Single family household: Lone parent family: All children non-dependent,L7: Intermediate occupations,938
E09000016,Havering,Single family household: Lone parent family: All children non-dependent,L8 and L9: Small employers and own account workers,461
E09000016,Havering,Single family household: Lone parent family: All children non-dependent,L10 and L11: Lower supervisory and technical occupations,239
E09000016,Havering,Single family household: Lone parent family: All children non-dependent,L12: Semi-routine occupations,920
E09000016,Havering,Single family household: Lone parent family: All children non-dependent,L13: Routine occupations,706
E09000016,Havering,Single family household: Lone parent family: All children non-dependent,L14.1 and L14.2: Never worked and long-term unemployed,679
E09000016,Havering,Single family household: Lone parent family: All children non-dependent,L15: Full-time students,33
E09000016,Havering,Other household types: Other related household: Other family composition,"L1, L2 and L3: Higher managerial, administrative and professional occupations",113
E09000016,Havering,Other household types: Other related household: Other family composition,"L4, L5 and L6: Lower managerial, administrative and professional occupations",192
E09000016,Havering,Other household types: Other related household: Other family composition,L7: Intermediate occupations,86
E09000016,Havering,Other household types: Other related household: Other family composition,L8 and L9: Small employers and own account workers,119
E09000016,Havering,Other household types: Other related household: Other family composition,L10 and L11: Lower supervisory and technical occupations,48
E09000016,Havering,Other household types: Other related household: Other family composition,L12: Semi-routine occupations,79
E09000016,Havering,Other household types: Other related household: Other family composition,L13: Routine occupations,96
E09000016,Havering,Other household types: Other related household: Other family composition,L14.1 and L14.2: Never worked and long-term unemployed,39
E09000016,Havering,Other household types: Other related household: Other family composition,L15: Full-time students,27
E09000016,Havering,Other household types: With dependent children,"L1, L2 and L3: Higher managerial, administrative and professional occupations",550
