date,geography_code,c2021_eastat_10_name,c2021_fam_swg_6_name,obs_value
2021,E09000015,Economically inactive: Long-term sick or disabled,In a couple family: Member of a couple: Both people in generation 1 working,0
2021,E09000015,Economically inactive: Long-term sick or disabled,In a couple family: Member of a couple: One person in generation 1 working,230
2021,E09000015,Economically inactive: Long-term sick or disabled,In a couple family: Member of a couple: No people in generation 1 working,328
2021,E09000015,Economically inactive: Long-term sick or disabled,In a couple family: Child of one or both members of couple,45
2021,E09000015,Economically inactive: Long-term sick or disabled,In a lone parent family,333
2021,E09000015,Economically inactive: Long-term sick or disabled,In a lone parent family: Parent,295
2021,E09000015,Economically inactive: Long-term sick or disabled,In a lone parent family: Parent: One person in generation 1 working,0
2021,E09000015,Economically inactive: Long-term sick or disabled,In a lone parent family: Parent: No people in generation 1 working,295
2021,E09000015,Economically inactive: Long-term sick or disabled,In a lone parent family: Child of parent,38
2021,E09000015,Economically inactive: Other,In a couple family,1756
2021,E09000015,Economically inactive: Other,In a couple family: Member of a couple,1498
2021,E09000015,Economically inactive: Other,In a couple family: Member of a couple: Both people in generation 1 working,0
2021,E09000015,Economically inactive: Other,In a couple family: Member of a couple: One person in generation 1 working,880
2021,E09000015,Economically inactive: Other,In a couple family: Member of a couple: No people in generation 1 working,618
2021,E09000015,Economically inactive: Other,In a couple family: Child of one or both members of couple,258
2021,E09000015,Economically inactive: Other,In a lone parent family,441
2021,E09000015,Economically inactive: Other,In a lone parent family: Parent,308
2021,E09000015,Economically inactive: Other,In a lone parent family: Parent: One person in generation 1 working,0
2021,E09000015,Economically inactive: Other,In a lone parent family: Parent: No people in generation 1 working,308
2021,E09000015,Economically inactive: Other,In a lone parent family: Child of parent,133
2021,E09000016,Economically active (excluding full-time students),In a couple family,44450
2021,E09000016,Economically active (excluding full-time students),In a couple family: Member of a couple,41166
2021,E09000016,Economically active (excluding full-time students),In a couple family: Member of a couple: Both people in generation 1 working,34040
2021,E09000016,Economically active (excluding full-time students),In a couple family: Member of a couple: One person in generation 1 working,6799
2021,E09000016,Economically active (excluding full-time students),In a couple family: Member of a couple: No people in generation 1 working,327
2021,E09000016,Economically active (excluding full-time students),In a couple family: Child of one or both members of couple,3284
2021,E09000016,Economically active (excluding full-time students),In a lone parent family,7575
2021,E09000016,Economically active (excluding full-time students),In a lone parent family: Parent,6362
2021,E09000016,Economically active (excluding full-time students),In a lone parent family: Parent: One person in generation 1 working,5804
2021,E09000016,Economically active (excluding full-time students),In a lone parent family: Parent: No people in generation 1 working,558
2021,E09000016,Economically active (excluding full-time students),In a lone parent family: Child of parent,1213
2021,E09000016,Economically active (excluding full-time students): In employment,In a couple family,42811
2021,E09000016,Economically active (excluding full-time students): In employment,In a couple family: Member of a couple,39966
2021,E09000016,Economically active (excluding full-time students): In employment,In a couple family: Member of a couple: Both people in generation 1 working,34040
2021,E09000016,Economically active (excluding full-time students): In employment,In a couple family: Member of a couple: One person in generation 1 working,5926
2021,E09000016,Economically active (excluding full-time students): In employment,In a couple family: Member of a couple: No people in generation 1 working,0
2021,E09000016,Economically active (excluding full-time students): In employment,In a couple family: Child of one or both members of couple,2845
2021,E09000016,Economically active (excluding full-time students): In employment,In a lone parent family,6732
2021,E09000016,Economically active (excluding full-time students): In employment,In a lone parent family: Parent,5804
2021,E09000016,Economically active (excluding full-time students): In employment,In a lone parent family: Parent: One person in generation 1 working,5804
2021,E09000016,Economically active (excluding full-time students): In employment,In a lone parent family: Parent: No people in generation 1 working,0
2021,E09000016,Economically active (excluding full-time students): In employment,In a lone parent family: Child of parent,928
2021,E09000016,Economically active (excluding full-time students): Unemployed,In a couple family,1639
2021,E09000016,Economically active (excluding full-time students): Unemployed,In a couple family: Member of a couple,1200
2021,E09000016,Economically active (excluding full-time students): Unemployed,In a couple family: Member of a couple: Both people in generation 1 working,0
2021,E09000016,Economically active (excluding full-time students): Unemployed,In a couple family: Member of a couple: One person in generation 1 working,873
2021,E09000016,Economically active (excluding full-time students): Unemployed,In a couple family: Member of a couple: No people in generation 1 working,327
2021,E09000016,Economically active (excluding full-time students): Unemployed,In a couple family: Child of one or both members of couple,439
2021,E09000016,Economically active (excluding full-time students): Unemployed,In a lone parent family,843
2021,E09000016,Economically active (excluding full-time students): Unemployed,In a lone parent family: Parent,558
2021,E09000016,Economically active (excluding full-time students): Unemployed,In a lone parent family: Parent: One person in generation 1 working,0
2021,E09000016,Economically active (excluding full-time students): Unemployed,In a lone parent family: Parent: No people in generation 1 working,558
2021,E09000016,Economically active (excluding full-time students): Unemployed,In a lone parent family: Child of parent,285
2021,E09000016,Economically active and a full-time student,In a couple family,1728
2021,E09000016,Economically active and a full-time student,In a couple family: Member of a couple,532
2021,E09000016,Economically active and a full-time student,In a couple family: Member of a couple: Both people in generation 1 working,404
2021,E09000016,Economically active and a full-time student,In a couple family: Member of a couple: One person in generation 1 working,115
2021,E09000016,Economically active and a full-time student,In a couple family: Member of a couple: No people in generation 1 working,13
2021,E09000016,Economically active and a full-time student,In a couple family: Child of one or both members of couple,1196
2021,E09000016,Economically active and a full-time student,In a lone parent family,663
2021,E09000016,Economically active and a full-time student,In a lone parent family: Parent,181
2021,E09000016,Economically active and a full-time student,In a lone parent family: Parent: One person in generation 1 working,150
2021,E09000016,Economically active and a full-time student,In a lone parent family: Parent: No people in generation 1 working,31
2021,E09000016,Economically active and a full-time student,In a lone parent family: Child of parent,482
2021,E09000016,Economically active and a full-time student: In employment,In a couple family,1263
2021,E09000016,Economically active and a full-time student: In employment,In a couple family: Member of a couple,490
2021,E09000016,Economically active and a full-time student: In employment,In a couple family: Member of a couple: Both people in generation 1 working,404
2021,E09000016,Economically active and a full-time student: In employment,In a couple family: Member of a couple: One person in generation 1 working,86
2021,E09000016,Economically active and a full-time student: In employment,In a couple family: Member of a couple: No people in generation 1 working,0
2021,E09000016,Economically active and a full-time student: In employment,In a couple family: Child of one or both members of couple,773
2021,E09000016,Economically active and a full-time student: In employment,In a lone parent family,417
2021,E09000016,Economically active and a full-time student: In employment,In a lone parent family: Parent,150
2021,E09000016,Economically active and a full-time student: In employment,In a lone parent family: Parent: One person in generation 1 working,150
2021,E09000016,Economically active and a full-time student: In employment,In a lone parent family: Parent: No people in generation 1 working,0
2021,E09000016,Economically active and a full-time student: In employment,In a lone parent family: Child of parent,267
2021,E09000016,Economically active and a full-time student: Unemployed,In a couple family,465
2021,E09000016,Economically active and a full-time student: Unemployed,In a couple family: Member of a couple,42
2021,E09000016,Economically active and a full-time student: Unemployed,In a couple family: Member of a couple: Both people in generation 1 working,0
2021,E09000016,Economically active and a full-time student: Unemployed,In a couple family: Member of a couple: One person in generation 1 working,29
2021,E09000016,Economically active and a full-time student: Unemployed,In a couple family: Member of a couple: No people in generation 1 working,13
2021,E09000016,Economically active and a full-time student: Unemployed,In a couple family: Child of one or both members of couple,423
2021,E09000016,Economically active and a full-time student: Unemployed,In a lone parent family,246
2021,E09000016,Economically active and a full-time student: Unemployed,In a lone parent family: Parent,31
2021,E09000016,Economically active and a full-time student: Unemployed,In a lone parent family: Parent: One person in generation 1 working,0
2021,E09000016,Economically active and a full-time student: Unemployed,In a lone parent family: Parent: No people in generation 1 working,31
2021,E09000016,Economically active and a full-time student: Unemployed,In a lone parent family: Child of parent,215
2021,E09000016,Economically inactive,In a couple family,12363
2021,E09000016,Economically inactive,In a couple family: Member of a couple,7002
2021,E09000016,Economically inactive,In a couple family: Member of a couple: Both people in generation 1 working,0
2021,E09000016,Economically inactive,In a couple family: Member of a couple: One person in generation 1 working,5110
2021,E09000016,Economically inactive,In a couple family: Member of a couple: No people in generation 1 working,1892
2021,E09000016,Economically inactive,In a couple family: Child of one or both members of couple,5361
2021,E09000016,Economically inactive,In a lone parent family,5382
2021,E09000016,Economically inactive,In a lone parent family: Parent,2899
2021,E09000016,Economically inactive,In a lone parent family: Parent: One person in generation 1 working,0
2021,E09000016,Economically inactive,In a lone parent family: Parent: No people in generation 1 working,2899
2021,E09000016,Economically inactive,In a lone parent family: Child of parent,2483
2021,E09000016,Economically inactive: Retired,In a couple family,418
2021,E09000016,Economically inactive: Retired,In a couple family: Member of a couple,416
2021,E09000016,Economically inactive: Retired,In a couple family: Member of a couple: Both people in generation 1 working,0
2021,E09000016,Economically inactive: Retired,In a couple family: Member of a couple: One person in generation 1 working,166
2021,E09000016,Economically inactive: Retired,In a couple family: Member of a couple: No people in generation 1 working,250
2021,E09000016,Economically inactive: Retired,In a couple family: Child of one or both members of couple,2
2021,E09000016,Economically inactive: Retired,In a lone parent family,68
2021,E09000016,Economically inactive: Retired,In a lone parent family: Parent,67
2021,E09000016,Economically inactive: Retired,In a lone parent family: Parent: One person in generation 1 working,0
2021,E09000016,Economically inactive: Retired,In a lone parent family: Parent: No people in generation 1 working,67
2021,E09000016,Economically inactive: Retired,In a lone parent family: Child of parent,1
2021,E09000016,Economically inactive: Student,In a couple family,5320
2021,E09000016,Economically inactive: Student,In a couple family: Member of a couple,346
2021,E09000016,Economically inactive: Student,In a couple family: Member of a couple: Both people in generation 1 working,0
2021,E09000016,Economically inactive: Student,In a couple family: Member of a couple: One person in generation 1 working,253
2021,E09000016,Economically inactive: Student,In a couple family: Member of a couple: No people in generation 1 working,93
2021,E09000016,Economically inactive: Student,In a couple family: Child of one or both members of couple,4974
2021,E09000016,Economically inactive: Student,In a lone parent family,2448
2021,E09000016,Economically inactive: Student,In a lone parent family: Parent,221
2021,E09000016,Economically inactive: Student,In a lone parent family: Parent: One person in generation 1 working,0
2021,E09000016,Economically inactive: Student,In a lone parent family: Parent: No people in generation 1 working,221
2021,E09000016,Economically inactive: Student,In a lone parent family: Child of parent,2227
2021,E09000016,Economically inactive: Looking after home or family,In a couple family,4777
2021,E09000016,Economically inactive: Looking after home or family,In a couple family: Member of a couple,4706
2021,E09000016,Economically inactive: Looking after home or family,In a couple family: Member of a couple: Both people in generation 1 working,0
2021,E09000016,Economically inactive: Looking after home or family,In a couple family: Member of a couple: One person in generation 1 working,3801
2021,E09000016,Economically inactive: Looking after home or family,In a couple family: Member of a couple: No people in generation 1 working,905
2021,E09000016,Economically inactive: Looking after home or family,In a couple family: Child of one or both members of couple,71
2021,E09000016,Economically inactive: Looking after home or family,In a lone parent family,1817
2021,E09000016,Economically inactive: Looking after home or family,In a lone parent family: Parent,1777
2021,E09000016,Economically inactive: Looking after home or family,In a lone parent family: Parent: One person in generation 1 working,0
2021,E09000016,Economically inactive: Looking after home or family,In a lone parent family: Parent: No people in generation 1 working,1777
2021,E09000016,Economically inactive: Looking after home or family,In a lone parent family: Child of parent,40
2021,E09000016,Economically inactive: Long-term sick or disabled,In a couple family,580
2021,E09000016,Economically inactive: Long-term sick or disabled,In a couple family: Member of a couple,522
2021,E09000016,Economically inactive: Long-term sick or disabled,In a couple family: Member of a couple: Both people in generation 1 working,0
2021,E09000016,Economically inactive: Long-term sick or disabled,In a couple family: Member of a couple: One person in generation 1 working,247
2021,E09000016,Economically inactive: Long-term sick or disabled,In a couple family: Member of a couple: No people in generation 1 working,275
2021,E09000016,Economically inactive: Long-term sick or disabled,In a couple family: Child of one or both members of couple,58
2021,E09000016,Economically inactive: Long-term sick or disabled,In a lone parent family,478
2021,E09000016,Economically inactive: Long-term sick or disabled,In a lone parent family: Parent,422
2021,E09000016,Economically inactive: Long-term sick or disabled,In a lone parent family: Parent: One person in generation 1 working,0
2021,E09000016,Economically inactive: Long-term sick or disabled,In a lone parent family: Parent: No people in generation 1 working,422
2021,E09000016,Economically inactive: Long-term sick or disabled,In a lone parent family: Child of parent,56
2021,E09000016,Economically inactive: Other,In a couple family,1268
2021,E09000016,Economically inactive: Other,In a couple family: Member of a couple,1012
2021,E09000016,Economically inactive: Other,In a couple family: Member of a couple: Both people in generation 1 working,0
2021,E09000016,Economically inactive: Other,In a couple family: Member of a couple: One person in generation 1 working,643
2021,E09000016,Economically inactive: Other,In a couple family: Member of a couple: No people in generation 1 working,369
2021,E09000016,Economically inactive: Other,In a couple family: Child of one or both members of couple,256
2021,E09000016,Economically inactive: Other,In a lone parent family,571
2021,E09000016,Economically inactive: Other,In a lone parent family: Parent,412
2021,E09000016,Economically inactive: Other,In a lone parent family: Parent: One person in generation 1 working,0
2021,E09000016,Economically inactive: Other,In a lone parent family: Parent: No people in generation 1 working,412
2021,E09000016,Economically inactive: Other,In a lone parent family: Child of parent,159
2021,E09000017,Economically active (excluding full-time students),In a couple family,52033
2021,E09000017,Economically active (excluding full-time students),In a couple family: Member of a couple,48775
2021,E09000017,Economically active (excluding full-time students),In a couple family: Member of a couple: Both people in generation 1 working,36916
2021,E09000017,Economically active (excluding full-time students),In a couple family: Member of a couple: One person in generation 1 working,11252
2021,E09000017,Economically active (excluding full-time students),In a couple family: Member of a couple: No people in generation 1 working,607
2021,E09000017,Economically active (excluding full-time students),In a couple family: Child of one or both members of couple,3258
2021,E09000017,Economically active (excluding full-time students),In a lone parent family,7648
2021,E09000017,Economically active (excluding full-time students),In a lone parent family: Parent,6388
2021,E09000017,Economically active (excluding full-time students),In a lone parent family: Parent: One person in generation 1 working,5815
2021,E09000017,Economically active (excluding full-time students),In a lone parent family: Parent: No people in generation 1 working,573
2021,E09000017,Economically active (excluding full-time students),In a lone parent family: Child of parent,1260
2021,E09000017,Economically active (excluding full-time students): In employment,In a couple family,49454
2021,E09000017,Economically active (excluding full-time students): In employment,In a couple family: Member of a couple,46649
2021,E09000017,Economically active (excluding full-time students): In employment,In a couple family: Member of a couple: Both people in generation 1 working,36916
2021,E09000017,Economically active (excluding full-time students): In employment,In a couple family: Member of a couple: One person in generation 1 working,9733
2021,E09000017,Economically active (excluding full-time students): In employment,In a couple family: Member of a couple: No people in generation 1 working,0
2021,E09000017,Economically active (excluding full-time students): In employment,In a couple family: Child of one or both members of couple,2805
2021,E09000017,Economically active (excluding full-time students): In employment,In a lone parent family,6768
2021,E09000017,Economically active (excluding full-time students): In employment,In a lone parent family: Parent,5815
2021,E09000017,Economically active (excluding full-time students): In employment,In a lone parent family: Parent: One person in generation 1 working,5815
2021,E09000017,Economically active (excluding full-time students): In employment,In a lone parent family: Parent: No people in generation 1 working,0
2021,E09000017,Economically active (excluding full-time students): In employment,In a lone parent family: Child of parent,953
2021,E09000017,Economically active (excluding full-time students): Unemployed,In a couple family,2579
2021,E09000017,Economically active (excluding full-time students): Unemployed,In a couple family: Member of a couple,2126
2021,E09000017,Economically active (excluding full-time students): Unemployed,In a couple family: Member of a couple: Both people in generation 1 working,0
2021,E09000017,Economically active (excluding full-time students): Unemployed,In a couple family: Member of a couple: One person in generation 1 working,1519
2021,E09000017,Economically active (excluding full-time students): Unemployed,In a couple family: Member of a couple: No people in generation 1 working,607
2021,E09000017,Economically active (excluding full-time students): Unemployed,In a couple family: Child of one or both members of couple,453
2021,E09000017,Economically active (excluding full-time students): Unemployed,In a lone parent family,880
2021,E09000017,Economically active (excluding full-time students): Unemployed,In a lone parent family: Parent,573
2021,E09000017,Economically active (excluding full-time students): Unemployed,In a lone parent family: Parent: One person in generation 1 working,0
2021,E09000017,Economically active (excluding full-time students): Unemployed,In a lone parent family: Parent: No people in generation 1 working,573
2021,E09000017,Economically active (excluding full-time students): Unemployed,In a lone parent family: Child of parent,307
2021,E09000017,Economically active and a full-time student,In a couple family,2022
2021,E09000017,Economically active and a full-time student,In a couple family: Member of a couple,459
2021,E09000017,Economically active and a full-time student,In a couple family: Member of a couple: Both people in generation 1 working,320
2021,E09000017,Economically active and a full-time student,In a couple family: Member of a couple: One person in generation 1 working,126
2021,E09000017,Economically active and a full-time student,In a couple family: Member of a couple: No people in generation 1 working,13
2021,E09000017,Economically active and a full-time student,In a couple family: Child of one or both members of couple,1563
2021,E09000017,Economically active and a full-time student,In a lone parent family,698
2021,E09000017,Economically active and a full-time student,In a lone parent family: Parent,150
2021,E09000017,Economically active and a full-time student,In a lone parent family: Parent: One person in generation 1 working,119
2021,E09000017,Economically active and a full-time student,In a lone parent family: Parent: No people in generation 1 working,31
2021,E09000017,Economically active and a full-time student,In a lone parent family: Child of parent,548
2021,E09000017,Economically active and a full-time student: In employment,In a couple family,1401
2021,E09000017,Economically active and a full-time student: In employment,In a couple family: Member of a couple,410
2021,E09000017,Economically active and a full-time student: In employment,In a couple family: Member of a couple: Both people in generation 1 working,320
2021,E09000017,Economically active and a full-time student: In employment,In a couple family: Member of a couple: One person in generation 1 working,90
2021,E09000017,Economically active and a full-time student: In employment,In a couple family: Member of a couple: No people in generation 1 working,0
2021,E09000017,Economically active and a full-time student: In employment,In a couple family: Child of one or both members of couple,991
2021,E09000017,Economically active and a full-time student: In employment,In a lone parent family,414
2021,E09000017,Economically active and a full-time student: In employment,In a lone parent family: Parent,119
2021,E09000017,Economically active and a full-time student: In employment,In a lone parent family: Parent: One person in generation 1 working,119
2021,E09000017,Economically active and a full-time student: In employment,In a lone parent family: Parent: No people in generation 1 working,0
2021,E09000017,Economically active and a full-time student: In employment,In a lone parent family: Child of parent,295
2021,E09000017,Economically active and a full-time student: Unemployed,In a couple family,621
2021,E09000017,Economically active and a full-time student: Unemployed,In a couple family: Member of a couple,49
2021,E09000017,Economically active and a full-time student: Unemployed,In a couple family: Member of a couple: Both people in generation 1 working,0
2021,E09000017,Economically active and a full-time student: Unemployed,In a couple family: Member of a couple: One person in generation 1 working,36
2021,E09000017,Economically active and a full-time student: Unemployed,In a couple family: Member of a couple: No people in generation 1 working,13
2021,E09000017,Economically active and a full-time student: Unemployed,In a couple family: Child of one or both members of couple,572
2021,E09000017,Economically active and a full-time student: Unemployed,In a lone parent family,284
2021,E09000017,Economically active and a full-time student: Unemployed,In a lone parent family: Parent,31
2021,E09000017,Economically active and a full-time student: Unemployed,In a lone parent family: Parent: One person in generation 1 working,0
2021,E09000017,Economically active and a full-time student: Unemployed,In a lone parent family: Parent: No people in generation 1 working,31
2021,E09000017,Economically active and a full-time student: Unemployed,In a lone parent family: Child of parent,253
2021,E09000017,Economically inactive,In a couple family,18828
2021,E09000017,Economically inactive,In a couple family: Member of a couple,11605
2021,E09000017,Economically inactive,In a couple family: Member of a couple: Both people in generation 1 working,0
2021,E09000017,Economically inactive,In a couple family: Member of a couple: One person in generation 1 working,8266
2021,E09000017,Economically inactive,In a couple family: Member of a couple: No people in generation 1 working,3339
2021,E09000017,Economically inactive,In a couple family: Child of one or both members of couple,7223
2021,E09000017,Economically inactive,In a lone parent family,6545
2021,E09000017,Economically inactive,In a lone parent family: Parent,3468
2021,E09000017,Economically inactive,In a lone parent family: Parent: One person in generation 1 working,0
2021,E09000017,Economically inactive,In a lone parent family: Parent: No people in generation 1 working,3468
2021,E09000017,Economically inactive,In a lone parent family: Child of parent,3077
2021,E09000017,Economically inactive: Retired,In a couple family,516
2021,E09000017,Economically inactive: Retired,In a couple family: Member of a couple,515
2021,E09000017,Economically inactive: Retired,In a couple family: Member of a couple: Both people in generation 1 working,0
2021,E09000017,Economically inactive: Retired,In a couple family: Member of a couple: One person in generation 1 working,202
2021,E09000017,Economically inactive: Retired,In a couple family: Member of a couple: No people in generation 1 working,313
2021,E09000017,Economically inactive: Retired,In a couple family: Child of one or both members of couple,1
2021,E09000017,Economically inactive: Retired,In a lone parent family,91
2021,E09000017,Economically inactive: Retired,In a lone parent family: Parent,91
2021,E09000017,Economically inactive: Retired,In a lone parent family: Parent: One person in generation 1 working,0
2021,E09000017,Economically inactive: Retired,In a lone parent family: Parent: No people in generation 1 working,91
2021,E09000017,Economically inactive: Retired,In a lone parent family: Child of parent,0
2021,E09000017,Economically inactive: Student,In a couple family,7348
2021,E09000017,Economically inactive: Student,In a couple family: Member of a couple,543
2021,E09000017,Economically inactive: Student,In a couple family: Member of a couple: Both people in generation 1 working,0
2021,E09000017,Economically inactive: Student,In a couple family: Member of a couple: One person in generation 1 working,364
2021,E09000017,Economically inactive: Student,In a couple family: Member of a couple: No people in generation 1 working,179
2021,E09000017,Economically inactive: Student,In a couple family: Child of one or both members of couple,6805
2021,E09000017,Economically inactive: Student,In a lone parent family,2939
2021,E09000017,Economically inactive: Student,In a lone parent family: Parent,205
2021,E09000017,Economically inactive: Student,In a lone parent family: Parent: One person in generation 1 working,0
2021,E09000017,Economically inactive: Student,In a lone parent family: Parent: No people in generation 1 working,205
2021,E09000017,Economically inactive: Student,In a lone parent family: Child of parent,2734
2021,E09000017,Economically inactive: Looking after home or family,In a couple family,8095
2021,E09000017,Economically inactive: Looking after home or family,In a couple family: Member of a couple,7989
2021,E09000017,Economically inactive: Looking after home or family,In a couple family: Member of a couple: Both people in generation 1 working,0
2021,E09000017,Economically inactive: Looking after home or family,In a couple family: Member of a couple: One person in generation 1 working,6309
2021,E09000017,Economically inactive: Looking after home or family,In a couple family: Member of a couple: No people in generation 1 working,1680
2021,E09000017,Economically inactive: Looking after home or family,In a couple family: Child of one or both members of couple,106
2021,E09000017,Economically inactive: Looking after home or family,In a lone parent family,2216
2021,E09000017,Economically inactive: Looking after home or family,In a lone parent family: Parent,2126
2021,E09000017,Economically inactive: Looking after home or family,In a lone parent family: Parent: One person in generation 1 working,0
2021,E09000017,Economically inactive: Looking after home or family,In a lone parent family: Parent: No people in generation 1 working,2126
2021,E09000017,Economically inactive: Looking after home or family,In a lone parent family: Child of parent,90
2021,E09000017,Economically inactive: Long-term sick or disabled,In a couple family,727
2021,E09000017,Economically inactive: Long-term sick or disabled,In a couple family: Member of a couple,671
2021,E09000017,Economically inactive: Long-term sick or disabled,In a couple family: Member of a couple: Both people in generation 1 working,0
2021,E09000017,Economically inactive: Long-term sick or disabled,In a couple family: Member of a couple: One person in generation 1 working,320
2021,E09000017,Economically inactive: Long-term sick or disabled,In a couple family: Member of a couple: No people in generation 1 working,351
2021,E09000017,Economically inactive: Long-term sick or disabled,In a couple family: Child of one or both members of couple,56
2021,E09000017,Economically inactive: Long-term sick or disabled,In a lone parent family,575
2021,E09000017,Economically inactive: Long-term sick or disabled,In a lone parent family: Parent,510
2021,E09000017,Economically inactive: Long-term sick or disabled,In a lone parent family: Parent: One person in generation 1 working,0
2021,E09000017,Economically inactive: Long-term sick or disabled,In a lone parent family: Parent: No people in generation 1 working,510
2021,E09000017,Economically inactive: Long-term sick or disabled,In a lone parent family: Child of parent,65
2021,E09000017,Economically inactive: Other,In a couple family,2142
2021,E09000017,Economically inactive: Other,In a couple family: Member of a couple,1887
2021,E09000017,Economically inactive: Other,In a couple family: Member of a couple: Both people in generation 1 working,0
2021,E09000017,Economically inactive: Other,In a couple family: Member of a couple: One person in generation 1 working,1071
2021,E09000017,Economically inactive: Other,In a couple family: Member of a couple: No people in generation 1 working,816
2021,E09000017,Economically inactive: Other,In a couple family: Child of one or both members of couple,255
2021,E09000017,Economically inactive: Other,In a lone parent family,724
2021,E09000017,Economically inactive: Other,In a lone parent family: Parent,536
2021,E09000017,Economically inactive: Other,In a lone parent family: Parent: One person in generation 1 working,0
2021,E09000017,Economically inactive: Other,In a lone parent family: Parent: No people in generation 1 working,536
2021,E09000017,Economically inactive: Other,In a lone parent family: Child of parent,188
2021,E09000018,Economically active (excluding full-time students),In a couple family,46304
2021,E09000018,Economically active (excluding full-time students),In a couple family: Member of a couple,43529
2021,E09000018,Economically active (excluding full-time students),In a couple family: Member of a couple: Both people in generation 1 working,31635
2021,E09000018,Economically active (excluding full-time students),In a couple family: Member of a couple: One person in generation 1 working,11225
2021,E09000018,Economically active (excluding full-time students),In a couple family: Member of a couple: No people in generation 1 working,669
2021,E09000018,Economically active (excluding full-time students),In a couple family: Child of one or both members of couple,2775
2021,E09000018,Economically active (excluding full-time students),In a lone parent family,7368
2021,E09000018,Economically active (excluding full-time students),In a lone parent family: Parent,6239
2021,E09000018,Economically active (excluding full-time students),In a lone parent family: Parent: One person in generation 1 working,5673
2021,E09000018,Economically active (excluding full-time students),In a lone parent family: Parent: No people in generation 1 working,566
2021,E09000018,Economically active (excluding full-time students),In a lone parent family: Child of parent,1129
2021,E09000018,Economically active (excluding full-time students): In employment,In a couple family,43765
2021,E09000018,Economically active (excluding full-time students): In employment,In a couple family: Member of a couple,41434
2021,E09000018,Economically active (excluding full-time students): In employment,In a couple family: Member of a couple: Both people in generation 1 working,31635
2021,E09000018,Economically active (excluding full-time students): In employment,In a couple family: Member of a couple: One person in generation 1 working,9799
2021,E09000018,Economically active (excluding full-time students): In employment,In a couple family: Member of a couple: No people in generation 1 working,0
2021,E09000018,Economically active (excluding full-time students): In employment,In a couple family: Child of one or both members of couple,2331
2021,E09000018,Economically active (excluding full-time students): In employment,In a lone parent family,6524
2021,E09000018,Economically active (excluding full-time students): In employment,In a lone parent family: Parent,5673
2021,E09000018,Economically active (excluding full-time students): In employment,In a lone parent family: Parent: One person in generation 1 working,5673
2021,E09000018,Economically active (excluding full-time students): In employment,In a lone parent family: Parent: No people in generation 1 working,0
2021,E09000018,Economically active (excluding full-time students): In employment,In a lone parent family: Child of parent,851
2021,E09000018,Economically active (excluding full-time students): Unemployed,In a couple family,2539
2021,E09000018,Economically active (excluding full-time students): Unemployed,In a couple family: Member of a couple,2095
2021,E09000018,Economically active (excluding full-time students): Unemployed,In a couple family: Member of a couple: Both people in generation 1 working,0
2021,E09000018,Economically active (excluding full-time students): Unemployed,In a couple family: Member of a couple: One person in generation 1 working,1426
2021,E09000018,Economically active (excluding full-time students): Unemployed,In a couple family: Member of a couple: No people in generation 1 working,669
2021,E09000018,Economically active (excluding full-time students): Unemployed,In a couple family: Child of one or both members of couple,444
2021,E09000018,Economically active (excluding full-time students): Unemployed,In a lone parent family,844
2021,E09000018,Economically active (excluding full-time students): Unemployed,In a lone parent family: Parent,566
2021,E09000018,Economically active (excluding full-time students): Unemployed,In a lone parent family: Parent: One person in generation 1 working,0
2021,E09000018,Economically active (excluding full-time students): Unemployed,In a lone parent family: Parent: No people in generation 1 working,566
2021,E09000018,Economically active (excluding full-time students): Unemployed,In a lone parent family: Child of parent,278
2021,E09000018,Economically active and a full-time student,In a couple family,1959
2021,E09000018,Economically active and a full-time student,In a couple family: Member of a couple,476
2021,E09000018,Economically active and a full-time student,In a couple family: Member of a couple: Both people in generation 1 working,323
2021,E09000018,Economically active and a full-time student,In a couple family: Member of a couple: One person in generation 1 working,141
2021,E09000018,Economically active and a full-time student,In a couple family: Member of a couple: No people in generation 1 working,12
2021,E09000018,Economically active and a full-time student,In a couple family: Child of one or both members of couple,1483
2021,E09000018,Economically active and a full-time student,In a lone parent family,729
2021,E09000018,Economically active and a full-time student,In a lone parent family: Parent,149
2021,E09000018,Economically active and a full-time student,In a lone parent family: Parent: One person in generation 1 working,116
2021,E09000018,Economically active and a full-time student,In a lone parent family: Parent: No people in generation 1 working,33
2021,E09000018,Economically active and a full-time student,In a lone parent family: Child of parent,580
2021,E09000018,Economically active and a full-time student: In employment,In a couple family,1371
2021,E09000018,Economically active and a full-time student: In employment,In a couple family: Member of a couple,426
2021,E09000018,Economically active and a full-time student: In employment,In a couple family: Member of a couple: Both people in generation 1 working,323
2021,E09000018,Economically active and a full-time student: In employment,In a couple family: Member of a couple: One person in generation 1 working,103
2021,E09000018,Economically active and a full-time student: In employment,In a couple family: Member of a couple: No people in generation 1 working,0
2021,E09000018,Economically active and a full-time student: In employment,In a couple family: Child of one or both members of couple,945
2021,E09000018,Economically active and a full-time student: In employment,In a lone parent family,455
2021,E09000018,Economically active and a full-time student: In employment,In a lone parent family: Parent,116
2021,E09000018,Economically active and a full-time student: In employment,In a lone parent family: Parent: One person in generation 1 working,116
2021,E09000018,Economically active and a full-time student: In employment,In a lone parent family: Parent: No people in generation 1 working,0
2021,E09000018,Economically active and a full-time student: In employment,In a lone parent family: Child of parent,339
2021,E09000018,Economically active and a full-time student: Unemployed,In a couple family,588
2021,E09000018,Economically active and a full-time student: Unemployed,In a couple family: Member of a couple,50
