lower_tier_local_authorities_code,lower_tier_local_authorities,household_composition_15,religion_10,observation
E09000017,Hillingdon,Single family household: Married or civil partnership couple: All children non-dependent,Not answered,406
E09000017,Hillingdon,Single family household: Cohabiting couple family: No children,No religion,1923
E09000017,Hillingdon,Single family household: Cohabiting couple family: No children,Christian,1869
E09000017,Hillingdon,Single family household: Cohabiting couple family: No children,Buddhist,29
E09000017,Hillingdon,Single family household: Cohabiting couple family: No children,Hindu,109
E09000017,Hillingdon,Single family household: Cohabiting couple family: No children,Jewish,18
E09000017,Hillingdon,Single family household: Cohabiting couple family: No children,Muslim,151
E09000017,Hillingdon,Single family household: Cohabiting couple family: No children,Sikh,61
E09000017,Hillingdon,Single family household: Cohabiting couple family: No children,Other religion,41
E09000017,Hillingdon,Single family household: Cohabiting couple family: No children,Not answered,282
E09000017,Hillingdon,Single family household: Cohabiting couple family: With dependent children,No religion,1262
E09000017,Hillingdon,Single family household: Cohabiting couple family: With dependent children,Christian,1422
E09000017,Hillingdon,Single family household: Cohabiting couple family: With dependent children,Buddhist,15
E09000017,Hillingdon,Single family household: Cohabiting couple family: With dependent children,Hindu,68
E09000017,Hillingdon,Single family household: Cohabiting couple family: With dependent children,Jewish,2
E09000017,Hillingdon,Single family household: Cohabiting couple family: With dependent children,Muslim,283
E09000017,Hillingdon,Single family household: Cohabiting couple family: With dependent children,Sikh,138
E09000017,Hillingdon,Single family household: Cohabiting couple family: With dependent children,Other religion,12
E09000017,Hillingdon,Single family household: Cohabiting couple family: With dependent children,Not answered,184
E09000017,Hillingdon,Single family household: Cohabiting couple family: All children non-dependent,No religion,287
E09000017,Hillingdon,Single family household: Cohabiting couple family: All children non-dependent,Christian,386
E09000017,Hillingdon,Single family household: Cohabiting couple family: All children non-dependent,Buddhist,3
E09000017,Hillingdon,Single family household: Cohabiting couple family: All children non-dependent,Hindu,19
E09000017,Hillingdon,Single family household: Cohabiting couple family: All children non-dependent,Jewish,4
E09000017,Hillingdon,Single family household: Cohabiting couple family: All children non-dependent,Muslim,21
E09000017,Hillingdon,Single family household: Cohabiting couple family: All children non-dependent,Sikh,23
E09000017,Hillingdon,Single family household: Cohabiting couple family: All children non-dependent,Other religion,4
E09000017,Hillingdon,Single family household: Cohabiting couple family: All children non-dependent,Not answered,36
E09000017,Hillingdon,Single family household: Lone parent family: With dependent children,No religion,2147
E09000017,Hillingdon,Single family household: Lone parent family: With dependent children,Christian,3350
E09000017,Hillingdon,Single family household: Lone parent family: With dependent children,Buddhist,45
E09000017,Hillingdon,Single family household: Lone parent family: With dependent children,Hindu,273
E09000017,Hillingdon,Single family household: Lone parent family: With dependent children,Jewish,17
E09000017,Hillingdon,Single family household: Lone parent family: With dependent children,Muslim,1371
E09000017,Hillingdon,Single family household: Lone parent family: With dependent children,Sikh,290
E09000017,Hillingdon,Single family household: Lone parent family: With dependent children,Other religion,76
E09000017,Hillingdon,Single family household: Lone parent family: With dependent children,Not answered,375
E09000017,Hillingdon,Single family household: Lone parent family: All children non-dependent,No religion,1103
E09000017,Hillingdon,Single family household: Lone parent family: All children non-dependent,Christian,2917
E09000017,Hillingdon,Single family household: Lone parent family: All children non-dependent,Buddhist,36
E09000017,Hillingdon,Single family household: Lone parent family: All children non-dependent,Hindu,396
E09000017,Hillingdon,Single family household: Lone parent family: All children non-dependent,Jewish,25
E09000017,Hillingdon,Single family household: Lone parent family: All children non-dependent,Muslim,603
E09000017,Hillingdon,Single family household: Lone parent family: All children non-dependent,Sikh,422
E09000017,Hillingdon,Single family household: Lone parent family: All children non-dependent,Other religion,45
E09000017,Hillingdon,Single family household: Lone parent family: All children non-dependent,Not answered,369
E09000017,Hillingdon,Other household types: Other related household: Other family composition,No religion,299
E09000017,Hillingdon,Other household types: Other related household: Other family composition,Christian,468
E09000017,Hillingdon,Other household types: Other related household: Other family composition,Buddhist,10
E09000017,Hillingdon,Other household types: Other related household: Other family composition,Hindu,86
E09000017,Hillingdon,Other household types: Other related household: Other family composition,Jewish,2
E09000017,Hillingdon,Other household types: Other related household: Other family composition,Muslim,214
E09000017,Hillingdon,Other household types: Other related household: Other family composition,Sikh,122
E09000017,Hillingdon,Other household types: Other related household: Other family composition,Other religion,11
E09000017,Hillingdon,Other household types: Other related household: Other family composition,Not answered,115
E09000017,Hillingdon,Other household types: With dependent children,No religion,708
E09000017,Hillingdon,Other household types: With dependent children,Christian,2352
E09000017,Hillingdon,Other household types: With dependent children,Buddhist,75
E09000017,Hillingdon,Other household types: With dependent children,Hindu,883
E09000017,Hillingdon,Other household types: With dependent children,Jewish,5
E09000017,Hillingdon,Other household types: With dependent children,Muslim,1168
E09000017,Hillingdon,Other household types: With dependent children,Sikh,1180
E09000017,Hillingdon,Other household types: With dependent children,Other religion,58
E09000017,Hillingdon,Other household types: With dependent children,Not answered,233
E09000017,Hillingdon,"Other household types: Other, including all full-time students and all aged 66 years and over",No religion,1260
E09000017,Hillingdon,"Other household types: Other, including all full-time students and all aged 66 years and over",Christian,2466
E09000017,Hillingdon,"Other household types: Other, including all full-time students and all aged 66 years and over",Buddhist,87
E09000017,Hillingdon,"Other household types: Other, including all full-time students and all aged 66 years and over",Hindu,540
E09000017,Hillingdon,"Other household types: Other, including all full-time students and all aged 66 years and over",Jewish,12
E09000017,Hillingdon,"Other household types: Other, including all full-time students and all aged 66 years and over",Muslim,557
E09000017,Hillingdon,"Other household types: Other, including all full-time students and all aged 66 years and over",Sikh,578
E09000017,Hillingdon,"Other household types: Other, including all full-time students and all aged 66 years and over",Other religion,83
E09000017,Hillingdon,"Other household types: Other, including all full-time students and all aged 66 years and over",Not answered,445
E09000018,Hounslow,One-person household: Aged 66 years and over,No religion,1547
E09000018,Hounslow,One-person household: Aged 66 years and over,Christian,5545
E09000018,Hounslow,One-person household: Aged 66 years and over,Buddhist,102
E09000018,Hounslow,One-person household: Aged 66 years and over,Hindu,475
E09000018,Hounslow,One-person household: Aged 66 years and over,Jewish,62
E09000018,Hounslow,One-person household: Aged 66 years and over,Muslim,453
E09000018,Hounslow,One-person household: Aged 66 years and over,Sikh,429
E09000018,Hounslow,One-person household: Aged 66 years and over,Other religion,70
E09000018,Hounslow,One-person household: Aged 66 years and over,Not answered,493
E09000018,Hounslow,One-person household: Other,No religion,5424
E09000018,Hounslow,One-person household: Other,Christian,6714
E09000018,Hounslow,One-person household: Other,Buddhist,192
E09000018,Hounslow,One-person household: Other,Hindu,873
E09000018,Hounslow,One-person household: Other,Jewish,63
E09000018,Hounslow,One-person household: Other,Muslim,1672
E09000018,Hounslow,One-person household: Other,Sikh,642
E09000018,Hounslow,One-person household: Other,Other religion,181
E09000018,Hounslow,One-person household: Other,Not answered,1271
E09000018,Hounslow,Single family household: All aged 66 years and over,No religion,669
E09000018,Hounslow,Single family household: All aged 66 years and over,Christian,2359
E09000018,Hounslow,Single family household: All aged 66 years and over,Buddhist,65
E09000018,Hounslow,Single family household: All aged 66 years and over,Hindu,419
E09000018,Hounslow,Single family household: All aged 66 years and over,Jewish,30
E09000018,Hounslow,Single family household: All aged 66 years and over,Muslim,205
E09000018,Hounslow,Single family household: All aged 66 years and over,Sikh,402
E09000018,Hounslow,Single family household: All aged 66 years and over,Other religion,41
E09000018,Hounslow,Single family household: All aged 66 years and over,Not answered,186
E09000018,Hounslow,Single family household: Married or civil partnership couple: No children,No religion,1844
E09000018,Hounslow,Single family household: Married or civil partnership couple: No children,Christian,3270
E09000018,Hounslow,Single family household: Married or civil partnership couple: No children,Buddhist,105
E09000018,Hounslow,Single family household: Married or civil partnership couple: No children,Hindu,878
E09000018,Hounslow,Single family household: Married or civil partnership couple: No children,Jewish,33
E09000018,Hounslow,Single family household: Married or civil partnership couple: No children,Muslim,737
E09000018,Hounslow,Single family household: Married or civil partnership couple: No children,Sikh,465
E09000018,Hounslow,Single family household: Married or civil partnership couple: No children,Other religion,76
E09000018,Hounslow,Single family household: Married or civil partnership couple: No children,Not answered,436
E09000018,Hounslow,Single family household: Married or civil partnership couple: Dependent children,No religion,2684
E09000018,Hounslow,Single family household: Married or civil partnership couple: Dependent children,Christian,6756
E09000018,Hounslow,Single family household: Married or civil partnership couple: Dependent children,Buddhist,265
E09000018,Hounslow,Single family household: Married or civil partnership couple: Dependent children,Hindu,3014
E09000018,Hounslow,Single family household: Married or civil partnership couple: Dependent children,Jewish,46
E09000018,Hounslow,Single family household: Married or civil partnership couple: Dependent children,Muslim,4400
E09000018,Hounslow,Single family household: Married or civil partnership couple: Dependent children,Sikh,1656
E09000018,Hounslow,Single family household: Married or civil partnership couple: Dependent children,Other religion,118
E09000018,Hounslow,Single family household: Married or civil partnership couple: Dependent children,Not answered,802
E09000018,Hounslow,Single family household: Married or civil partnership couple: All children non-dependent,No religion,857
E09000018,Hounslow,Single family household: Married or civil partnership couple: All children non-dependent,Christian,2442
E09000018,Hounslow,Single family household: Married or civil partnership couple: All children non-dependent,Buddhist,127
E09000018,Hounslow,Single family household: Married or civil partnership couple: All children non-dependent,Hindu,976
E09000018,Hounslow,Single family household: Married or civil partnership couple: All children non-dependent,Jewish,14
E09000018,Hounslow,Single family household: Married or civil partnership couple: All children non-dependent,Muslim,847
E09000018,Hounslow,Single family household: Married or civil partnership couple: All children non-dependent,Sikh,1085
E09000018,Hounslow,Single family household: Married or civil partnership couple: All children non-dependent,Other religion,88
E09000018,Hounslow,Single family household: Married or civil partnership couple: All children non-dependent,Not answered,334
E09000018,Hounslow,Single family household: Cohabiting couple family: No children,No religion,2090
E09000018,Hounslow,Single family household: Cohabiting couple family: No children,Christian,1884
E09000018,Hounslow,Single family household: Cohabiting couple family: No children,Buddhist,36
E09000018,Hounslow,Single family household: Cohabiting couple family: No children,Hindu,103
E09000018,Hounslow,Single family household: Cohabiting couple family: No children,Jewish,17
E09000018,Hounslow,Single family household: Cohabiting couple family: No children,Muslim,129
E09000018,Hounslow,Single family household: Cohabiting couple family: No children,Sikh,52
E09000018,Hounslow,Single family household: Cohabiting couple family: No children,Other religion,30
E09000018,Hounslow,Single family household: Cohabiting couple family: No children,Not answered,344
E09000018,Hounslow,Single family household: Cohabiting couple family: With dependent children,No religion,1046
E09000018,Hounslow,Single family household: Cohabiting couple family: With dependent children,Christian,1299
E09000018,Hounslow,Single family household: Cohabiting couple family: With dependent children,Buddhist,17
E09000018,Hounslow,Single family household: Cohabiting couple family: With dependent children,Hindu,63
E09000018,Hounslow,Single family household: Cohabiting couple family: With dependent children,Jewish,8
E09000018,Hounslow,Single family household: Cohabiting couple family: With dependent children,Muslim,288
E09000018,Hounslow,Single family household: Cohabiting couple family: With dependent children,Sikh,78
E09000018,Hounslow,Single family household: Cohabiting couple family: With dependent children,Other religion,21
E09000018,Hounslow,Single family household: Cohabiting couple family: With dependent children,Not answered,193
E09000018,Hounslow,Single family household: Cohabiting couple family: All children non-dependent,No religion,169
E09000018,Hounslow,Single family household: Cohabiting couple family: All children non-dependent,Christian,275
E09000018,Hounslow,Single family household: Cohabiting couple family: All children non-dependent,Buddhist,6
E09000018,Hounslow,Single family household: Cohabiting couple family: All children non-dependent,Hindu,4
E09000018,Hounslow,Single family household: Cohabiting couple family: All children non-dependent,Jewish,3
E09000018,Hounslow,Single family household: Cohabiting couple family: All children non-dependent,Muslim,31
E09000018,Hounslow,Single family household: Cohabiting couple family: All children non-dependent,Sikh,21
E09000018,Hounslow,Single family household: Cohabiting couple family: All children non-dependent,Other religion,1
E09000018,Hounslow,Single family household: Cohabiting couple family: All children non-dependent,Not answered,36
E09000018,Hounslow,Single family household: Lone parent family: With dependent children,No religion,2006
E09000018,Hounslow,Single family household: Lone parent family: With dependent children,Christian,2926
E09000018,Hounslow,Single family household: Lone parent family: With dependent children,Buddhist,53
E09000018,Hounslow,Single family household: Lone parent family: With dependent children,Hindu,262
E09000018,Hounslow,Single family household: Lone parent family: With dependent children,Jewish,12
E09000018,Hounslow,Single family household: Lone parent family: With dependent children,Muslim,1574
E09000018,Hounslow,Single family household: Lone parent family: With dependent children,Sikh,282
E09000018,Hounslow,Single family household: Lone parent family: With dependent children,Other religion,57
E09000018,Hounslow,Single family household: Lone parent family: With dependent children,Not answered,426
E09000018,Hounslow,Single family household: Lone parent family: All children non-dependent,No religion,982
E09000018,Hounslow,Single family household: Lone parent family: All children non-dependent,Christian,2510
E09000018,Hounslow,Single family household: Lone parent family: All children non-dependent,Buddhist,53
E09000018,Hounslow,Single family household: Lone parent family: All children non-dependent,Hindu,422
E09000018,Hounslow,Single family household: Lone parent family: All children non-dependent,Jewish,13
E09000018,Hounslow,Single family household: Lone parent family: All children non-dependent,Muslim,787
E09000018,Hounslow,Single family household: Lone parent family: All children non-dependent,Sikh,600
E09000018,Hounslow,Single family household: Lone parent family: All children non-dependent,Other religion,57
E09000018,Hounslow,Single family household: Lone parent family: All children non-dependent,Not answered,326
E09000018,Hounslow,Other household types: Other related household: Other family composition,No religion,285
E09000018,Hounslow,Other household types: Other related household: Other family composition,Christian,623
E09000018,Hounslow,Other household types: Other related household: Other family composition,Buddhist,20
E09000018,Hounslow,Other household types: Other related household: Other family composition,Hindu,159
E09000018,Hounslow,Other household types: Other related household: Other family composition,Jewish,1
E09000018,Hounslow,Other household types: Other related household: Other family composition,Muslim,224
E09000018,Hounslow,Other household types: Other related household: Other family composition,Sikh,77
E09000018,Hounslow,Other household types: Other related household: Other family composition,Other religion,9
E09000018,Hounslow,Other household types: Other related household: Other family composition,Not answered,100
E09000018,Hounslow,Other household types: With dependent children,No religion,625
E09000018,Hounslow,Other household types: With dependent children,Christian,2998
E09000018,Hounslow,Other household types: With dependent children,Buddhist,171
E09000018,Hounslow,Other household types: With dependent children,Hindu,806
E09000018,Hounslow,Other household types: With dependent children,Jewish,8
E09000018,Hounslow,Other household types: With dependent children,Muslim,1391
E09000018,Hounslow,Other household types: With dependent children,Sikh,1050
E09000018,Hounslow,Other household types: With dependent children,Other religion,44
E09000018,Hounslow,Other household types: With dependent children,Not answered,297
E09000018,Hounslow,"Other household types: Other, including all full-time students and all aged 66 years and over",No religion,1542
E09000018,Hounslow,"Other household types: Other, including all full-time students and all aged 66 years and over",Christian,3238
E09000018,Hounslow,"Other household types: Other, including all full-time students and all aged 66 years and over",Buddhist,155
E09000018,Hounslow,"Other household types: Other, including all full-time students and all aged 66 years and over",Hindu,694
E09000018,Hounslow,"Other household types: Other, including all full-time students and all aged 66 years and over",Jewish,14
E09000018,Hounslow,"Other household types: Other, including all full-time students and all aged 66 years and over",Muslim,632
E09000018,Hounslow,"Other household types: Other, including all full-time students and all aged 66 years and over",Sikh,636
E09000018,Hounslow,"Other household types: Other, including all full-time students and all aged 66 years and over",Other religion,87
E09000018,Hounslow,"Other household types: Other, including all full-time students and all aged 66 years and over",Not answered,545
E09000019,Islington,One-person household: Aged 66 years and over,No religion,1942
E09000019,Islington,One-person household: Aged 66 years and over,Christian,4540
E09000019,Islington,One-person household: Aged 66 years and over,Buddhist,101
E09000019,Islington,One-person household: Aged 66 years and over,Hindu,43
E09000019,Islington,One-person household: Aged 66 years and over,Jewish,116
E09000019,Islington,One-person household: Aged 66 years and over,Muslim,301
E09000019,Islington,One-person household: Aged 66 years and over,Sikh,1
E09000019,Islington,One-person household: Aged 66 years and over,Other religion,48
E09000019,Islington,One-person household: Aged 66 years and over,Not answered,545
E09000019,Islington,One-person household: Other,No religion,12361
E09000019,Islington,One-person household: Other,Christian,9394
E09000019,Islington,One-person household: Other,Buddhist,358
E09000019,Islington,One-person household: Other,Hindu,292
E09000019,Islington,One-person household: Other,Jewish,387
E09000019,Islington,One-person household: Other,Muslim,1609
E09000019,Islington,One-person household: Other,Sikh,83
E09000019,Islington,One-person household: Other,Other religion,412
E09000019,Islington,One-person household: Other,Not answered,2261
E09000019,Islington,Single family household: All aged 66 years and over,No religion,638
E09000019,Islington,Single family household: All aged 66 years and over,Christian,1228
E09000019,Islington,Single family household: All aged 66 years and over,Buddhist,23
E09000019,Islington,Single family household: All aged 66 years and over,Hindu,17
E09000019,Islington,Single family household: All aged 66 years and over,Jewish,40
E09000019,Islington,Single family household: All aged 66 years and over,Muslim,84
E09000019,Islington,Single family household: All aged 66 years and over,Sikh,1
E09000019,Islington,Single family household: All aged 66 years and over,Other religion,20
E09000019,Islington,Single family household: All aged 66 years and over,Not answered,118
E09000019,Islington,Single family household: Married or civil partnership couple: No children,No religion,3304
E09000019,Islington,Single family household: Married or civil partnership couple: No children,Christian,2202
E09000019,Islington,Single family household: Married or civil partnership couple: No children,Buddhist,72
E09000019,Islington,Single family household: Married or civil partnership couple: No children,Hindu,142
E09000019,Islington,Single family household: Married or civil partnership couple: No children,Jewish,123
E09000019,Islington,Single family household: Married or civil partnership couple: No children,Muslim,308
E09000019,Islington,Single family household: Married or civil partnership couple: No children,Sikh,19
E09000019,Islington,Single family household: Married or civil partnership couple: No children,Other religion,83
E09000019,Islington,Single family household: Married or civil partnership couple: No children,Not answered,437
E09000019,Islington,Single family household: Married or civil partnership couple: Dependent children,No religion,2937
E09000019,Islington,Single family household: Married or civil partnership couple: Dependent children,Christian,3019
E09000019,Islington,Single family household: Married or civil partnership couple: Dependent children,Buddhist,54
E09000019,Islington,Single family household: Married or civil partnership couple: Dependent children,Hindu,106
E09000019,Islington,Single family household: Married or civil partnership couple: Dependent children,Jewish,198
E09000019,Islington,Single family household: Married or civil partnership couple: Dependent children,Muslim,1892
E09000019,Islington,Single family household: Married or civil partnership couple: Dependent children,Sikh,32
E09000019,Islington,Single family household: Married or civil partnership couple: Dependent children,Other religion,153
E09000019,Islington,Single family household: Married or civil partnership couple: Dependent children,Not answered,507
E09000019,Islington,Single family household: Married or civil partnership couple: All children non-dependent,No religion,605
E09000019,Islington,Single family household: Married or civil partnership couple: All children non-dependent,Christian,1221
E09000019,Islington,Single family household: Married or civil partnership couple: All children non-dependent,Buddhist,31
E09000019,Islington,Single family household: Married or civil partnership couple: All children non-dependent,Hindu,30
E09000019,Islington,Single family household: Married or civil partnership couple: All children non-dependent,Jewish,22
E09000019,Islington,Single family household: Married or civil partnership couple: All children non-dependent,Muslim,391
E09000019,Islington,Single family household: Married or civil partnership couple: All children non-dependent,Sikh,4
E09000019,Islington,Single family household: Married or civil partnership couple: All children non-dependent,Other religion,70
E09000019,Islington,Single family household: Married or civil partnership couple: All children non-dependent,Not answered,158
E09000019,Islington,Single family household: Cohabiting couple family: No children,No religion,6926
E09000019,Islington,Single family household: Cohabiting couple family: No children,Christian,2540
E09000019,Islington,Single family household: Cohabiting couple family: No children,Buddhist,67
E09000019,Islington,Single family household: Cohabiting couple family: No children,Hindu,67
E09000019,Islington,Single family household: Cohabiting couple family: No children,Jewish,168
E09000019,Islington,Single family household: Cohabiting couple family: No children,Muslim,128
E09000019,Islington,Single family household: Cohabiting couple family: No children,Sikh,21
E09000019,Islington,Single family household: Cohabiting couple family: No children,Other religion,63
E09000019,Islington,Single family household: Cohabiting couple family: No children,Not answered,727
E09000019,Islington,Single family household: Cohabiting couple family: With dependent children,No religion,1163
E09000019,Islington,Single family household: Cohabiting couple family: With dependent children,Christian,800
E09000019,Islington,Single family household: Cohabiting couple family: With dependent children,Buddhist,16
E09000019,Islington,Single family household: Cohabiting couple family: With dependent children,Hindu,7
E09000019,Islington,Single family household: Cohabiting couple family: With dependent children,Jewish,29
E09000019,Islington,Single family household: Cohabiting couple family: With dependent children,Muslim,207
E09000019,Islington,Single family household: Cohabiting couple family: With dependent children,Sikh,3
E09000019,Islington,Single family household: Cohabiting couple family: With dependent children,Other religion,27
E09000019,Islington,Single family household: Cohabiting couple family: With dependent children,Not answered,177
E09000019,Islington,Single family household: Cohabiting couple family: All children non-dependent,No religion,142
E09000019,Islington,Single family household: Cohabiting couple family: All children non-dependent,Christian,207
E09000019,Islington,Single family household: Cohabiting couple family: All children non-dependent,Buddhist,2
E09000019,Islington,Single family household: Cohabiting couple family: All children non-dependent,Hindu,0
E09000019,Islington,Single family household: Cohabiting couple family: All children non-dependent,Jewish,1
E09000019,Islington,Single family household: Cohabiting couple family: All children non-dependent,Muslim,15
E09000019,Islington,Single family household: Cohabiting couple family: All children non-dependent,Sikh,0
E09000019,Islington,Single family household: Cohabiting couple family: All children non-dependent,Other religion,7
E09000019,Islington,Single family household: Cohabiting couple family: All children non-dependent,Not answered,35
E09000019,Islington,Single family household: Lone parent family: With dependent children,No religion,2218
E09000019,Islington,Single family household: Lone parent family: With dependent children,Christian,3546
E09000019,Islington,Single family household: Lone parent family: With dependent children,Buddhist,67
E09000019,Islington,Single family household: Lone parent family: With dependent children,Hindu,15
E09000019,Islington,Single family household: Lone parent family: With dependent children,Jewish,41
E09000019,Islington,Single family household: Lone parent family: With dependent children,Muslim,1255
E09000019,Islington,Single family household: Lone parent family: With dependent children,Sikh,22
E09000019,Islington,Single family household: Lone parent family: With dependent children,Other religion,145
E09000019,Islington,Single family household: Lone parent family: With dependent children,Not answered,513
E09000019,Islington,Single family household: Lone parent family: All children non-dependent,No religion,1120
E09000019,Islington,Single family household: Lone parent family: All children non-dependent,Christian,2886
E09000019,Islington,Single family household: Lone parent family: All children non-dependent,Buddhist,59
E09000019,Islington,Single family household: Lone parent family: All children non-dependent,Hindu,36
E09000019,Islington,Single family household: Lone parent family: All children non-dependent,Jewish,21
E09000019,Islington,Single family household: Lone parent family: All children non-dependent,Muslim,576
E09000019,Islington,Single family household: Lone parent family: All children non-dependent,Sikh,22
E09000019,Islington,Single family household: Lone parent family: All children non-dependent,Other religion,156
E09000019,Islington,Single family household: Lone parent family: All children non-dependent,Not answered,373
E09000019,Islington,Other household types: Other related household: Other family composition,No religion,757
E09000019,Islington,Other household types: Other related household: Other family composition,Christian,645
E09000019,Islington,Other household types: Other related household: Other family composition,Buddhist,23
E09000019,Islington,Other household types: Other related household: Other family composition,Hindu,27
E09000019,Islington,Other household types: Other related household: Other family composition,Jewish,21
E09000019,Islington,Other household types: Other related household: Other family composition,Muslim,146
E09000019,Islington,Other household types: Other related household: Other family composition,Sikh,4
E09000019,Islington,Other household types: Other related household: Other family composition,Other religion,22
E09000019,Islington,Other household types: Other related household: Other family composition,Not answered,189
E09000019,Islington,Other household types: With dependent children,No religion,442
E09000019,Islington,Other household types: With dependent children,Christian,835
E09000019,Islington,Other household types: With dependent children,Buddhist,21
E09000019,Islington,Other household types: With dependent children,Hindu,22
E09000019,Islington,Other household types: With dependent children,Jewish,6
E09000019,Islington,Other household types: With dependent children,Muslim,579
E09000019,Islington,Other household types: With dependent children,Sikh,11
E09000019,Islington,Other household types: With dependent children,Other religion,23
E09000019,Islington,Other household types: With dependent children,Not answered,131
E09000019,Islington,"Other household types: Other, including all full-time students and all aged 66 years and over",No religion,6290
E09000019,Islington,"Other household types: Other, including all full-time students and all aged 66 years and over",Christian,2865
E09000019,Islington,"Other household types: Other, including all full-time students and all aged 66 years and over",Buddhist,95
E09000019,Islington,"Other household types: Other, including all full-time students and all aged 66 years and over",Hindu,145
E09000019,Islington,"Other household types: Other, including all full-time students and all aged 66 years and over",Jewish,184
E09000019,Islington,"Other household types: Other, including all full-time students and all aged 66 years and over",Muslim,367
E09000019,Islington,"Other household types: Other, including all full-time students and all aged 66 years and over",Sikh,29
E09000019,Islington,"Other household types: Other, including all full-time students and all aged 66 years and over",Other religion,109
E09000019,Islington,"Other household types: Other, including all full-time students and all aged 66 years and over",Not answered,813
E09000020,Kensington and Chelsea,One-person household: Aged 66 years and over,No religion,1510
E09000020,Kensington and Chelsea,One-person household: Aged 66 years and over,Christian,4749
E09000020,Kensington and Chelsea,One-person household: Aged 66 years and over,Buddhist,139
E09000020,Kensington and Chelsea,One-person household: Aged 66 years and over,Hindu,46
E09000020,Kensington and Chelsea,One-person household: Aged 66 years and over,Jewish,206
E09000020,Kensington and Chelsea,One-person household: Aged 66 years and over,Muslim,434
E09000020,Kensington and Chelsea,One-person household: Aged 66 years and over,Sikh,8
E09000020,Kensington and Chelsea,One-person household: Aged 66 years and over,Other religion,53
E09000020,Kensington and Chelsea,One-person household: Aged 66 years and over,Not answered,604
E09000020,Kensington and Chelsea,One-person household: Other,No religion,6870
E09000020,Kensington and Chelsea,One-person household: Other,Christian,9342
E09000020,Kensington and Chelsea,One-person household: Other,Buddhist,356
E09000020,Kensington and Chelsea,One-person household: Other,Hindu,239
E09000020,Kensington and Chelsea,One-person household: Other,Jewish,321
E09000020,Kensington and Chelsea,One-person household: Other,Muslim,1787
E09000020,Kensington and Chelsea,One-person household: Other,Sikh,57
E09000020,Kensington and Chelsea,One-person household: Other,Other religion,320
E09000020,Kensington and Chelsea,One-person household: Other,Not answered,2190
E09000020,Kensington and Chelsea,Single family household: All aged 66 years and over,No religion,430
E09000020,Kensington and Chelsea,Single family household: All aged 66 years and over,Christian,1519
E09000020,Kensington and Chelsea,Single family household: All aged 66 years and over,Buddhist,19
E09000020,Kensington and Chelsea,Single family household: All aged 66 years and over,Hindu,28
E09000020,Kensington and Chelsea,Single family household: All aged 66 years and over,Jewish,117
E09000020,Kensington and Chelsea,Single family household: All aged 66 years and over,Muslim,114
E09000020,Kensington and Chelsea,Single family household: All aged 66 years and over,Sikh,2
E09000020,Kensington and Chelsea,Single family household: All aged 66 years and over,Other religion,8
E09000020,Kensington and Chelsea,Single family household: All aged 66 years and over,Not answered,154
E09000020,Kensington and Chelsea,Single family household: Married or civil partnership couple: No children,No religion,1506
E09000020,Kensington and Chelsea,Single family household: Married or civil partnership couple: No children,Christian,2826
E09000020,Kensington and Chelsea,Single family household: Married or civil partnership couple: No children,Buddhist,91
E09000020,Kensington and Chelsea,Single family household: Married or civil partnership couple: No children,Hindu,91
E09000020,Kensington and Chelsea,Single family household: Married or civil partnership couple: No children,Jewish,104
E09000020,Kensington and Chelsea,Single family household: Married or civil partnership couple: No children,Muslim,282
E09000020,Kensington and Chelsea,Single family household: Married or civil partnership couple: No children,Sikh,8
E09000020,Kensington and Chelsea,Single family household: Married or civil partnership couple: No children,Other religion,30
E09000020,Kensington and Chelsea,Single family household: Married or civil partnership couple: No children,Not answered,479
E09000020,Kensington and Chelsea,Single family household: Married or civil partnership couple: Dependent children,No religion,1517
E09000020,Kensington and Chelsea,Single family household: Married or civil partnership couple: Dependent children,Christian,3574
E09000020,Kensington and Chelsea,Single family household: Married or civil partnership couple: Dependent children,Buddhist,61
E09000020,Kensington and Chelsea,Single family household: Married or civil partnership couple: Dependent children,Hindu,131
E09000020,Kensington and Chelsea,Single family household: Married or civil partnership couple: Dependent children,Jewish,225
E09000020,Kensington and Chelsea,Single family household: Married or civil partnership couple: Dependent children,Muslim,1124
E09000020,Kensington and Chelsea,Single family household: Married or civil partnership couple: Dependent children,Sikh,26
E09000020,Kensington and Chelsea,Single family household: Married or civil partnership couple: Dependent children,Other religion,44
E09000020,Kensington and Chelsea,Single family household: Married or civil partnership couple: Dependent children,Not answered,574
E09000020,Kensington and Chelsea,Single family household: Married or civil partnership couple: All children non-dependent,No religion,340
E09000020,Kensington and Chelsea,Single family household: Married or civil partnership couple: All children non-dependent,Christian,1399
E09000020,Kensington and Chelsea,Single family household: Married or civil partnership couple: All children non-dependent,Buddhist,21
E09000020,Kensington and Chelsea,Single family household: Married or civil partnership couple: All children non-dependent,Hindu,17
E09000020,Kensington and Chelsea,Single family household: Married or civil partnership couple: All children non-dependent,Jewish,35
E09000020,Kensington and Chelsea,Single family household: Married or civil partnership couple: All children non-dependent,Muslim,384
E09000020,Kensington and Chelsea,Single family household: Married or civil partnership couple: All children non-dependent,Sikh,6
E09000020,Kensington and Chelsea,Single family household: Married or civil partnership couple: All children non-dependent,Other religion,13
E09000020,Kensington and Chelsea,Single family household: Married or civil partnership couple: All children non-dependent,Not answered,203
E09000020,Kensington and Chelsea,Single family household: Cohabiting couple family: No children,No religion,1818
