date,geography_code,c_bedrooms_name,c_age_name,c_typaccom_name,obs_value
2011,E09000021,2 bedrooms,Age 10 to 18,Whole house or bungalow: Detached,69
2011,E09000021,2 bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,308
2011,E09000021,2 bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),359
2011,E09000021,2 bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",1174
2011,E09000021,3 bedrooms,Age 0 to 9,Whole house or bungalow: Detached,1011
2011,E09000021,3 bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,4053
2011,E09000021,3 bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),2584
2011,E09000021,3 bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",794
2011,E09000021,3 bedrooms,Age 10 to 18,Whole house or bungalow: Detached,672
2011,E09000021,3 bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,3089
2011,E09000021,3 bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),1873
2011,E09000021,3 bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",615
2011,E09000021,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Detached,1668
2011,E09000021,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,2781
2011,E09000021,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),870
2011,E09000021,4 or more bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",83
2011,E09000021,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Detached,2109
2011,E09000021,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,3061
2011,E09000021,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),828
2011,E09000021,4 or more bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",87
2011,E09000024,1 bedroom,Age 0 to 9,Whole house or bungalow: Detached,38
2011,E09000024,1 bedroom,Age 0 to 9,Whole house or bungalow: Semi-detached,64
2011,E09000024,1 bedroom,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),55
2011,E09000024,1 bedroom,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",1475
2011,E09000024,1 bedroom,Age 10 to 18,Whole house or bungalow: Detached,29
2011,E09000024,1 bedroom,Age 10 to 18,Whole house or bungalow: Semi-detached,42
2011,E09000024,1 bedroom,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),32
2011,E09000024,1 bedroom,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",239
2011,E09000024,2 bedrooms,Age 0 to 9,Whole house or bungalow: Detached,230
2011,E09000024,2 bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,555
2011,E09000024,2 bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),1787
2011,E09000024,2 bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",4291
2011,E09000024,2 bedrooms,Age 10 to 18,Whole house or bungalow: Detached,112
2011,E09000024,2 bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,295
2011,E09000024,2 bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),971
2011,E09000024,2 bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",1444
2011,E09000024,3 bedrooms,Age 0 to 9,Whole house or bungalow: Detached,664
2011,E09000024,3 bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,2690
2011,E09000024,3 bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),5956
2011,E09000024,3 bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",1286
2011,E09000024,3 bedrooms,Age 10 to 18,Whole house or bungalow: Detached,561
2011,E09000024,3 bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,2337
2011,E09000024,3 bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),4850
2011,E09000024,3 bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",1029
2011,E09000024,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Detached,1232
2011,E09000024,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,2398
2011,E09000024,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),3285
2011,E09000024,4 or more bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",200
2011,E09000024,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Detached,1144
2011,E09000024,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,2230
2011,E09000024,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),2603
2011,E09000024,4 or more bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",131
2011,E09000026,1 bedroom,Age 0 to 9,Whole house or bungalow: Detached,94
2011,E09000026,1 bedroom,Age 0 to 9,Whole house or bungalow: Semi-detached,190
2011,E09000026,1 bedroom,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),191
2011,E09000026,1 bedroom,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",2069
2011,E09000026,1 bedroom,Age 10 to 18,Whole house or bungalow: Detached,21
2011,E09000026,1 bedroom,Age 10 to 18,Whole house or bungalow: Semi-detached,101
2011,E09000026,1 bedroom,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),74
2011,E09000026,1 bedroom,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",364
2011,E09000026,2 bedrooms,Age 0 to 9,Whole house or bungalow: Detached,563
2011,E09000026,2 bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,928
2011,E09000026,2 bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),1903
2011,E09000026,2 bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",7312
2011,E09000026,2 bedrooms,Age 10 to 18,Whole house or bungalow: Detached,198
2011,E09000026,2 bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,459
2011,E09000026,2 bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),985
2011,E09000026,2 bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",2261
2011,E09000026,3 bedrooms,Age 0 to 9,Whole house or bungalow: Detached,1550
2011,E09000026,3 bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,5512
2011,E09000026,3 bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),8751
2011,E09000026,3 bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",1201
2011,E09000026,3 bedrooms,Age 10 to 18,Whole house or bungalow: Detached,1253
2011,E09000026,3 bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,4966
2011,E09000026,3 bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),7793
2011,E09000026,3 bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",957
2011,E09000026,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Detached,1486
2011,E09000026,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,4280
2011,E09000026,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),4342
2011,E09000026,4 or more bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",217
2011,E09000026,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Detached,1761
2011,E09000026,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,5252
2011,E09000026,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),5084
2011,E09000026,4 or more bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",126
2011,E09000027,1 bedroom,Age 0 to 9,Whole house or bungalow: Detached,22
2011,E09000027,1 bedroom,Age 0 to 9,Whole house or bungalow: Semi-detached,31
2011,E09000027,1 bedroom,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),30
2011,E09000027,1 bedroom,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",590
2011,E09000027,1 bedroom,Age 10 to 18,Whole house or bungalow: Detached,6
2011,E09000027,1 bedroom,Age 10 to 18,Whole house or bungalow: Semi-detached,12
2011,E09000027,1 bedroom,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),10
2011,E09000027,1 bedroom,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",112
2011,E09000027,2 bedrooms,Age 0 to 9,Whole house or bungalow: Detached,117
2011,E09000027,2 bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,516
2011,E09000027,2 bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),1406
2011,E09000027,2 bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",3683
2011,E09000027,2 bedrooms,Age 10 to 18,Whole house or bungalow: Detached,47
2011,E09000027,2 bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,262
2011,E09000027,2 bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),407
2011,E09000027,2 bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",1173
2011,E09000027,3 bedrooms,Age 0 to 9,Whole house or bungalow: Detached,441
2011,E09000027,3 bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,2718
2011,E09000027,3 bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),3896
2011,E09000027,3 bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",1100
2011,E09000027,3 bedrooms,Age 10 to 18,Whole house or bungalow: Detached,348
2011,E09000027,3 bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,1937
2011,E09000027,3 bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),2068
2011,E09000027,3 bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",705
2011,E09000027,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Detached,1749
2011,E09000027,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,4943
2011,E09000027,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),3716
2011,E09000027,4 or more bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",175
2011,E09000027,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Detached,2136
2011,E09000027,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,4456
2011,E09000027,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),2260
2011,E09000027,4 or more bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",87
2011,E09000029,1 bedroom,Age 0 to 9,Whole house or bungalow: Detached,15
2011,E09000029,1 bedroom,Age 0 to 9,Whole house or bungalow: Semi-detached,35
2011,E09000029,1 bedroom,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),37
2011,E09000029,1 bedroom,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",750
2011,E09000029,1 bedroom,Age 10 to 18,Whole house or bungalow: Detached,14
2011,E09000029,1 bedroom,Age 10 to 18,Whole house or bungalow: Semi-detached,16
2011,E09000029,1 bedroom,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),26
2011,E09000029,1 bedroom,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",147
2011,E09000029,2 bedrooms,Age 0 to 9,Whole house or bungalow: Detached,148
2011,E09000029,2 bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,707
2011,E09000029,2 bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),2198
2011,E09000029,2 bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",4759
2011,E09000029,2 bedrooms,Age 10 to 18,Whole house or bungalow: Detached,94
2011,E09000029,2 bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,381
2011,E09000029,2 bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),1145
2011,E09000029,2 bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",1540
2011,E09000029,3 bedrooms,Age 0 to 9,Whole house or bungalow: Detached,636
2011,E09000029,3 bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,4204
2011,E09000029,3 bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),4491
2011,E09000029,3 bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",911
2011,E09000029,3 bedrooms,Age 10 to 18,Whole house or bungalow: Detached,644
2011,E09000029,3 bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,3973
2011,E09000029,3 bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),4061
2011,E09000029,3 bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",727
2011,E09000029,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Detached,1492
2011,E09000029,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,2343
2011,E09000029,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),976
2011,E09000029,4 or more bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",135
2011,E09000029,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Detached,2263
2011,E09000029,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,3627
2011,E09000029,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),1313
2011,E09000029,4 or more bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",123
2011,E09000031,1 bedroom,Age 0 to 9,Whole house or bungalow: Detached,113
2011,E09000031,1 bedroom,Age 0 to 9,Whole house or bungalow: Semi-detached,178
2011,E09000031,1 bedroom,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),153
2011,E09000031,1 bedroom,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",3092
2011,E09000031,1 bedroom,Age 10 to 18,Whole house or bungalow: Detached,34
2011,E09000031,1 bedroom,Age 10 to 18,Whole house or bungalow: Semi-detached,64
2011,E09000031,1 bedroom,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),69
2011,E09000031,1 bedroom,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",634
2011,E09000031,2 bedrooms,Age 0 to 9,Whole house or bungalow: Detached,795
2011,E09000031,2 bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,1123
2011,E09000031,2 bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),2837
2011,E09000031,2 bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",8909
2011,E09000031,2 bedrooms,Age 10 to 18,Whole house or bungalow: Detached,291
2011,E09000031,2 bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,597
2011,E09000031,2 bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),1441
2011,E09000031,2 bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",3296
2011,E09000031,3 bedrooms,Age 0 to 9,Whole house or bungalow: Detached,1400
2011,E09000031,3 bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,3285
2011,E09000031,3 bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),7218
2011,E09000031,3 bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",2233
2011,E09000031,3 bedrooms,Age 10 to 18,Whole house or bungalow: Detached,1026
2011,E09000031,3 bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,3044
2011,E09000031,3 bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),6369
2011,E09000031,3 bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",1688
2011,E09000031,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Detached,585
2011,E09000031,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Semi-detached,2020
2011,E09000031,4 or more bedrooms,Age 0 to 9,Whole house or bungalow: Terraced (including end-terrace),3044
2011,E09000031,4 or more bedrooms,Age 0 to 9,"Flat, maisonette or apartment, or mobile/temporary accommodation",313
2011,E09000031,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Detached,654
2011,E09000031,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Semi-detached,2461
2011,E09000031,4 or more bedrooms,Age 10 to 18,Whole house or bungalow: Terraced (including end-terrace),3265
2011,E09000031,4 or more bedrooms,Age 10 to 18,"Flat, maisonette or apartment, or mobile/temporary accommodation",232
