date,geography_code,c_dpcefamuk11_name,c_fmtfamuk11_name,obs_value
2011,E09000017,Youngest dependent child: Age 0 to 9,Couple family: Cohabiting: Step-family,392
2011,E09000017,Youngest dependent child: Age 0 to 9,Lone parent family: Male parent,476
2011,E09000017,Youngest dependent child: Age 0 to 9,Lone parent family: Female parent,5685
2011,E09000017,Youngest dependent child: Age 10 to 18,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),6807
2011,E09000017,Youngest dependent child: Age 10 to 18,Couple family: Married or same-sex civil partnership: Step-family,568
2011,E09000017,Youngest dependent child: Age 10 to 18,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),652
2011,E09000017,Youngest dependent child: Age 10 to 18,Couple family: Cohabiting: Step-family,234
2011,E09000017,Youngest dependent child: Age 10 to 18,Lone parent family: Male parent,540
2011,E09000017,Youngest dependent child: Age 10 to 18,Lone parent family: Female parent,3671
2011,E09000017,All children in family non-dependent,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),7347
2011,E09000017,All children in family non-dependent,Couple family: Married or same-sex civil partnership: Step-family,568
2011,E09000017,All children in family non-dependent,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),444
2011,E09000017,All children in family non-dependent,Couple family: Cohabiting: Step-family,145
2011,E09000017,All children in family non-dependent,Lone parent family: Male parent,1094
2011,E09000017,All children in family non-dependent,Lone parent family: Female parent,4097
2011,E09000018,Families with no children,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),15333
2011,E09000018,Families with no children,Couple family: Married or same-sex civil partnership: Step-family,0
2011,E09000018,Families with no children,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),5939
2011,E09000018,Families with no children,Couple family: Cohabiting: Step-family,0
2011,E09000018,Families with no children,Lone parent family: Male parent,0
2011,E09000018,Families with no children,Lone parent family: Female parent,0
2011,E09000018,Youngest dependent child: Age 0 to 9,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),13574
2011,E09000018,Youngest dependent child: Age 0 to 9,Couple family: Married or same-sex civil partnership: Step-family,594
2011,E09000018,Youngest dependent child: Age 0 to 9,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),2098
2011,E09000018,Youngest dependent child: Age 0 to 9,Couple family: Cohabiting: Step-family,315
2011,E09000018,Youngest dependent child: Age 0 to 9,Lone parent family: Male parent,548
2011,E09000018,Youngest dependent child: Age 0 to 9,Lone parent family: Female parent,5338
2011,E09000018,Youngest dependent child: Age 10 to 18,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),5518
2011,E09000018,Youngest dependent child: Age 10 to 18,Couple family: Married or same-sex civil partnership: Step-family,415
2011,E09000018,Youngest dependent child: Age 10 to 18,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),522
2011,E09000018,Youngest dependent child: Age 10 to 18,Couple family: Cohabiting: Step-family,151
2011,E09000018,Youngest dependent child: Age 10 to 18,Lone parent family: Male parent,524
2011,E09000018,Youngest dependent child: Age 10 to 18,Lone parent family: Female parent,3283
2011,E09000018,All children in family non-dependent,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),6378
2011,E09000018,All children in family non-dependent,Couple family: Married or same-sex civil partnership: Step-family,482
2011,E09000018,All children in family non-dependent,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),375
2011,E09000018,All children in family non-dependent,Couple family: Cohabiting: Step-family,136
2011,E09000018,All children in family non-dependent,Lone parent family: Male parent,1087
2011,E09000018,All children in family non-dependent,Lone parent family: Female parent,4189
2011,E09000021,Families with no children,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),11261
2011,E09000021,Families with no children,Couple family: Married or same-sex civil partnership: Step-family,0
2011,E09000021,Families with no children,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),4717
2011,E09000021,Families with no children,Couple family: Cohabiting: Step-family,0
2011,E09000021,Families with no children,Lone parent family: Male parent,0
2011,E09000021,Families with no children,Lone parent family: Female parent,0
2011,E09000021,Youngest dependent child: Age 0 to 9,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),8740
2011,E09000021,Youngest dependent child: Age 0 to 9,Couple family: Married or same-sex civil partnership: Step-family,355
2011,E09000021,Youngest dependent child: Age 0 to 9,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),1394
2011,E09000021,Youngest dependent child: Age 0 to 9,Couple family: Cohabiting: Step-family,196
2011,E09000021,Youngest dependent child: Age 0 to 9,Lone parent family: Male parent,195
2011,E09000021,Youngest dependent child: Age 0 to 9,Lone parent family: Female parent,2183
2011,E09000021,Youngest dependent child: Age 10 to 18,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),4062
2011,E09000021,Youngest dependent child: Age 10 to 18,Couple family: Married or same-sex civil partnership: Step-family,253
2011,E09000021,Youngest dependent child: Age 10 to 18,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),350
2011,E09000021,Youngest dependent child: Age 10 to 18,Couple family: Cohabiting: Step-family,100
2011,E09000021,Youngest dependent child: Age 10 to 18,Lone parent family: Male parent,268
2011,E09000021,Youngest dependent child: Age 10 to 18,Lone parent family: Female parent,1561
2011,E09000021,All children in family non-dependent,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),3653
2011,E09000021,All children in family non-dependent,Couple family: Married or same-sex civil partnership: Step-family,278
2011,E09000021,All children in family non-dependent,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),198
2011,E09000021,All children in family non-dependent,Couple family: Cohabiting: Step-family,69
2011,E09000021,All children in family non-dependent,Lone parent family: Male parent,462
2011,E09000021,All children in family non-dependent,Lone parent family: Female parent,1981
2011,E09000024,Families with no children,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),13303
2011,E09000024,Families with no children,Couple family: Married or same-sex civil partnership: Step-family,0
2011,E09000024,Families with no children,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),6364
2011,E09000024,Families with no children,Couple family: Cohabiting: Step-family,0
2011,E09000024,Families with no children,Lone parent family: Male parent,0
2011,E09000024,Families with no children,Lone parent family: Female parent,0
2011,E09000024,Youngest dependent child: Age 0 to 9,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),10901
2011,E09000024,Youngest dependent child: Age 0 to 9,Couple family: Married or same-sex civil partnership: Step-family,423
2011,E09000024,Youngest dependent child: Age 0 to 9,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),1646
2011,E09000024,Youngest dependent child: Age 0 to 9,Couple family: Cohabiting: Step-family,223
2011,E09000024,Youngest dependent child: Age 0 to 9,Lone parent family: Male parent,237
2011,E09000024,Youngest dependent child: Age 0 to 9,Lone parent family: Female parent,3473
2011,E09000024,Youngest dependent child: Age 10 to 18,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),4398
2011,E09000024,Youngest dependent child: Age 10 to 18,Couple family: Married or same-sex civil partnership: Step-family,309
2011,E09000024,Youngest dependent child: Age 10 to 18,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),487
2011,E09000024,Youngest dependent child: Age 10 to 18,Couple family: Cohabiting: Step-family,114
2011,E09000024,Youngest dependent child: Age 10 to 18,Lone parent family: Male parent,300
2011,E09000024,Youngest dependent child: Age 10 to 18,Lone parent family: Female parent,2415
2011,E09000024,All children in family non-dependent,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),4286
2011,E09000024,All children in family non-dependent,Couple family: Married or same-sex civil partnership: Step-family,304
2011,E09000024,All children in family non-dependent,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),246
2011,E09000024,All children in family non-dependent,Couple family: Cohabiting: Step-family,84
2011,E09000024,All children in family non-dependent,Lone parent family: Male parent,672
2011,E09000024,All children in family non-dependent,Lone parent family: Female parent,3038
2011,E09000026,Families with no children,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),16959
2011,E09000026,Families with no children,Couple family: Married or same-sex civil partnership: Step-family,0
2011,E09000026,Families with no children,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),4386
2011,E09000026,Families with no children,Couple family: Cohabiting: Step-family,0
2011,E09000026,Families with no children,Lone parent family: Male parent,0
2011,E09000026,Families with no children,Lone parent family: Female parent,0
2011,E09000026,Youngest dependent child: Age 0 to 9,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),16433
2011,E09000026,Youngest dependent child: Age 0 to 9,Couple family: Married or same-sex civil partnership: Step-family,661
2011,E09000026,Youngest dependent child: Age 0 to 9,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),1746
2011,E09000026,Youngest dependent child: Age 0 to 9,Couple family: Cohabiting: Step-family,267
2011,E09000026,Youngest dependent child: Age 0 to 9,Lone parent family: Male parent,595
2011,E09000026,Youngest dependent child: Age 0 to 9,Lone parent family: Female parent,5970
2011,E09000026,Youngest dependent child: Age 10 to 18,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),7611
2011,E09000026,Youngest dependent child: Age 10 to 18,Couple family: Married or same-sex civil partnership: Step-family,423
2011,E09000026,Youngest dependent child: Age 10 to 18,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),533
2011,E09000026,Youngest dependent child: Age 10 to 18,Couple family: Cohabiting: Step-family,132
2011,E09000026,Youngest dependent child: Age 10 to 18,Lone parent family: Male parent,477
2011,E09000026,Youngest dependent child: Age 10 to 18,Lone parent family: Female parent,3506
2011,E09000026,All children in family non-dependent,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),8047
2011,E09000026,All children in family non-dependent,Couple family: Married or same-sex civil partnership: Step-family,438
2011,E09000026,All children in family non-dependent,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),301
2011,E09000026,All children in family non-dependent,Couple family: Cohabiting: Step-family,100
2011,E09000026,All children in family non-dependent,Lone parent family: Male parent,891
2011,E09000026,All children in family non-dependent,Lone parent family: Female parent,4045
2011,E09000027,Families with no children,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),14040
2011,E09000027,Families with no children,Couple family: Married or same-sex civil partnership: Step-family,0
2011,E09000027,Families with no children,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),6475
2011,E09000027,Families with no children,Couple family: Cohabiting: Step-family,0
2011,E09000027,Families with no children,Lone parent family: Male parent,0
2011,E09000027,Families with no children,Lone parent family: Female parent,0
2011,E09000027,Youngest dependent child: Age 0 to 9,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),11368
2011,E09000027,Youngest dependent child: Age 0 to 9,Couple family: Married or same-sex civil partnership: Step-family,300
2011,E09000027,Youngest dependent child: Age 0 to 9,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),1854
2011,E09000027,Youngest dependent child: Age 0 to 9,Couple family: Cohabiting: Step-family,187
2011,E09000027,Youngest dependent child: Age 0 to 9,Lone parent family: Male parent,225
2011,E09000027,Youngest dependent child: Age 0 to 9,Lone parent family: Female parent,2251
2011,E09000027,Youngest dependent child: Age 10 to 18,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),4659
2011,E09000027,Youngest dependent child: Age 10 to 18,Couple family: Married or same-sex civil partnership: Step-family,244
2011,E09000027,Youngest dependent child: Age 10 to 18,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),416
2011,E09000027,Youngest dependent child: Age 10 to 18,Couple family: Cohabiting: Step-family,96
2011,E09000027,Youngest dependent child: Age 10 to 18,Lone parent family: Male parent,235
2011,E09000027,Youngest dependent child: Age 10 to 18,Lone parent family: Female parent,1731
2011,E09000027,All children in family non-dependent,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),3514
2011,E09000027,All children in family non-dependent,Couple family: Married or same-sex civil partnership: Step-family,278
2011,E09000027,All children in family non-dependent,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),197
2011,E09000027,All children in family non-dependent,Couple family: Cohabiting: Step-family,64
2011,E09000027,All children in family non-dependent,Lone parent family: Male parent,505
2011,E09000027,All children in family non-dependent,Lone parent family: Female parent,2240
2011,E09000029,Families with no children,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),14148
2011,E09000029,Families with no children,Couple family: Married or same-sex civil partnership: Step-family,0
2011,E09000029,Families with no children,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),4790
2011,E09000029,Families with no children,Couple family: Cohabiting: Step-family,0
2011,E09000029,Families with no children,Lone parent family: Male parent,0
2011,E09000029,Families with no children,Lone parent family: Female parent,0
2011,E09000029,Youngest dependent child: Age 0 to 9,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),9285
2011,E09000029,Youngest dependent child: Age 0 to 9,Couple family: Married or same-sex civil partnership: Step-family,505
2011,E09000029,Youngest dependent child: Age 0 to 9,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),2155
2011,E09000029,Youngest dependent child: Age 0 to 9,Couple family: Cohabiting: Step-family,343
2011,E09000029,Youngest dependent child: Age 0 to 9,Lone parent family: Male parent,234
2011,E09000029,Youngest dependent child: Age 0 to 9,Lone parent family: Female parent,3396
2011,E09000029,Youngest dependent child: Age 10 to 18,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),5277
2011,E09000029,Youngest dependent child: Age 10 to 18,Couple family: Married or same-sex civil partnership: Step-family,500
2011,E09000029,Youngest dependent child: Age 10 to 18,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),620
2011,E09000029,Youngest dependent child: Age 10 to 18,Couple family: Cohabiting: Step-family,172
2011,E09000029,Youngest dependent child: Age 10 to 18,Lone parent family: Male parent,375
2011,E09000029,Youngest dependent child: Age 10 to 18,Lone parent family: Female parent,2463
2011,E09000029,All children in family non-dependent,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),4898
2011,E09000029,All children in family non-dependent,Couple family: Married or same-sex civil partnership: Step-family,435
2011,E09000029,All children in family non-dependent,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),295
2011,E09000029,All children in family non-dependent,Couple family: Cohabiting: Step-family,142
2011,E09000029,All children in family non-dependent,Lone parent family: Male parent,752
2011,E09000029,All children in family non-dependent,Lone parent family: Female parent,2688
2011,E09000031,Families with no children,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),12990
2011,E09000031,Families with no children,Couple family: Married or same-sex civil partnership: Step-family,0
2011,E09000031,Families with no children,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),6592
2011,E09000031,Families with no children,Couple family: Cohabiting: Step-family,0
2011,E09000031,Families with no children,Lone parent family: Male parent,0
2011,E09000031,Families with no children,Lone parent family: Female parent,0
2011,E09000031,Youngest dependent child: Age 0 to 9,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),12498
2011,E09000031,Youngest dependent child: Age 0 to 9,Couple family: Married or same-sex civil partnership: Step-family,641
2011,E09000031,Youngest dependent child: Age 0 to 9,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),2923
2011,E09000031,Youngest dependent child: Age 0 to 9,Couple family: Cohabiting: Step-family,359
2011,E09000031,Youngest dependent child: Age 0 to 9,Lone parent family: Male parent,636
2011,E09000031,Youngest dependent child: Age 0 to 9,Lone parent family: Female parent,6464
2011,E09000031,Youngest dependent child: Age 10 to 18,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),4693
2011,E09000031,Youngest dependent child: Age 10 to 18,Couple family: Married or same-sex civil partnership: Step-family,355
2011,E09000031,Youngest dependent child: Age 10 to 18,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),623
2011,E09000031,Youngest dependent child: Age 10 to 18,Couple family: Cohabiting: Step-family,151
2011,E09000031,Youngest dependent child: Age 10 to 18,Lone parent family: Male parent,475
2011,E09000031,Youngest dependent child: Age 10 to 18,Lone parent family: Female parent,3979
2011,E09000031,All children in family non-dependent,Couple family: Married or same-sex civil partnership: No children or non step-family (all children belong to both members of the couple),5223
2011,E09000031,All children in family non-dependent,Couple family: Married or same-sex civil partnership: Step-family,437
2011,E09000031,All children in family non-dependent,Couple family: Cohabiting: No children or non step-family (all children belong to both members of the couple),378
2011,E09000031,All children in family non-dependent,Couple family: Cohabiting: Step-family,151
2011,E09000031,All children in family non-dependent,Lone parent family: Male parent,972
2011,E09000031,All children in family non-dependent,Lone parent family: Female parent,4427
