date,geography_code,c_dpchuk11_name,c_ahthuk11_name,c_dpchuk11_code,c_ahthuk11_code,obs_value
2011,E09000025,Youngest dependent child: Age 0 to 4,Multi-person household,C_DPCHUK11_T0CNlgkJ,C_AHTHUK11_Szp6ENZZ,149
2011,E09000025,Youngest dependent child: Age 5 to 9,All categories: Household type,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_Szp6SRFd,8854
2011,E09000025,Youngest dependent child: Age 5 to 9,One person household,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_10,3
2011,E09000025,Youngest dependent child: Age 5 to 9,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_Szp5E7PL,4904
2011,E09000025,Youngest dependent child: Age 5 to 9,Cohabiting couple household,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_Szp5aD3d,563
2011,E09000025,Youngest dependent child: Age 5 to 9,Lone parent household,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_Szp5wIsV,3299
2011,E09000025,Youngest dependent child: Age 5 to 9,Multi-person household,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_Szp6ENZZ,85
2011,E09000025,Youngest dependent child: Age 10 to 15,All categories: Household type,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_Szp6SRFd,8324
2011,E09000025,Youngest dependent child: Age 10 to 15,One person household,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_10,3
2011,E09000025,Youngest dependent child: Age 10 to 15,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_Szp5E7PL,4053
2011,E09000025,Youngest dependent child: Age 10 to 15,Cohabiting couple household,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_Szp5aD3d,451
2011,E09000025,Youngest dependent child: Age 10 to 15,Lone parent household,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_Szp5wIsV,3668
2011,E09000025,Youngest dependent child: Age 10 to 15,Multi-person household,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_Szp6ENZZ,149
2011,E09000025,Youngest dependent child: Age 16 to 18,All categories: Household type,C_DPCHUK11_T0CQUOro,C_AHTHUK11_Szp6SRFd,3222
2011,E09000025,Youngest dependent child: Age 16 to 18,One person household,C_DPCHUK11_T0CQUOro,C_AHTHUK11_10,0
2011,E09000025,Youngest dependent child: Age 16 to 18,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CQUOro,C_AHTHUK11_Szp5E7PL,1648
2011,E09000025,Youngest dependent child: Age 16 to 18,Cohabiting couple household,C_DPCHUK11_T0CQUOro,C_AHTHUK11_Szp5aD3d,151
2011,E09000025,Youngest dependent child: Age 16 to 18,Lone parent household,C_DPCHUK11_T0CQUOro,C_AHTHUK11_Szp5wIsV,1421
2011,E09000025,Youngest dependent child: Age 16 to 18,Multi-person household,C_DPCHUK11_T0CQUOro,C_AHTHUK11_Szp6ENZZ,2
2011,E09000028,All categories: All households,All categories: Household type,C_DPCHUK11_T0CKmuoD,C_AHTHUK11_Szp6SRFd,120422
2011,E09000028,All categories: All households,One person household,C_DPCHUK11_T0CKmuoD,C_AHTHUK11_10,40307
2011,E09000028,All categories: All households,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CKmuoD,C_AHTHUK11_Szp5E7PL,29487
2011,E09000028,All categories: All households,Cohabiting couple household,C_DPCHUK11_T0CKmuoD,C_AHTHUK11_Szp5aD3d,16229
2011,E09000028,All categories: All households,Lone parent household,C_DPCHUK11_T0CKmuoD,C_AHTHUK11_Szp5wIsV,20607
2011,E09000028,All categories: All households,Multi-person household,C_DPCHUK11_T0CKmuoD,C_AHTHUK11_Szp6ENZZ,13792
2011,E09000028,Households with no dependent children,All categories: Household type,C_DPCHUK11_01,C_AHTHUK11_Szp6SRFd,86368
2011,E09000028,Households with no dependent children,One person household,C_DPCHUK11_01,C_AHTHUK11_10,40302
2011,E09000028,Households with no dependent children,Married or same-sex civil partnership couple household,C_DPCHUK11_01,C_AHTHUK11_Szp5E7PL,15245
2011,E09000028,Households with no dependent children,Cohabiting couple household,C_DPCHUK11_01,C_AHTHUK11_Szp5aD3d,11466
2011,E09000028,Households with no dependent children,Lone parent household,C_DPCHUK11_01,C_AHTHUK11_Szp5wIsV,5852
2011,E09000028,Households with no dependent children,Multi-person household,C_DPCHUK11_01,C_AHTHUK11_Szp6ENZZ,13503
2011,E09000028,Households with dependent children: Total,All categories: Household type,C_DPCHUK11_T0CM0Eah,C_AHTHUK11_Szp6SRFd,34054
2011,E09000028,Households with dependent children: Total,One person household,C_DPCHUK11_T0CM0Eah,C_AHTHUK11_10,5
2011,E09000028,Households with dependent children: Total,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CM0Eah,C_AHTHUK11_Szp5E7PL,14242
2011,E09000028,Households with dependent children: Total,Cohabiting couple household,C_DPCHUK11_T0CM0Eah,C_AHTHUK11_Szp5aD3d,4763
2011,E09000028,Households with dependent children: Total,Lone parent household,C_DPCHUK11_T0CM0Eah,C_AHTHUK11_Szp5wIsV,14755
2011,E09000028,Households with dependent children: Total,Multi-person household,C_DPCHUK11_T0CM0Eah,C_AHTHUK11_Szp6ENZZ,289
2011,E09000028,Youngest dependent child: Age 0 to 4,All categories: Household type,C_DPCHUK11_T0CNlgkJ,C_AHTHUK11_Szp6SRFd,16341
2011,E09000028,Youngest dependent child: Age 0 to 4,One person household,C_DPCHUK11_T0CNlgkJ,C_AHTHUK11_10,5
2011,E09000028,Youngest dependent child: Age 0 to 4,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CNlgkJ,C_AHTHUK11_Szp5E7PL,7899
2011,E09000028,Youngest dependent child: Age 0 to 4,Cohabiting couple household,C_DPCHUK11_T0CNlgkJ,C_AHTHUK11_Szp5aD3d,2838
2011,E09000028,Youngest dependent child: Age 0 to 4,Lone parent household,C_DPCHUK11_T0CNlgkJ,C_AHTHUK11_Szp5wIsV,5460
2011,E09000028,Youngest dependent child: Age 0 to 4,Multi-person household,C_DPCHUK11_T0CNlgkJ,C_AHTHUK11_Szp6ENZZ,139
2011,E09000028,Youngest dependent child: Age 5 to 9,All categories: Household type,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_Szp6SRFd,7726
2011,E09000028,Youngest dependent child: Age 5 to 9,One person household,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_10,0
2011,E09000028,Youngest dependent child: Age 5 to 9,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_Szp5E7PL,2904
2011,E09000028,Youngest dependent child: Age 5 to 9,Cohabiting couple household,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_Szp5aD3d,911
2011,E09000028,Youngest dependent child: Age 5 to 9,Lone parent household,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_Szp5wIsV,3855
2011,E09000028,Youngest dependent child: Age 5 to 9,Multi-person household,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_Szp6ENZZ,56
2011,E09000028,Youngest dependent child: Age 10 to 15,All categories: Household type,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_Szp6SRFd,7369
2011,E09000028,Youngest dependent child: Age 10 to 15,One person household,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_10,0
2011,E09000028,Youngest dependent child: Age 10 to 15,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_Szp5E7PL,2569
2011,E09000028,Youngest dependent child: Age 10 to 15,Cohabiting couple household,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_Szp5aD3d,782
2011,E09000028,Youngest dependent child: Age 10 to 15,Lone parent household,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_Szp5wIsV,3924
2011,E09000028,Youngest dependent child: Age 10 to 15,Multi-person household,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_Szp6ENZZ,94
2011,E09000028,Youngest dependent child: Age 16 to 18,All categories: Household type,C_DPCHUK11_T0CQUOro,C_AHTHUK11_Szp6SRFd,2618
2011,E09000028,Youngest dependent child: Age 16 to 18,One person household,C_DPCHUK11_T0CQUOro,C_AHTHUK11_10,0
2011,E09000028,Youngest dependent child: Age 16 to 18,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CQUOro,C_AHTHUK11_Szp5E7PL,870
2011,E09000028,Youngest dependent child: Age 16 to 18,Cohabiting couple household,C_DPCHUK11_T0CQUOro,C_AHTHUK11_Szp5aD3d,232
2011,E09000028,Youngest dependent child: Age 16 to 18,Lone parent household,C_DPCHUK11_T0CQUOro,C_AHTHUK11_Szp5wIsV,1516
2011,E09000028,Youngest dependent child: Age 16 to 18,Multi-person household,C_DPCHUK11_T0CQUOro,C_AHTHUK11_Szp6ENZZ,0
2011,E09000030,All categories: All households,All categories: Household type,C_DPCHUK11_T0CKmuoD,C_AHTHUK11_Szp6SRFd,101257
2011,E09000030,All categories: All households,One person household,C_DPCHUK11_T0CKmuoD,C_AHTHUK11_10,35047
2011,E09000030,All categories: All households,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CKmuoD,C_AHTHUK11_Szp5E7PL,27954
2011,E09000030,All categories: All households,Cohabiting couple household,C_DPCHUK11_T0CKmuoD,C_AHTHUK11_Szp5aD3d,11500
2011,E09000030,All categories: All households,Lone parent household,C_DPCHUK11_T0CKmuoD,C_AHTHUK11_Szp5wIsV,12448
2011,E09000030,All categories: All households,Multi-person household,C_DPCHUK11_T0CKmuoD,C_AHTHUK11_Szp6ENZZ,14308
2011,E09000030,Households with no dependent children,All categories: Household type,C_DPCHUK11_01,C_AHTHUK11_Szp6SRFd,74329
2011,E09000030,Households with no dependent children,One person household,C_DPCHUK11_01,C_AHTHUK11_10,35041
2011,E09000030,Households with no dependent children,Married or same-sex civil partnership couple household,C_DPCHUK11_01,C_AHTHUK11_Szp5E7PL,11870
2011,E09000030,Households with no dependent children,Cohabiting couple household,C_DPCHUK11_01,C_AHTHUK11_Szp5aD3d,9476
2011,E09000030,Households with no dependent children,Lone parent household,C_DPCHUK11_01,C_AHTHUK11_Szp5wIsV,3811
2011,E09000030,Households with no dependent children,Multi-person household,C_DPCHUK11_01,C_AHTHUK11_Szp6ENZZ,14131
2011,E09000030,Households with dependent children: Total,All categories: Household type,C_DPCHUK11_T0CM0Eah,C_AHTHUK11_Szp6SRFd,26928
2011,E09000030,Households with dependent children: Total,One person household,C_DPCHUK11_T0CM0Eah,C_AHTHUK11_10,6
2011,E09000030,Households with dependent children: Total,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CM0Eah,C_AHTHUK11_Szp5E7PL,16084
2011,E09000030,Households with dependent children: Total,Cohabiting couple household,C_DPCHUK11_T0CM0Eah,C_AHTHUK11_Szp5aD3d,2024
2011,E09000030,Households with dependent children: Total,Lone parent household,C_DPCHUK11_T0CM0Eah,C_AHTHUK11_Szp5wIsV,8637
2011,E09000030,Households with dependent children: Total,Multi-person household,C_DPCHUK11_T0CM0Eah,C_AHTHUK11_Szp6ENZZ,177
2011,E09000030,Youngest dependent child: Age 0 to 4,All categories: Household type,C_DPCHUK11_T0CNlgkJ,C_AHTHUK11_Szp6SRFd,14669
2011,E09000030,Youngest dependent child: Age 0 to 4,One person household,C_DPCHUK11_T0CNlgkJ,C_AHTHUK11_10,4
2011,E09000030,Youngest dependent child: Age 0 to 4,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CNlgkJ,C_AHTHUK11_Szp5E7PL,9652
2011,E09000030,Youngest dependent child: Age 0 to 4,Cohabiting couple household,C_DPCHUK11_T0CNlgkJ,C_AHTHUK11_Szp5aD3d,1351
2011,E09000030,Youngest dependent child: Age 0 to 4,Lone parent household,C_DPCHUK11_T0CNlgkJ,C_AHTHUK11_Szp5wIsV,3588
2011,E09000030,Youngest dependent child: Age 0 to 4,Multi-person household,C_DPCHUK11_T0CNlgkJ,C_AHTHUK11_Szp6ENZZ,74
2011,E09000030,Youngest dependent child: Age 5 to 9,All categories: Household type,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_Szp6SRFd,5981
2011,E09000030,Youngest dependent child: Age 5 to 9,One person household,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_10,1
2011,E09000030,Youngest dependent child: Age 5 to 9,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_Szp5E7PL,3423
2011,E09000030,Youngest dependent child: Age 5 to 9,Cohabiting couple household,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_Szp5aD3d,336
2011,E09000030,Youngest dependent child: Age 5 to 9,Lone parent household,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_Szp5wIsV,2184
2011,E09000030,Youngest dependent child: Age 5 to 9,Multi-person household,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_Szp6ENZZ,37
2011,E09000030,Youngest dependent child: Age 10 to 15,All categories: Household type,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_Szp6SRFd,4675
2011,E09000030,Youngest dependent child: Age 10 to 15,One person household,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_10,1
2011,E09000030,Youngest dependent child: Age 10 to 15,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_Szp5E7PL,2279
2011,E09000030,Youngest dependent child: Age 10 to 15,Cohabiting couple household,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_Szp5aD3d,246
2011,E09000030,Youngest dependent child: Age 10 to 15,Lone parent household,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_Szp5wIsV,2084
2011,E09000030,Youngest dependent child: Age 10 to 15,Multi-person household,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_Szp6ENZZ,65
2011,E09000030,Youngest dependent child: Age 16 to 18,All categories: Household type,C_DPCHUK11_T0CQUOro,C_AHTHUK11_Szp6SRFd,1603
2011,E09000030,Youngest dependent child: Age 16 to 18,One person household,C_DPCHUK11_T0CQUOro,C_AHTHUK11_10,0
2011,E09000030,Youngest dependent child: Age 16 to 18,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CQUOro,C_AHTHUK11_Szp5E7PL,730
2011,E09000030,Youngest dependent child: Age 16 to 18,Cohabiting couple household,C_DPCHUK11_T0CQUOro,C_AHTHUK11_Szp5aD3d,91
2011,E09000030,Youngest dependent child: Age 16 to 18,Lone parent household,C_DPCHUK11_T0CQUOro,C_AHTHUK11_Szp5wIsV,781
2011,E09000030,Youngest dependent child: Age 16 to 18,Multi-person household,C_DPCHUK11_T0CQUOro,C_AHTHUK11_Szp6ENZZ,1
2011,E09000032,All categories: All households,All categories: Household type,C_DPCHUK11_T0CKmuoD,C_AHTHUK11_Szp6SRFd,130493
2011,E09000032,All categories: All households,One person household,C_DPCHUK11_T0CKmuoD,C_AHTHUK11_10,42106
2011,E09000032,All categories: All households,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CKmuoD,C_AHTHUK11_Szp5E7PL,38717
2011,E09000032,All categories: All households,Cohabiting couple household,C_DPCHUK11_T0CKmuoD,C_AHTHUK11_Szp5aD3d,18184
2011,E09000032,All categories: All households,Lone parent household,C_DPCHUK11_T0CKmuoD,C_AHTHUK11_Szp5wIsV,14235
2011,E09000032,All categories: All households,Multi-person household,C_DPCHUK11_T0CKmuoD,C_AHTHUK11_Szp6ENZZ,17251
2011,E09000032,Households with no dependent children,All categories: Household type,C_DPCHUK11_01,C_AHTHUK11_Szp6SRFd,98828
2011,E09000032,Households with no dependent children,One person household,C_DPCHUK11_01,C_AHTHUK11_10,42098
2011,E09000032,Households with no dependent children,Married or same-sex civil partnership couple household,C_DPCHUK11_01,C_AHTHUK11_Szp5E7PL,19565
2011,E09000032,Households with no dependent children,Cohabiting couple household,C_DPCHUK11_01,C_AHTHUK11_Szp5aD3d,15061
2011,E09000032,Households with no dependent children,Lone parent household,C_DPCHUK11_01,C_AHTHUK11_Szp5wIsV,5002
2011,E09000032,Households with no dependent children,Multi-person household,C_DPCHUK11_01,C_AHTHUK11_Szp6ENZZ,17102
2011,E09000032,Households with dependent children: Total,All categories: Household type,C_DPCHUK11_T0CM0Eah,C_AHTHUK11_Szp6SRFd,31665
2011,E09000032,Households with dependent children: Total,One person household,C_DPCHUK11_T0CM0Eah,C_AHTHUK11_10,8
2011,E09000032,Households with dependent children: Total,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CM0Eah,C_AHTHUK11_Szp5E7PL,19152
2011,E09000032,Households with dependent children: Total,Cohabiting couple household,C_DPCHUK11_T0CM0Eah,C_AHTHUK11_Szp5aD3d,3123
2011,E09000032,Households with dependent children: Total,Lone parent household,C_DPCHUK11_T0CM0Eah,C_AHTHUK11_Szp5wIsV,9233
2011,E09000032,Households with dependent children: Total,Multi-person household,C_DPCHUK11_T0CM0Eah,C_AHTHUK11_Szp6ENZZ,149
2011,E09000032,Youngest dependent child: Age 0 to 4,All categories: Household type,C_DPCHUK11_T0CNlgkJ,C_AHTHUK11_Szp6SRFd,16474
2011,E09000032,Youngest dependent child: Age 0 to 4,One person household,C_DPCHUK11_T0CNlgkJ,C_AHTHUK11_10,4
2011,E09000032,Youngest dependent child: Age 0 to 4,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CNlgkJ,C_AHTHUK11_Szp5E7PL,11152
2011,E09000032,Youngest dependent child: Age 0 to 4,Cohabiting couple household,C_DPCHUK11_T0CNlgkJ,C_AHTHUK11_Szp5aD3d,1950
2011,E09000032,Youngest dependent child: Age 0 to 4,Lone parent household,C_DPCHUK11_T0CNlgkJ,C_AHTHUK11_Szp5wIsV,3290
2011,E09000032,Youngest dependent child: Age 0 to 4,Multi-person household,C_DPCHUK11_T0CNlgkJ,C_AHTHUK11_Szp6ENZZ,78
2011,E09000032,Youngest dependent child: Age 5 to 9,All categories: Household type,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_Szp6SRFd,6642
2011,E09000032,Youngest dependent child: Age 5 to 9,One person household,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_10,1
2011,E09000032,Youngest dependent child: Age 5 to 9,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_Szp5E7PL,3813
2011,E09000032,Youngest dependent child: Age 5 to 9,Cohabiting couple household,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_Szp5aD3d,557
2011,E09000032,Youngest dependent child: Age 5 to 9,Lone parent household,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_Szp5wIsV,2241
2011,E09000032,Youngest dependent child: Age 5 to 9,Multi-person household,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_Szp6ENZZ,30
2011,E09000032,Youngest dependent child: Age 10 to 15,All categories: Household type,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_Szp6SRFd,6257
2011,E09000032,Youngest dependent child: Age 10 to 15,One person household,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_10,3
2011,E09000032,Youngest dependent child: Age 10 to 15,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_Szp5E7PL,3142
2011,E09000032,Youngest dependent child: Age 10 to 15,Cohabiting couple household,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_Szp5aD3d,469
2011,E09000032,Youngest dependent child: Age 10 to 15,Lone parent household,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_Szp5wIsV,2602
2011,E09000032,Youngest dependent child: Age 10 to 15,Multi-person household,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_Szp6ENZZ,41
2011,E09000032,Youngest dependent child: Age 16 to 18,All categories: Household type,C_DPCHUK11_T0CQUOro,C_AHTHUK11_Szp6SRFd,2292
2011,E09000032,Youngest dependent child: Age 16 to 18,One person household,C_DPCHUK11_T0CQUOro,C_AHTHUK11_10,0
2011,E09000032,Youngest dependent child: Age 16 to 18,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CQUOro,C_AHTHUK11_Szp5E7PL,1045
2011,E09000032,Youngest dependent child: Age 16 to 18,Cohabiting couple household,C_DPCHUK11_T0CQUOro,C_AHTHUK11_Szp5aD3d,147
2011,E09000032,Youngest dependent child: Age 16 to 18,Lone parent household,C_DPCHUK11_T0CQUOro,C_AHTHUK11_Szp5wIsV,1100
2011,E09000032,Youngest dependent child: Age 16 to 18,Multi-person household,C_DPCHUK11_T0CQUOro,C_AHTHUK11_Szp6ENZZ,0
2011,E09000033,All categories: All households,All categories: Household type,C_DPCHUK11_T0CKmuoD,C_AHTHUK11_Szp6SRFd,105772
2011,E09000033,All categories: All households,One person household,C_DPCHUK11_T0CKmuoD,C_AHTHUK11_10,47893
2011,E09000033,All categories: All households,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CKmuoD,C_AHTHUK11_Szp5E7PL,26861
2011,E09000033,All categories: All households,Cohabiting couple household,C_DPCHUK11_T0CKmuoD,C_AHTHUK11_Szp5aD3d,9606
2011,E09000033,All categories: All households,Lone parent household,C_DPCHUK11_T0CKmuoD,C_AHTHUK11_Szp5wIsV,10891
2011,E09000033,All categories: All households,Multi-person household,C_DPCHUK11_T0CKmuoD,C_AHTHUK11_Szp6ENZZ,10521
2011,E09000033,Households with no dependent children,All categories: Household type,C_DPCHUK11_01,C_AHTHUK11_Szp6SRFd,85649
2011,E09000033,Households with no dependent children,One person household,C_DPCHUK11_01,C_AHTHUK11_10,47873
2011,E09000033,Households with no dependent children,Married or same-sex civil partnership couple household,C_DPCHUK11_01,C_AHTHUK11_Szp5E7PL,15224
2011,E09000033,Households with no dependent children,Cohabiting couple household,C_DPCHUK11_01,C_AHTHUK11_Szp5aD3d,8243
2011,E09000033,Households with no dependent children,Lone parent household,C_DPCHUK11_01,C_AHTHUK11_Szp5wIsV,3931
2011,E09000033,Households with no dependent children,Multi-person household,C_DPCHUK11_01,C_AHTHUK11_Szp6ENZZ,10378
2011,E09000033,Households with dependent children: Total,All categories: Household type,C_DPCHUK11_T0CM0Eah,C_AHTHUK11_Szp6SRFd,20123
2011,E09000033,Households with dependent children: Total,One person household,C_DPCHUK11_T0CM0Eah,C_AHTHUK11_10,20
2011,E09000033,Households with dependent children: Total,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CM0Eah,C_AHTHUK11_Szp5E7PL,11637
2011,E09000033,Households with dependent children: Total,Cohabiting couple household,C_DPCHUK11_T0CM0Eah,C_AHTHUK11_Szp5aD3d,1363
2011,E09000033,Households with dependent children: Total,Lone parent household,C_DPCHUK11_T0CM0Eah,C_AHTHUK11_Szp5wIsV,6960
2011,E09000033,Households with dependent children: Total,Multi-person household,C_DPCHUK11_T0CM0Eah,C_AHTHUK11_Szp6ENZZ,143
2011,E09000033,Youngest dependent child: Age 0 to 4,All categories: Household type,C_DPCHUK11_T0CNlgkJ,C_AHTHUK11_Szp6SRFd,9806
2011,E09000033,Youngest dependent child: Age 0 to 4,One person household,C_DPCHUK11_T0CNlgkJ,C_AHTHUK11_10,10
2011,E09000033,Youngest dependent child: Age 0 to 4,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CNlgkJ,C_AHTHUK11_Szp5E7PL,6477
2011,E09000033,Youngest dependent child: Age 0 to 4,Cohabiting couple household,C_DPCHUK11_T0CNlgkJ,C_AHTHUK11_Szp5aD3d,859
2011,E09000033,Youngest dependent child: Age 0 to 4,Lone parent household,C_DPCHUK11_T0CNlgkJ,C_AHTHUK11_Szp5wIsV,2412
2011,E09000033,Youngest dependent child: Age 0 to 4,Multi-person household,C_DPCHUK11_T0CNlgkJ,C_AHTHUK11_Szp6ENZZ,48
2011,E09000033,Youngest dependent child: Age 5 to 9,All categories: Household type,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_Szp6SRFd,4530
2011,E09000033,Youngest dependent child: Age 5 to 9,One person household,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_10,9
2011,E09000033,Youngest dependent child: Age 5 to 9,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_Szp5E7PL,2454
2011,E09000033,Youngest dependent child: Age 5 to 9,Cohabiting couple household,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_Szp5aD3d,266
2011,E09000033,Youngest dependent child: Age 5 to 9,Lone parent household,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_Szp5wIsV,1779
2011,E09000033,Youngest dependent child: Age 5 to 9,Multi-person household,C_DPCHUK11_T0CO9n4d,C_AHTHUK11_Szp6ENZZ,22
2011,E09000033,Youngest dependent child: Age 10 to 15,All categories: Household type,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_Szp6SRFd,4087
2011,E09000033,Youngest dependent child: Age 10 to 15,One person household,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_10,1
2011,E09000033,Youngest dependent child: Age 10 to 15,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_Szp5E7PL,1913
2011,E09000033,Youngest dependent child: Age 10 to 15,Cohabiting couple household,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_Szp5aD3d,179
2011,E09000033,Youngest dependent child: Age 10 to 15,Lone parent household,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_Szp5wIsV,1921
2011,E09000033,Youngest dependent child: Age 10 to 15,Multi-person household,C_DPCHUK11_T0CPsEqU,C_AHTHUK11_Szp6ENZZ,73
2011,E09000033,Youngest dependent child: Age 16 to 18,All categories: Household type,C_DPCHUK11_T0CQUOro,C_AHTHUK11_Szp6SRFd,1700
2011,E09000033,Youngest dependent child: Age 16 to 18,One person household,C_DPCHUK11_T0CQUOro,C_AHTHUK11_10,0
2011,E09000033,Youngest dependent child: Age 16 to 18,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CQUOro,C_AHTHUK11_Szp5E7PL,793
2011,E09000033,Youngest dependent child: Age 16 to 18,Cohabiting couple household,C_DPCHUK11_T0CQUOro,C_AHTHUK11_Szp5aD3d,59
2011,E09000033,Youngest dependent child: Age 16 to 18,Lone parent household,C_DPCHUK11_T0CQUOro,C_AHTHUK11_Szp5wIsV,848
2011,E09000033,Youngest dependent child: Age 16 to 18,Multi-person household,C_DPCHUK11_T0CQUOro,C_AHTHUK11_Szp6ENZZ,0
2011,E09000002,All categories: All households,All categories: Household type,C_DPCHUK11_T0CKmuoD,C_AHTHUK11_Szp6SRFd,69681
2011,E09000002,All categories: All households,One person household,C_DPCHUK11_T0CKmuoD,C_AHTHUK11_10,19215
2011,E09000002,All categories: All households,Married or same-sex civil partnership couple household,C_DPCHUK11_T0CKmuoD,C_AHTHUK11_Szp5E7PL,26062
2011,E09000002,All categories: All households,Cohabiting couple household,C_DPCHUK11_T0CKmuoD,C_AHTHUK11_Szp5aD3d,6515
2011,E09000002,All categories: All households,Lone parent household,C_DPCHUK11_T0CKmuoD,C_AHTHUK11_Szp5wIsV,15207
2011,E09000002,All categories: All households,Multi-person household,C_DPCHUK11_T0CKmuoD,C_AHTHUK11_Szp6ENZZ,2682
2011,E09000002,Households with no dependent children,All categories: Household type,C_DPCHUK11_01,C_AHTHUK11_Szp6SRFd,40735
2011,E09000002,Households with no dependent children,One person household,C_DPCHUK11_01,C_AHTHUK11_10,19211
2011,E09000002,Households with no dependent children,Married or same-sex civil partnership couple household,C_DPCHUK11_01,C_AHTHUK11_Szp5E7PL,12297
2011,E09000002,Households with no dependent children,Cohabiting couple household,C_DPCHUK11_01,C_AHTHUK11_Szp5aD3d,3039
2011,E09000002,Households with no dependent children,Lone parent household,C_DPCHUK11_01,C_AHTHUK11_Szp5wIsV,3647
2011,E09000002,Households with no dependent children,Multi-person household,C_DPCHUK11_01,C_AHTHUK11_Szp6ENZZ,2541
2011,E09000002,Households with dependent children: Total,All categories: Household type,C_DPCHUK11_T0CM0Eah,C_AHTHUK11_Szp6SRFd,28946
2011,E09000002,Households with dependent children: Total,One person household,C_DPCHUK11_T0CM0Eah,C_AHTHUK11_10,4
